samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Fletcher_b33	576	39.7	340	Cedrus	Cedrus	TRSH
Fletcher_b33	75	2	75	Pinus	Pinus	TRSH
Fletcher_b33	427	30.2	85	Quercus evergreen	Quercus ilex-type	TRSH
Fletcher_b33	437	1.2	86	Quercus deciduous	Quercus robur-type	TRSH
Fletcher_b33	709	0.7	134	Asteraceae undiff.	Asteraceae	HERB
Fletcher_b33	946	0.7	18	Caryophyllaceae undiff.	Caryophyllaceae (periporate excl. Paronychioideae)	HERB
Fletcher_b33	1422	2.2	13	Brassicaceae undiff.	Brassicaceae	HERB
Fletcher_b33	1810	0.2	24	Chenopodiaceae undiff.	Chenopodiaceae/Amaranthaceae	HERB
Fletcher_b33	52	0.7	52	Helianthemum	Helianthemum	HERB
Fletcher_b33	484	6.5	269	Fabaceae undiff.	Fabaceae undiff.	HERB
Fletcher_b33	2014	232224	2014	Concentration	Total concentration	NOPO
Fletcher_b33	429	12.7	80	Poaceae undiff.	Poaceae	HERB
Fletcher_b33	1737	0.2	36	Ephedra fragilis	Ephedra fragilis-type	TRSH
Fletcher_b33	2199	2.7	37	Ephedra distachya	Ephedra distachya-type	TRSH
