samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Roesch_b2	2	7	2	Acer	Acer campestre-type	TRSH
Roesch_b2	759	36	321	Abies alba	Abies	TRSH
Roesch_b2	1125	62	1125	Charcoal	Charcoal	CHAR
Roesch_b2	1221	114	655	indiff	Indeterminable: undiff.	INUN
Roesch_b2	7	1	7	Artemisia	Artemisia	HERB
Roesch_b2	12	349	12	Betula	Betula	TRSH
Roesch_b2	19	8	19	Castanea sativa	Castanea sativa	TRSH
Roesch_b2	24	12	24	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB
Roesch_b2	31	204	31	Corylus avellana	Corylus	TRSH
Roesch_b2	39	1	39	Eucalyptus	Eucalyptus	TRSH
Roesch_b2	40	1	40	Euphorbia	Euphorbia	HERB
Roesch_b2	42	179	42	Fagus sylvatica	Fagus	TRSH
Roesch_b2	45	2	45	Filipendula	Filipendula	HERB
Roesch_b2	47	176	47	Fraxinus excelsior	Fraxinus excelsior-type	TRSH
Roesch_b2	51	4	51	Hedera helix	Hedera	TRSH
Roesch_b2	63	1	63	Lythrum	Lythrum	HERB
Roesch_b2	155	124	155	Alnus glutinosa-type	Alnus glutinosa-type	TRSH
Roesch_b2	219	38	219	Dryopteris dilatata	Dryopteris dilatata	VACR
Roesch_b2	457	2	457	Calluna vulgaris	Calluna vulgaris	TRSH
Roesch_b2	563	47	16	Carpinus betulus	Carpinus betulus	TRSH
Roesch_b2	567	12	468	Frangula alnus	Frangula alnus	TRSH
Roesch_b2	783	464	783	Picea abies	Picea abies-type	TRSH
Roesch_b2	949	1	258	Hordeum-type	Hordeum-type	HERB
Roesch_b2	1058	1	1058	Ballota-type	Ballota-type	HERB
Roesch_b2	1065	4	22	Cerealia-type	Cerealia-type	HERB
Roesch_b2	1071	1	871	Lysimachia vulgaris-type	Lysimachia vulgaris-type	HERB
Roesch_b2	1101	2	1101	Aesculus hippocastanum	Aesculus hippocastanum	TRSH
Roesch_b2	1106	1	1106	Anthriscus sylvestris	Anthriscus sylvestris-type	HERB
Roesch_b2	1110	5	215	Athyrium	Athyrium filix-femina	VACR
Roesch_b2	1113	5	13	Brassicaeae	Brassicaceae	HERB
Roesch_b2	1126	3	25	Cichoriaceae	Asteraceae subf. Cichorioideae	HERB
Roesch_b2	1127	1	1127	Cornus sanguinea	Cornus sanguinea-type	TRSH
Roesch_b2	1175	3	1175	Polypodiceae, Sporangium	Polypodiaceae: sporangia	VEMI
Roesch_b2	1098	5	177	Varia	Indeterminable: unknown	INUN
Roesch_b2	60	44	60	Plantago lanceolata	Plantago lanceolata-type	HERB
Roesch_b2	89	1	89	Rhamnus	Rhamnus-type	TRSH
Roesch_b2	94	9	94	Rumex undiff.	Rumex/Oxyria	HERB
Roesch_b2	99	1694	99	Salix	Salix	TRSH
Roesch_b2	111	2	111	Taxus baccata	Taxus baccata	TRSH
Roesch_b2	122	2	122	Vitis	Vitis	TRSH
Roesch_b2	141	2	141	Rubus	Rubus	TRSH
Roesch_b2	144	1	144	Sphagnum	Sphagnum	BRYO
Roesch_b2	154	5	154	Ulmus	Ulmus/Zelkova	TRSH
Roesch_b2	187	8	187	Tilia	Tilia	TRSH
Roesch_b2	189	445	189	Quercus	Quercus	TRSH
Roesch_b2	199	250	78	Platanus orientalis	Platanus	TRSH
Roesch_b2	256	6	256	Secale cereale	Secale cereale	HERB
Roesch_b2	626	9	512	Potentilla-type	Potentilla-type	HERB
Roesch_b2	630	8	87	Ranunculus acris-type	Ranunculus acris-type	HERB
Roesch_b2	631	1	631	Rhinanthus-type	Rhinanthus-type	HERB
Roesch_b2	812	2	423	Zea mays	Zea mays	HERB
Roesch_b2	859	8	859	Thelypteris palustris	Thelypteris palustris	VACR
Roesch_b2	1087	1	1087	Valeriana officinalis-type	Valeriana officinalis-type	HERB
Roesch_b2	1089	2	1044	Xanthium spinosum-type	Xanthium	HERB
Roesch_b2	1130	28	33	Cyperaceae undiff	Cyperaceae	HERB
Roesch_b2	1132	4	35	Daucus carota	Daucus	HERB
Roesch_b2	1135	7	772	DryopterisT	Dryopteris-type	VACR
Roesch_b2	1141	2	479	Hippophaë rhamnoides	Hippophae rhamnoides	TRSH
Roesch_b2	1144	6	205	Humulus/Cannabis	Humulus/Cannabis	HERB
Roesch_b2	1148	17	194	Juglans regia	Juglans regia	TRSH
Roesch_b2	1168	2	79	Plantago maior	Plantago major	HERB
Roesch_b2	1169	1	698	Plantago media	Plantago media	HERB
Roesch_b2	1170	717	80	Poaceae undiff	Poaceae	HERB
Roesch_b2	1173	10	146	Polypodiaceae undiff	Monolete fern spores	VACR
Roesch_b2	1202	3	809	Urtica/Parietaria	Urticaceae	HERB
Roesch_b2	1209	7	1209	Viburnum opulus/tinus	Viburnum opulus/V. tinus	TRSH
Roesch_b2	1212	3	1212	Ailanthus altissima	Ailanthus	TRSH
Roesch_b2	1213	1	1103	Allium ursinum-type	Allium ursinum-type	HERB
Roesch_b2	1215	3	1111	Avena-type	Avena-type	HERB
Roesch_b2	1218	5	11	Eupatorium cannabinum-type	Aster-type	HERB
Roesch_b2	1219	1	649	Geum-type	Geum-type	HERB
Roesch_b2	1220	2	829	Hypericum perforatum-type	Hypericum perforatum-type	HERB
Roesch_b2	1223	18	123	Larix  decidua-type	Larix/Pseudotsuga	TRSH
Roesch_b2	1224	1	1224	Lonicera xylosteum-type	Lonicera xylosteum-type	TRSH
Roesch_b2	1225	1	1163	Phacelia-typeanacetifolia	Phacelia	HERB
Roesch_b2	1226	522	125	Pinus sylvestris-type	Pinus sylvestris-type	TRSH
Roesch_b2	1227	11	82	Prunus-type	Prunus-type	TRSH
Roesch_b2	1228	3	1084	Rumex aquaticus-typeype	Rumex aquaticus-type	HERB
Roesch_b2	1229	9	583	Sambucus nigra/racemosa	Sambucus nigra/S. racemosa	TRSH
Roesch_b2	1230	1	133	Senecio-type	Senecio-type	HERB
Roesch_b2	1231	1	1231	Silene vulgaris-type	Silene vulgaris-type	HERB
Roesch_b2	1232	1	107	Sorbus-type	Sorbus-type	TRSH
Roesch_b2	1233	8	1199	Triticum-type	Triticum-type	HERB
Roesch_b2	472	1	92	Rosaceae undiff.	Rosaceae	TRSH
Roesch_b2	93	2	93	Rubiaceae	Rubiaceae	HERB
