	samplename	var_	count	acc_var_	original_varname	acc_varname	groupid	groupname	higher_groupid	included_in_percent_sum	make_percent	higher_groupname	group_order	sums	percentage
0	Pardoe_a19	4	11	4	Alnus	Alnus	TRSH	Trees & Shrubs	TRSH	True	True	Trees & Shrubs	0	531	2.0715631
1	Pardoe_a19	5	70	5	Betula	Betula	TRSH	Trees & Shrubs	TRSH	True	True	Trees & Shrubs	0	531	13.182674
2	Pardoe_a19	7	2	7	Carpinus	Carpinus betulus	TRSH	Trees & Shrubs	TRSH	True	True	Trees & Shrubs	0	531	0.37664783
3	Pardoe_a19	9	4	9	Corylus	Corylus	TRSH	Trees & Shrubs	TRSH	True	True	Trees & Shrubs	0	531	0.75329567
4	Pardoe_a19	750	7	750	Empetrum	Empetrum nigrum	DWAR	Dwarf shrubs	TRSH	True	True	Trees & Shrubs	0	531	1.3182674
5	Pardoe_a19	85	1	85	Juniperus	Juniperus communis-type	TRSH	Trees & Shrubs	TRSH	True	True	Trees & Shrubs	0	531	0.18832392
6	Pardoe_a19	18	12	18	Picea	Picea	TRSH	Trees & Shrubs	TRSH	True	True	Trees & Shrubs	0	531	2.259887
7	Pardoe_a19	19	134	19	Pinus	Pinus	TRSH	Trees & Shrubs	TRSH	True	True	Trees & Shrubs	0	531	25.235405
8	Pardoe_a19	25	210	25	Salix	Salix	TRSH	Trees & Shrubs	TRSH	True	True	Trees & Shrubs	0	531	39.548023
9	Pardoe_a19	552	6	552	Vaccinium	Vaccinium	DWAR	Dwarf shrubs	TRSH	True	True	Trees & Shrubs	0	531	1.1299435
10	Pardoe_a19	37	1	37	Artemisia	Artemisia	HERB	Herbs	HERB	True	True	Herbs	5	531	0.18832392
11	Pardoe_a19	61	15	61	Cyperaceae	Cyperaceae	HERB	Herbs	HERB	True	True	Herbs	5	531	2.8248588
12	Pardoe_a19	3798	6	3798	Oxyria/Rumex	Oxyria/Rumex	HERB	Herbs	HERB	True	True	Herbs	5	531	1.1299435
13	Pardoe_a19	735	1	286	Plantago	Plantago	HERB	Herbs	HERB	True	True	Herbs	5	531	0.18832392
14	Pardoe_a19	1611	34	106	Gramineae	Poaceae	HERB	Herbs	HERB	True	True	Herbs	5	531	6.4030132
15	Pardoe_a19	156	1	156	Ranunculaceae	Ranunculaceae	HERB	Herbs	HERB	True	True	Herbs	5	531	0.18832392
16	Pardoe_a19	565	3	565	Cryptogramma	Cryptogramma crispa	VACR	Vascular cryptogams (Pteridophytes)	VACR	True	True	Ferns	6	531	0.56497175
17	Pardoe_a19	762	4	204	Lycopodium selago	Huperzia selago	VACR	Vascular cryptogams (Pteridophytes)	VACR	True	True	Ferns	6	531	0.75329567
18	Pardoe_a19	1554	9	167	Filicales	Monolete fern spores	VACR	Vascular cryptogams (Pteridophytes)	VACR	True	True	Ferns	6	531	1.6949153
