samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Mazier_b58	560	1	321	Abies	Abies	TRSH
Mazier_b58	5	8	5	Alnus	Alnus	TRSH
Mazier_b58	6	1	6	Apiaceae	Apiaceae	HERB
Mazier_b58	7	1	7	Artemisia	Artemisia	HERB
Mazier_b58	761	2	160	Asteroideae	Asteraceae subf. Asteroideae	HERB
Mazier_b58	13	5	13	Brassicaceae	Brassicaceae	HERB
Mazier_b58	188	3	188	Buxus	Buxus	TRSH
Mazier_b58	3645	7	3645	Calluna	Calluna vulgaris	DWAR
Mazier_b58	16	1	16	Carpinus	Carpinus betulus	TRSH
Mazier_b58	18	1	18	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB
Mazier_b58	441	29	19	Castanea	Castanea sativa	TRSH
Mazier_b58	24	1	24	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB
Mazier_b58	1243	1	603	Cirsium-type	Cirsium	HERB
Mazier_b58	201	8	31	Corylus	Corylus	TRSH
Mazier_b58	3868	11	3868	Cyperaceae	Cyperaceae	AQUA
Mazier_b58	3939	1	2600	Erica tetralix-type	Erica tetralix-type	DWAR
Mazier_b58	130	4	130	Ericaceae	Ericales (tetrad)	DWAR
Mazier_b58	192	60	42	Fagus	Fagus	TRSH
Mazier_b58	190	1	190	Fraxinus	Fraxinus	TRSH
Mazier_b58	1475	16	93	Galium	Rubiaceae	HERB
Mazier_b58	4078	1	177	Indeterminable: unknown	Indeterminable: unknown	INUN
Mazier_b58	57	1	57	Juglans	Juglans	TRSH
Mazier_b58	724	5	270	Plantago	Plantago	HERB
Mazier_b58	60	2	60	Plantago lanceolata	Plantago lanceolata-type	HERB
Mazier_b58	80	183	80	Poaceae	Poaceae	HERB
Mazier_b58	666	2	214	Polypodium	Polypodium	VACR
Mazier_b58	626	19	512	Potentilla-type	Potentilla-type	HERB
Mazier_b58	437	62	86	Quercus deciduous	Quercus robur-type	TRSH
Mazier_b58	135	3	135	Ranunculaceae	Ranunculaceae	HERB
Mazier_b58	92	2	92	Rosaceae	Rosaceae	TRSH
Mazier_b58	101	1	101	Sanguisorba minor	Sanguisorba minor-type	HERB
Mazier_b58	144	2	144	Sphagnum	Sphagnum	BRYO
Mazier_b58	1281	1	21	Stellaria-type	Cerastium-type	HERB
Mazier_b58	117	5	117	Urtica dioica	Urtica dioica	HERB
Mazier_b58	4732	1	4730	Vaccinium/Rhododendron	Vaccinium-type	DWAR
Mazier_b58	12	5	12	Betula	Betula	TRSH
Mazier_b58	75	110	75	Pinus	Pinus	TRSH
Mazier_b58	442	4	68	Olea	Olea europaea	TRSH
Mazier_b58	447	9	25	Cichorioideae	Asteraceae subf. Cichorioideae	HERB
Mazier_b58	657	2	108	Potamogeton	Potamogeton-type	AQUA
Mazier_b58	822	1	22	Cerealia undiff.	Cerealia-type	HERB
Mazier_b58	4505	1	95	Rumex acetosa/R. acetosella	Rumex acetosa-type	HERB
