samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Novenko_c281	5	5	5	Alnus	Alnus	TRSH
Novenko_c281	2257	260	128	Betula alba	Betula pubescens-type	TRSH
Novenko_c281	126	3	126	Picea	Picea	TRSH
Novenko_c281	788	238	125	Pinus sylvestris	Pinus sylvestris-type	TRSH
Novenko_c281	99	1	99	Salix	Salix	TRSH
Novenko_c281	187	7	187	Tilia	Tilia	TRSH
Novenko_c281	154	1	154	Ulmus	Ulmus/Zelkova	TRSH
Novenko_c281	7	7	7	Artemisia	Artemisia	HERB
Novenko_c281	134	2	134	Asteraceae	Asteraceae	HERB
Novenko_c281	24	2	24	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB
Novenko_c281	2258	1	25	Cichoreaceae	Asteraceae subf. Cichorioideae	HERB
Novenko_c281	33	4	33	Cyperaceae	Cyperaceae	HERB
Novenko_c281	130	8	130	Ericaceae	Ericales (tetrad)	DWAR
Novenko_c281	22	1	22	Cerealia	Cerealia-type	HERB
Novenko_c281	135	2	135	Ranunculaceae	Ranunculaceae	HERB
Novenko_c281	92	1	92	Rosaceae	Rosaceae	TRSH
Novenko_c281	80	1	80	Poaceae	Poaceae	HERB
Novenko_c281	189	3	189	Quercus	Quercus	TRSH
