samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Lapteva_b5	177	1	177	Pollen gen. indet.	Indeterminable: unknown	INUN
Lapteva_b5	6	4	6	Apiaceae	Apiaceae	HERB
Lapteva_b5	7	8	7	Artemisia	Artemisia	HERB
Lapteva_b5	80	67	80	Poaceae	Poaceae	HERB
Lapteva_b5	126	5	126	Picea	Picea	TRSH
Lapteva_b5	128	80	128	Betula sect. Albae	Betula pubescens-type	TRSH
Lapteva_b5	138	3	138	Polygonaceae	Polygonaceae	HERB
Lapteva_b5	144	1	144	Sphagnum	Sphagnum	BRYO
Lapteva_b5	150	250	125	Pinus sylvestris=Pinus s/g Diploxylon	Pinus sylvestris-type	TRSH
Lapteva_b5	155	1	155	Alnus glutinosa-type	Alnus glutinosa-type	TRSH
Lapteva_b5	160	6	160	Asteraceae/Asteroideae	Asteraceae subf. Asteroideae	HERB
Lapteva_b5	161	9	25	Asteraceae/Cichorioideae	Asteraceae subf. Cichorioideae	HERB
Lapteva_b5	168	2	168	Plantaginaceae	Plantaginaceae	HERB
Lapteva_b5	173	1	173	Scrophulariaceae	Scrophulariaceae (colporate-reticulate)	HERB
Lapteva_b5	92	5	92	Rosaceae	Rosaceae	TRSH
Lapteva_b5	93	2	93	Rubiaceae	Rubiaceae	HERB
