samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Jahns_b5	560	2	321	Abies	Abies	TRSH
Jahns_b5	5	5	5	Alnus	Alnus	TRSH
Jahns_b5	1237	1	588	Anemone-type	Anemone nemorosa-type	HERB
Jahns_b5	7	1	7	Artemisia	Artemisia	HERB
Jahns_b5	9	1	9	Asphodelus	Asphodelus	HERB
Jahns_b5	597	2	11	Aster-type	Aster-type	HERB
Jahns_b5	1337	2	25	Asteraceae Liguliflorae	Asteraceae subf. Cichorioideae	HERB
Jahns_b5	1927	3	160	Asteraceae Tubuliflorae	Asteraceae subf. Asteroideae	HERB
Jahns_b5	1035	6	70	Carpinus orientalis/Ostrya	Ostrya/Carpinus orientalis	TRSH
Jahns_b5	441	12	19	Castanea	Castanea sativa	TRSH
Jahns_b5	1065	2	22	Cerealia-type	Cerealia-type	HERB
Jahns_b5	201	4	31	Corylus	Corylus	TRSH
Jahns_b5	3868	1	3868	Cyperaceae	Cyperaceae	AQUA
Jahns_b5	47	2	47	Fraxinus excelsior	Fraxinus excelsior-type	TRSH
Jahns_b5	44	1	44	Fraxinus ornus	Fraxinus ornus	TRSH
Jahns_b5	4031	1	4031	Hedera	Hedera	LIAN
Jahns_b5	57	1	57	Juglans	Juglans	TRSH
Jahns_b5	509	1	509	Myrtus	Myrtus communis	TRSH
Jahns_b5	442	1	68	Olea	Olea europaea	TRSH
Jahns_b5	74	94	74	Phillyrea	Phillyrea	TRSH
Jahns_b5	75	10	75	Pinus	Pinus	TRSH
Jahns_b5	77	81	77	Pistacia	Pistacia	TRSH
Jahns_b5	1075	5	60	Plantago lanceolata-type	Plantago lanceolata-type	HERB
Jahns_b5	1348	1	79	Plantago major-type	Plantago major	HERB
Jahns_b5	431	1	180	Pteridium	Pteridium aquilinum	VACR
Jahns_b5	437	71	86	Quercus deciduous	Quercus robur-type	TRSH
Jahns_b5	427	146	85	Quercus evergreen	Quercus ilex-type	TRSH
Jahns_b5	93	2	93	Rubiaceae	Rubiaceae	HERB
Jahns_b5	1086	4	176	Sparganium-type	Sparganium-type	AQUA
Jahns_b5	4693	3	4693	Triver	Triver	NOPO
Jahns_b5	1098	2	177	Varia	Indeterminable: unknown	INUN
Jahns_b5	6	43	6	Apiaceae	Apiaceae	HERB
Jahns_b5	24	1	24	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB
Jahns_b5	58	2	58	Juniperus	Juniperus communis-type	TRSH
Jahns_b5	80	13	80	Poaceae	Poaceae	HERB
Jahns_b5	154	1	154	Ulmus	Ulmus/Zelkova	TRSH
Jahns_b5	949	1	258	Hordeum-type	Hordeum-type	HERB
Jahns_b5	3927	72	3927	Erica	Erica	DWAR
