samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Pardoe_c81	12	29	12	Betula	Betula	TRSH
Pardoe_c81	75	115	75	Pinus	Pinus	TRSH
Pardoe_c81	5	18	5	Alnus	Alnus	TRSH
Pardoe_c81	201	1	31	Corylus	Corylus	TRSH
Pardoe_c81	80	29	80	Poaceae	Poaceae	HERB
Pardoe_c81	33	4	33	Cyperaceae	Cyperaceae	HERB
Pardoe_c81	581	2	457	Calluna	Calluna vulgaris	TRSH
Pardoe_c81	18	1	18	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB
Pardoe_c81	741	1	25	Lactuceae	Asteraceae subf. Cichorioideae	HERB
Pardoe_c81	742	4	135	Ranunuculaceae	Ranunculaceae	HERB
Pardoe_c81	745	326	241	Oxyria	Oxyria digyna	HERB
Pardoe_c81	45	1	45	Filipendula	Filipendula	HERB
Pardoe_c81	126	4	126	Picea	Picea	TRSH
