samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Mikishin-Gvozdeva_a75	560	12	321	Abies	Abies	TRSH
Mikishin-Gvozdeva_a75	126	43	126	Picea	Picea	TRSH
Mikishin-Gvozdeva_a75	2218	5	125	Pinus sgen. Diploxylon	Pinus sylvestris-type	TRSH
Mikishin-Gvozdeva_a75	2219	6	124	Pinus sgen. Haploxylon	Pinus cembra-type	TRSH
Mikishin-Gvozdeva_a75	12	67	12	Betula	Betula	TRSH
Mikishin-Gvozdeva_a75	2105	13	127	Betula nana-type	Betula nana-type	DWAR
Mikishin-Gvozdeva_a75	5	6	5	Alnus	Alnus	TRSH
Mikishin-Gvozdeva_a75	2222	4	129	Alnaster (Alnus shrub-type: Alnaster fruticosus, Alnus fruticosa, Alnus maximowiczii)	Alnus viridis	TRSH
Mikishin-Gvozdeva_a75	189	155	189	Quercus	Quercus	TRSH
Mikishin-Gvozdeva_a75	154	3	154	Ulmus	Ulmus/Zelkova	TRSH
Mikishin-Gvozdeva_a75	33	22	33	Cyperaceae	Cyperaceae	HERB
Mikishin-Gvozdeva_a75	6	1	6	Apiaceae	Apiaceae	HERB
Mikishin-Gvozdeva_a75	7	6	7	Artemisia	Artemisia	HERB
Mikishin-Gvozdeva_a75	147	3	147	Bryales	Bryophyte spores	BRYO
Mikishin-Gvozdeva_a75	146	15	146	Polypodiaceae	Monolete fern spores	VACR
Mikishin-Gvozdeva_a75	1555	1	465	Osmunda	Osmunda regalis	VACR
Mikishin-Gvozdeva_a75	143	6	143	Lycopodium	Lycopodium	VACR
Mikishin-Gvozdeva_a75	80	26	80	Poaceae	Poaceae	HERB
