samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Kolaczek_f15	2	1	2	Acer	Acer campestre-type	TRSH
Kolaczek_f15	1101	1	1101	Aesculus hippocastanum	Aesculus hippocastanum	TRSH
Kolaczek_f15	5	167	5	Alnus	Alnus	TRSH
Kolaczek_f15	1107	2	6	Apiaceae undiff.	Apiaceae	HERB
Kolaczek_f15	7	19	7	Artemisia	Artemisia	HERB
Kolaczek_f15	597	6	11	Aster-type	Aster-type	HERB
Kolaczek_f15	12	102	12	Betula	Betula	TRSH
Kolaczek_f15	1422	18	13	Brassicaceae undiff.	Brassicaceae	HERB
Kolaczek_f15	3646	1	3645	Calluna vulgaris	Calluna vulgaris	DWAR
Kolaczek_f15	3650	1	3650	Caltha-type	Caltha-type	HERB
Kolaczek_f15	563	5	16	Carpinus betulus	Carpinus betulus	TRSH
Kolaczek_f15	821	6	462	Centaurea cyanus	Centaurea cyanus-type	HERB
Kolaczek_f15	1065	23	22	Cerealia-type	Cerealia-type	HERB
Kolaczek_f15	3727	7	3709	cf. Humulus lupulus	Humulus/Cannabis	INUN
Kolaczek_f15	24	16	24	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB
Kolaczek_f15	447	4	25	Cichorioideae	Asteraceae subf. Cichorioideae	HERB
Kolaczek_f15	31	20	31	Corylus avellana	Corylus	TRSH
Kolaczek_f15	3873	158	3868	Cyperaceae undiff.	Cyperaceae	AQUA
Kolaczek_f15	145	59	145	Equisetum	Equisetum	VACR
Kolaczek_f15	42	5	42	Fagus sylvatica	Fagus	TRSH
Kolaczek_f15	45	2	45	Filipendula	Filipendula	HERB
Kolaczek_f15	605	2	93	Galium-type	Rubiaceae	HERB
Kolaczek_f15	4053	2	1478	Hippuris vulgaris	Hippuris vulgaris	AQUA
Kolaczek_f15	4074	24	1324	Indeterminable: corroded	Indeterminable: corroded	INUN
Kolaczek_f15	718	1	718	Indeterminable: degraded	Indeterminable: degraded	INUN
Kolaczek_f15	58	3	58	Juniperus	Juniperus communis-type	TRSH
Kolaczek_f15	4122	2	264	Lemna-type	Lemna	AQUA
Kolaczek_f15	1429	1	61	Ligustrum vulgare	Ligustrum	TRSH
Kolaczek_f15	559	322	559	Lycopodium (counted)	Lycopodium (counted)	NOPO
Kolaczek_f15	2341	4	871	Lysimachia thyrsiflora	Lysimachia vulgaris-type	HERB
Kolaczek_f15	1073	1	65	Mentha-type	Mentha-type	HERB
Kolaczek_f15	1158	1	376	Myriophyllum spicatum	Myriophyllum spicatum	AQUA
Kolaczek_f15	2345	1	494	Papaver rhoeas-type	Papaver rhoeas-type	HERB
Kolaczek_f15	4286	39	4284	Phragmites australis-type	Phragmites australis-type	AQUA
Kolaczek_f15	4298	1	124	Pinus cembra-type	Pinus cembra-type	TRSH
Kolaczek_f15	1226	212	125	Pinus sylvestris-type	Pinus sylvestris-type	TRSH
Kolaczek_f15	60	23	60	Plantago lanceolata	Plantago lanceolata-type	HERB
Kolaczek_f15	429	73	80	Poaceae undiff.	Poaceae	HERB
Kolaczek_f15	2809	1	231	Polygonum persicaria-type	Persicaria maculosa-type	HERB
Kolaczek_f15	81	2	81	Populus	Populus	TRSH
Kolaczek_f15	4384	62	912	Potamogeton sect. Eupotamogeton	Potamogeton natans-type	AQUA
Kolaczek_f15	626	2	512	Potentilla-type	Potentilla-type	HERB
Kolaczek_f15	1227	1	82	Prunus-type	Prunus-type	TRSH
Kolaczek_f15	189	24	189	Quercus	Quercus	TRSH
Kolaczek_f15	630	2	87	Ranunculus acris-type	Ranunculus acris-type	HERB
Kolaczek_f15	631	1	631	Rhinanthus-type	Rhinanthus-type	HERB
Kolaczek_f15	1414	1	632	Rosa-type	Rosa	TRSH
Kolaczek_f15	634	20	95	Rumex acetosa-type	Rumex acetosa-type	HERB
Kolaczek_f15	1398	5	96	Rumex acetosella-type	Rumex acetosella	HERB
Kolaczek_f15	4509	1	4509	Rumex aquaticus-type	Rumex aquaticus-type	AQUA
Kolaczek_f15	4531	2	99	Salix pentandra-type	Salix	TRSH
Kolaczek_f15	1400	19	99	Salix undiff.	Salix	TRSH
Kolaczek_f15	1354	5	583	Sambucus nigra-type	Sambucus nigra/S. racemosa	TRSH
Kolaczek_f15	101	1	101	Sanguisorba minor	Sanguisorba minor-type	HERB
Kolaczek_f15	256	37	256	Secale cereale	Secale cereale	HERB
Kolaczek_f15	1779	1	132	Silene-type	Silene-type	HERB
Kolaczek_f15	3006	2	490	Sorbus-group	Rosaceae (non-operculate)	TRSH
