samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Edwards_a10	6	2	6	Apiaceae	Apiaceae	HERB
Edwards_a10	12	3	12	Betula	Betula	TRSH
Edwards_a10	3849	4	31	Corylus avellana-type	Corylus	TRSH
Edwards_a10	3870	33	33	Cyperaceae class 2	Cyperaceae	HERB
Edwards_a10	741	4	25	Lactuceae	Asteraceae subf. Cichorioideae	HERB
Edwards_a10	60	4	60	Plantago lanceolata	Plantago lanceolata-type	HERB
Edwards_a10	4345	26	80	Poaceae class 2	Poaceae	HERB
Edwards_a10	4346	78	80	Poaceae class 3	Poaceae	HERB
Edwards_a10	626	13	512	Potentilla-type	Potentilla-type	HERB
Edwards_a10	4408	3	146	Pteridophyta spore	Monolete fern spores	VACR
Edwards_a10	189	2	189	Quercus	Quercus	TRSH
Edwards_a10	93	2	93	Rubiaceae	Rubiaceae	HERB
Edwards_a10	1284	4	115	Trifolium-type	Trifolium-type	HERB
Edwards_a10	154	2	154	Ulmus	Ulmus/Zelkova	TRSH
Edwards_a10	18	1	18	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB
Edwards_a10	180	3	180	Pteridium aquilinum	Pteridium aquilinum	VACR
Edwards_a10	630	3	87	Ranunculus acris-type	Ranunculus acris-type	HERB
Edwards_a10	788	4	125	Pinus sylvestris	Pinus sylvestris-type	TRSH
Edwards_a10	3646	213	3645	Calluna vulgaris	Calluna vulgaris	DWAR
Edwards_a10	3908	1	3907	Drosera rotundifolia-type	Drosera rotundifolia-type	HERB
