samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Kolaczek_h14	7	1	7	Artemisia	Artemisia	HERB
Kolaczek_h14	13	1	13	Brassicaceae	Brassicaceae	HERB
Kolaczek_h14	457	1	457	Calluna vulgaris	Calluna vulgaris	TRSH
Kolaczek_h14	563	4	16	Carpinus betulus	Carpinus betulus	TRSH
Kolaczek_h14	1215	1	1111	Avena-type	Avena-type	HERB
Kolaczek_h14	31	2	31	Corylus avellana	Corylus	TRSH
Kolaczek_h14	33	1	33	Cyperaceae	Cyperaceae	HERB
Kolaczek_h14	42	24	42	Fagus sylvatica	Fagus	TRSH
Kolaczek_h14	822	2	22	Cerealia undiff.	Cerealia-type	HERB
Kolaczek_h14	47	3	47	Fraxinus excelsior	Fraxinus excelsior-type	TRSH
Kolaczek_h14	81	1	81	Populus	Populus	TRSH
Kolaczek_h14	123	1	123	Larix	Larix/Pseudotsuga	TRSH
Kolaczek_h14	429	7	80	Poaceae undiff.	Poaceae	HERB
Kolaczek_h14	783	18	783	Picea abies	Picea abies-type	TRSH
Kolaczek_h14	107	1	107	Sorbus	Sorbus-type	TRSH
Kolaczek_h14	144	17	144	Sphagnum	Sphagnum	BRYO
Kolaczek_h14	189	18	189	Quercus	Quercus	TRSH
Kolaczek_h14	256	3	256	Secale cereale	Secale cereale	HERB
Kolaczek_h14	111	1	111	Taxus baccata	Taxus baccata	TRSH
Kolaczek_h14	154	1	154	Ulmus	Ulmus/Zelkova	TRSH
Kolaczek_h14	634	4	95	Rumex acetosa-type	Rumex acetosa-type	HERB
Kolaczek_h14	1376	9	5	Alnus undiff.	Alnus	TRSH
Kolaczek_h14	1380	68	12	Betula undiff.	Betula	TRSH
Kolaczek_h14	1395	408	125	Pinus sylvestris type	Pinus sylvestris-type	TRSH
Kolaczek_h14	1400	1	99	Salix undiff.	Salix	TRSH
Kolaczek_h14	1409	2	652	Urtica undiff.	Urtica	HERB
