samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Jiménez-Moreno_a13	5	1	5	Alnus	Alnus	TRSH
Jiménez-Moreno_a13	660	28	308	Arcella	Arcella	RHIZ
Jiménez-Moreno_a13	7	4	7	Artemisia	Artemisia	HERB
Jiménez-Moreno_a13	18	1	18	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB
Jiménez-Moreno_a13	33	199	33	Cyperaceae	Cyperaceae	HERB
Jiménez-Moreno_a13	441	1	19	Castanea	Castanea sativa	TRSH
Jiménez-Moreno_a13	576	1	340	Cedrus	Cedrus	TRSH
Jiménez-Moreno_a13	707	3	24	Amaranthaceae	Chenopodiaceae/Amaranthaceae	HERB
Jiménez-Moreno_a13	711	2	160	Tubuliflorae	Asteraceae subf. Asteroideae	HERB
Jiménez-Moreno_a13	717	3	177	Indeterminable	Indeterminable: unknown	INUN
Jiménez-Moreno_a13	720	9666	720	Lycopodium (grains/tablets)	Lycopodium (grains/tablets)	NOPO
Jiménez-Moreno_a13	53	1	53	Herniaria	Herniaria	HERB
Jiménez-Moreno_a13	80	12	80	Poaceae	Poaceae	HERB
Jiménez-Moreno_a13	143	56	143	Lycopodium	Lycopodium	VACR
Jiménez-Moreno_a13	722	34	68	Olea eur	Olea europaea	TRSH
Jiménez-Moreno_a13	723	35	75	Pinus undiff.	Pinus	TRSH
Jiménez-Moreno_a13	724	2	270	Plantago	Plantago	HERB
Jiménez-Moreno_a13	677	30	557	Sporormiella	Sporormiella-type	FUNG
Jiménez-Moreno_a13	135	11	135	Ranunculaceae	Ranunculaceae	HERB
Jiménez-Moreno_a13	427	12	85	Quercus evergreen	Quercus ilex-type	TRSH
