samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Lopez_b4	1001	119	86	deciduous Quercus	Quercus robur-type	TRSH
Lopez_b4	5	7	5	Alnus	Alnus	TRSH
Lopez_b4	12	1	12	Betula	Betula	TRSH
Lopez_b4	51	1	51	Hedera helix	Hedera	TRSH
Lopez_b4	99	1	99	Salix	Salix	TRSH
Lopez_b4	154	1	154	Ulmus	Ulmus/Zelkova	TRSH
Lopez_b4	201	6	31	Corylus	Corylus	TRSH
Lopez_b4	1002	20	85	evergreen Quercus	Quercus ilex-type	TRSH
Lopez_b4	190	1	190	Fraxinus	Fraxinus	TRSH
Lopez_b4	192	17	42	Fagus	Fagus	TRSH
Lopez_b4	439	7	439	Pinus pinaster	Pinus pinaster	TRSH
Lopez_b4	441	2	19	Castanea	Castanea sativa	TRSH
Lopez_b4	560	1	321	Abies	Abies	TRSH
Lopez_b4	563	2	16	Carpinus betulus	Carpinus betulus	TRSH
Lopez_b4	583	1	583	Sambucus nigra type	Sambucus nigra/S. racemosa	TRSH
Lopez_b4	1006	5	70	Ostrya/Carpinus orientalis type	Ostrya/Carpinus orientalis	TRSH
Lopez_b4	7	1	7	Artemisia	Artemisia	HERB
Lopez_b4	11	9	11	Aster type	Aster-type	HERB
Lopez_b4	24	2	24	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB
Lopez_b4	29	3	29	Centaurea nigra type	Centaurea nigra-type	HERB
Lopez_b4	80	14	80	Poaceae	Poaceae	HERB
Lopez_b4	13	1	13	Brassicaceae	Brassicaceae	HERB
Lopez_b4	54	1	54	Hypericum	Hypericum	HERB
Lopez_b4	173	10	173	Scrophulariaceae	Scrophulariaceae (colporate-reticulate)	HERB
Lopez_b4	180	13	180	Pteridium aquilinum	Pteridium aquilinum	VACR
Lopez_b4	221	2	60	Plantago lanceolata type	Plantago lanceolata-type	HERB
Lopez_b4	40	2	40	Euphorbia	Euphorbia	HERB
Lopez_b4	135	15	135	Ranunculaceae	Ranunculaceae	HERB
Lopez_b4	445	1	336	Cardueae	Asteraceae subf. Carduoideae	HERB
Lopez_b4	799	4	799	Primulaceae	Primulaceae	HERB
Lopez_b4	1019	150	1019	Ascodemis type UG 1285	Ascodemis-type	FUNG
Lopez_b4	59	1	59	Lamiaceae	Lamiaceae	HERB
Lopez_b4	250	2	95	Rumex acetosa type	Rumex acetosa-type	HERB
Lopez_b4	534	3	534	Paeonia	Paeonia	HERB
Lopez_b4	1013	4	1013	Cytisus type	Cytisus-type	TRSH
Lopez_b4	1022	1	1022	Coniochaeta lignaria	Coniochaeta lignaria	FUNG
Lopez_b4	1026	8	555	Sordaria (HdV-55A)	Sordaria-type	FUNG
Lopez_b4	1028	31	1028	Marron 3 branches zopfiella?	cf. Zopfiella	INUN
Lopez_b4	1030	2	306	Ustulina deusta	Ustulina deusta	FUNG
Lopez_b4	472	2	92	Rosaceae undiff.	Rosaceae	TRSH
Lopez_b4	498	1	498	Geranium	Geranium	HERB
Lopez_b4	203	18	203	Juniperus type	Juniperus-type	TRSH
Lopez_b4	447	2	25	Cichorioideae	Asteraceae subf. Cichorioideae	HERB
Lopez_b4	484	23	269	Fabaceae undiff.	Fabaceae undiff.	HERB
Lopez_b4	516	6	516	Lonicera	Lonicera	TRSH
Lopez_b4	699	2	512	Potentilla type	Potentilla-type	HERB
Lopez_b4	840	4	453	Urtica dioica type	Urtica dioica-type	HERB
Lopez_b4	1003	34	125	Pinus sylvestris/nigra type	Pinus sylvestris-type	TRSH
Lopez_b4	1004	4	440	Pinus halepensis type	Pinus halepensis-type	TRSH
Lopez_b4	1005	3	38	Erica type	Erica	TRSH
Lopez_b4	1007	2	27	Cistus type	Cistus	TRSH
Lopez_b4	1009	4	68	Olea europea	Olea europaea	TRSH
Lopez_b4	1010	2	146	Filicales monolete	Monolete fern spores	VACR
Lopez_b4	1011	5	279	Filicales trilete	Trilete spore(s)	VACR
Lopez_b4	1014	10	89	Paliurus/Rhamnus	Rhamnus-type	TRSH
Lopez_b4	1012	8	92	Prunus/Rosa/Rubus type	Rosaceae	TRSH
