samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Mazier_a2	560	31	321	Abies	Abies	TRSH
Mazier_a2	2	4	2	Acer	Acer campestre-type	TRSH
Mazier_a2	561	1	129	Alnus viridis	Alnus viridis	TRSH
Mazier_a2	586	3	586	Ambrosia	Ambrosia	HERB
Mazier_a2	2548	1	1106	Anthriscus sylvestris-type	Anthriscus sylvestris-type	HERB
Mazier_a2	7	1	7	Artemisia	Artemisia	HERB
Mazier_a2	597	2	11	Aster-type	Aster-type	HERB
Mazier_a2	215	8	215	Athyrium filix-femina	Athyrium filix-femina	VACR
Mazier_a2	563	6	16	Carpinus betulus	Carpinus betulus	TRSH
Mazier_a2	3696	1	556	Cercophora-type	Cercophora-type	FUNG
Mazier_a2	22	1	22	Cerealia	Cerealia-type	HERB
Mazier_a2	3868	2	3868	Cyperaceae	Cyperaceae	AQUA
Mazier_a2	192	47	42	Fagus	Fagus	TRSH
Mazier_a2	44	1	44	Fraxinus ornus	Fraxinus ornus	TRSH
Mazier_a2	1219	1	649	Geum-type	Geum-type	HERB
Mazier_a2	1601	61	80	Gramineae	Poaceae	HERB
Mazier_a2	1220	1	829	Hypericum perforatum-type	Hypericum perforatum-type	HERB
Mazier_a2	473	17	473	Melampyrum	Melampyrum	HERB
Mazier_a2	4193	3	146	Monolete fern spores	Monolete fern spores	VACR
Mazier_a2	442	1	68	Olea	Olea europaea	TRSH
Mazier_a2	4294	7	4294	Picea: stomata	Picea: stomata	MACR
Mazier_a2	573	12	124	Pinus cembra	Pinus cembra-type	TRSH
Mazier_a2	1075	4	60	Plantago lanceolata-type	Plantago lanceolata-type	HERB
Mazier_a2	4441	5	4440	Ranunculus aconitifolius-type	Ranunculus sceleratus-type	HERB
Mazier_a2	630	8	87	Ranunculus acris-type	Ranunculus acris-type	HERB
Mazier_a2	634	3	95	Rumex acetosa-type	Rumex acetosa-type	HERB
Mazier_a2	99	2	99	Salix	Salix	TRSH
Mazier_a2	100	1	100	Sambucus nigra	Sambucus nigra	TRSH
Mazier_a2	1402	1	1402	Saxifraga granulata-type	Saxifraga granulata-type	HERB
Mazier_a2	1405	1	244	Stachys-type	Galeopsis-type	HERB
Mazier_a2	187	1	187	Tilia	Tilia	TRSH
Mazier_a2	12	20	12	Betula	Betula	TRSH
Mazier_a2	19	8	19	Castanea sativa	Castanea sativa	TRSH
Mazier_a2	31	18	31	Corylus avellana	Corylus	TRSH
Mazier_a2	45	2	45	Filipendula	Filipendula	HERB
Mazier_a2	47	28	47	Fraxinus excelsior	Fraxinus excelsior-type	TRSH
Mazier_a2	58	1	58	Juniperus	Juniperus communis-type	TRSH
Mazier_a2	81	2	81	Populus	Populus	TRSH
Mazier_a2	89	1	89	Rhamnus	Rhamnus-type	TRSH
Mazier_a2	111	1	111	Taxus baccata	Taxus baccata	TRSH
Mazier_a2	126	494	126	Picea	Picea	TRSH
Mazier_a2	154	1	154	Ulmus	Ulmus/Zelkova	TRSH
Mazier_a2	155	10	155	Alnus glutinosa-type	Alnus glutinosa-type	TRSH
Mazier_a2	189	33	189	Quercus	Quercus	TRSH
Mazier_a2	482	2	13	Cruciferae	Brassicaceae	HERB
Mazier_a2	529	1	224	Veronica	Veronica-type	HERB
Mazier_a2	603	1	603	Cirsium	Cirsium	HERB
Mazier_a2	652	3	652	Urtica	Urtica	HERB
Mazier_a2	1168	2	79	Plantago maior	Plantago major	HERB
Mazier_a2	1169	9	698	Plantago media	Plantago media	HERB
Mazier_a2	2557	1	1124	Chaerophyllum hirsutum-type	Chaerophyllum hirsutum-type	HERB
Mazier_a2	2558	1	24	Chenopodiaceae-type	Chenopodiaceae/Amaranthaceae	HERB
Mazier_a2	2595	3	220	Dryopteris filix-mas-type	Dryopteris filix-mas-type	VACR
Mazier_a2	3650	1	3650	Caltha-type	Caltha-type	HERB
Mazier_a2	3824	4	25	Compositae subf. Cichorioideae	Asteraceae subf. Cichorioideae	HERB
Mazier_a2	4307	34	125	Pinus subg. Pinus	Pinus sylvestris-type	TRSH
Mazier_a2	4572	1	1867	Scilla-type	Ornithogalum-type	HERB
Mazier_a2	93	1	93	Rubiaceae	Rubiaceae	HERB
