samplename	publiid
Ejarque_a5	867
Ejarque_a6	490
Ejarque_a6	867
Ejarque_a7	490
Ejarque_a7	867
Ejarque_a8	490
Ejarque_a8	867
Ejarque_a9	490
Ejarque_a9	867
Fall_a1	491
Fall_a10	491
Fall_a11	491
Fall_a12	491
Fall_a13	491
Fall_a14	491
Fall_a15	491
Fall_a16	491
Fall_a17	491
Fall_a18	491
Fall_a19	491
Fall_a2	491
Fall_a20	491
Fall_a21	491
Fall_a3	491
Fall_a4	491
Fall_a5	491
Fall_a6	491
Fall_a7	491
Fall_a8	491
Fall_a9	491
Fall_b1	492
Fall_b10	492
Fall_b11	492
Fall_b12	492
Fall_b13	492
Fall_b14	492
Fall_b15	492
Fall_b16	492
Fall_b17	492
Fall_b18	492
Fall_b19	492
Fall_b2	492
Fall_b20	492
Fall_b21	492
Fall_b22	492
Fall_b23	492
Fall_b24	492
Fall_b25	492
Fall_b26	492
Fall_b27	492
Fall_b28	492
Fall_b29	492
Fall_b3	492
Fall_b30	492
Fall_b31	492
Fall_b32	492
Fall_b33	492
Fall_b34	492
Fall_b35	492
Fall_b36	492
Fall_b37	492
Fall_b38	492
Fall_b39	492
Fall_b4	492
Fall_b40	492
Fall_b41	492
Fall_b42	492
Fall_b43	492
Fall_b44	492
Fall_b45	492
Fall_b46	492
Fall_b47	492
Fall_b48	492
Fall_b49	492
Fall_b5	492
Fall_b50	492
Fall_b51	492
Fall_b52	492
Fall_b53	492
Fall_b54	492
Fall_b55	492
Fall_b56	492
Fall_b6	492
Fall_b7	492
Fall_b8	492
Fall_b9	492
Feurdean_a1	493
Feurdean_a1	868
Feurdean_a2	494
Feurdean_a2	869
Feurdean_a3	493
Feurdean_a3	868
Feurdean_a4	495
Feurdean_a5	496
Feurdean_a6	493
Feurdean_a6	868
Feurdean_b1	497
Finsinger_a1	498
Finsinger_a1	870
Finsinger_a10	498
Finsinger_a10	870
Finsinger_a11	498
Finsinger_a11	870
Finsinger_a12	498
Finsinger_a12	870
Finsinger_a13	498
Finsinger_a13	870
Finsinger_a14	498
Finsinger_a14	870
Finsinger_a15	498
Finsinger_a15	870
Finsinger_a16	498
Finsinger_a16	870
Finsinger_a17	498
Finsinger_a17	870
Finsinger_a18	498
Finsinger_a18	870
Finsinger_a19	498
Finsinger_a19	870
Finsinger_a2	498
Finsinger_a2	870
Finsinger_a20	498
Finsinger_a20	870
Finsinger_a21	498
Finsinger_a21	870
Finsinger_a22	498
Finsinger_a22	870
Finsinger_a23	498
Finsinger_a23	870
Finsinger_a24	498
Finsinger_a24	870
Finsinger_a25	498
Finsinger_a25	870
Finsinger_a26	498
Finsinger_a26	870
Finsinger_a27	498
Finsinger_a27	870
Finsinger_a28	498
Finsinger_a28	870
Finsinger_a29	498
Finsinger_a29	870
Finsinger_a3	498
Finsinger_a3	870
Finsinger_a30	498
Finsinger_a30	870
Finsinger_a31	498
Finsinger_a31	870
Finsinger_a32	498
Finsinger_a32	870
Finsinger_a33	498
Finsinger_a33	870
Finsinger_a34	498
Finsinger_a34	870
Finsinger_a35	498
Finsinger_a35	870
Finsinger_a36	498
Finsinger_a36	870
Finsinger_a37	498
Finsinger_a37	870
Finsinger_a38	498
Finsinger_a38	870
Finsinger_a39	498
Finsinger_a39	870
Finsinger_a4	498
Finsinger_a4	870
Finsinger_a40	498
Finsinger_a40	870
Finsinger_a41	498
Finsinger_a41	870
Finsinger_a42	498
Finsinger_a42	870
Finsinger_a43	498
Finsinger_a43	870
Finsinger_a44	498
Finsinger_a44	870
Finsinger_a45	498
Finsinger_a45	870
Finsinger_a46	498
Finsinger_a46	870
Finsinger_a47	498
Finsinger_a47	870
Finsinger_a48	498
Finsinger_a48	870
Finsinger_a49	498
Finsinger_a49	870
Finsinger_a5	498
Finsinger_a5	870
Finsinger_a50	498
Finsinger_a50	870
Finsinger_a51	498
Finsinger_a51	870
Finsinger_a52	498
Finsinger_a52	870
Finsinger_a53	498
Finsinger_a53	870
Finsinger_a54	498
Finsinger_a54	870
Finsinger_a55	498
Finsinger_a55	870
Finsinger_a56	498
Finsinger_a56	870
Finsinger_a57	498
Finsinger_a57	870
Finsinger_a58	498
Finsinger_a58	870
Finsinger_a59	498
Finsinger_a59	870
Finsinger_a6	498
Finsinger_a6	870
Finsinger_a60	498
Finsinger_a60	870
Finsinger_a61	498
Finsinger_a61	870
Finsinger_a62	498
Finsinger_a62	870
Finsinger_a63	498
Finsinger_a63	870
Finsinger_a64	498
Finsinger_a64	870
Finsinger_a65	498
Finsinger_a65	870
Finsinger_a66	498
Finsinger_a66	870
Finsinger_a67	498
Finsinger_a67	870
Finsinger_a68	498
Finsinger_a68	870
Finsinger_a69	498
Finsinger_a69	870
Finsinger_a7	498
Finsinger_a7	870
Finsinger_a70	498
Finsinger_a70	870
Finsinger_a71	498
Finsinger_a71	870
Finsinger_a72	498
Finsinger_a72	870
Finsinger_a73	498
Finsinger_a73	870
Finsinger_a74	498
Finsinger_a74	870
Finsinger_a75	498
Finsinger_a75	870
Finsinger_a76	498
Finsinger_a76	870
Finsinger_a77	498
Finsinger_a77	870
Finsinger_a78	498
Finsinger_a78	870
Finsinger_a79	498
Finsinger_a79	870
Finsinger_a8	498
Finsinger_a8	870
Finsinger_a80	498
Finsinger_a80	870
Finsinger_a81	498
Finsinger_a81	870
Finsinger_a82	498
Finsinger_a82	870
Finsinger_a83	498
Finsinger_a83	870
Finsinger_a84	498
Finsinger_a84	870
Finsinger_a85	498
Finsinger_a85	870
Finsinger_a86	498
Finsinger_a86	870
Finsinger_a87	498
Finsinger_a87	870
Finsinger_a88	498
Finsinger_a88	870
Finsinger_a89	498
Finsinger_a89	870
Finsinger_a9	498
Finsinger_a9	870
Finsinger_a90	498
Finsinger_a90	870
Finsinger_a91	498
Finsinger_a91	870
Finsinger_a92	498
Finsinger_a92	870
Fletcher_a1	499
Fletcher_a10	499
Fletcher_a11	499
Fletcher_a12	499
Fletcher_a2	499
Fletcher_a3	499
Fletcher_a4	499
Fletcher_a5	499
Fletcher_a6	499
Fletcher_a7	499
Fletcher_a8	499
Fletcher_a9	499
Fletcher_b1	500
Fletcher_b10	500
Fletcher_b11	500
Fletcher_b12	500
Fletcher_b13	500
Fletcher_b14	500
Fletcher_b15	500
Fletcher_b16	500
Fletcher_b17	500
Fletcher_b18	500
Fletcher_b19	500
Fletcher_b2	500
Fletcher_b20	500
Fletcher_b21	500
Fletcher_b22	500
Fletcher_b23	500
Fletcher_b24	500
Fletcher_b25	500
Fletcher_b26	500
Fletcher_b27	500
Fletcher_b28	500
Fletcher_b29	500
Fletcher_b3	500
Fletcher_b30	500
Fletcher_b31	500
Fletcher_b32	500
Fletcher_b33	500
Fletcher_b4	500
Fletcher_b5	500
Fletcher_b6	500
Fletcher_b7	500
Fletcher_b8	500
Fletcher_b9	500
Furlanetto_a1	40
Furlanetto_a10	40
Furlanetto_a11	40
Furlanetto_a12	40
Furlanetto_a13	40
Furlanetto_a14	40
Furlanetto_a15	40
Furlanetto_a16	40
Furlanetto_a17	40
Furlanetto_a18	40
Furlanetto_a19	40
Furlanetto_a2	40
Furlanetto_a20	40
Furlanetto_a21	40
Furlanetto_a22	40
Furlanetto_a23	40
Furlanetto_a24	40
Furlanetto_a25	40
Furlanetto_a26	40
Furlanetto_a3	40
Furlanetto_a4	40
Furlanetto_a5	40
Furlanetto_a6	40
Furlanetto_a7	40
Furlanetto_a8	40
Furlanetto_a9	40
Galka_a1	47
Galka_a2	501
Galka_a3	502
Galka_a4	47
Grant_a1	503
Grant_a10	504
Grant_a11	504
Grant_a12	504
Grant_a13	504
Grant_a14	47
Grant_a15	47
Grant_a2	503
Grant_a3	503
Grant_a4	503
Grant_a5	504
Grant_a5	871
Grant_a5	905
Grant_a5	916
Grant_a6	504
Grant_a6	872
Grant_a7	504
Grant_a7	871
Grant_a7	905
Grant_a7	916
Grant_a8	504
Grant_a9	504
Grant_a9	871
Grant_a9	905
Hjelle_a1	505
Hjelle_a1	506
Hjelle_a10	505
Hjelle_a10	506
Hjelle_a11	505
Hjelle_a11	506
Hjelle_a12	506
Hjelle_a13	505
Hjelle_a13	506
Hjelle_a14	505
Hjelle_a14	506
Hjelle_a15	505
Hjelle_a15	506
Hjelle_a16	505
Hjelle_a16	506
Hjelle_a17	505
Hjelle_a17	506
Hjelle_a18	505
Hjelle_a18	506
Hjelle_a19	505
Hjelle_a19	506
Hjelle_a2	505
Hjelle_a2	506
Hjelle_a20	505
Hjelle_a20	506
Hjelle_a21	505
Hjelle_a21	506
Hjelle_a22	506
Hjelle_a23	505
Hjelle_a23	506
Hjelle_a24	505
Hjelle_a24	506
Hjelle_a25	505
Hjelle_a25	506
Hjelle_a26	505
Hjelle_a26	506
Hjelle_a27	505
Hjelle_a28	505
Hjelle_a29	505
Hjelle_a3	506
Hjelle_a30	505
Hjelle_a31	505
Hjelle_a32	505
Hjelle_a33	506
Hjelle_a33	873
Hjelle_a34	506
Hjelle_a4	506
Hjelle_a5	506
Hjelle_a6	505
Hjelle_a6	506
Hjelle_a7	505
Hjelle_a7	506
Hjelle_a8	505
Hjelle_a8	506
Hjelle_a9	505
Hjelle_a9	506
Jahns_a1	47
Jahns_a2	47
Jahns_b1	47
Jahns_b2	47
Jahns_b3	47
Jahns_b4	47
Jahns_b5	47
Jahns_b6	47
Jahns_c1	47
Jahns_d1	47
Jahns_d2	47
Jahns_d3	47
Jahns_d4	47
Jahns_e1	507
Jahns_f1	47
Jahns_f2	47
Jahns_f3	47
Jahns_f4	47
Jahns_f5	47
Jahns_f6	47
Jahns_f7	47
Jahns_g1	507
Jahns_g2	507
Jahns_g3	507
Jahns_g4	507
Jahns_h10	507
Jahns_h2	507
Jahns_h3	507
Jahns_h4	507
Jahns_h5	507
Jahns_h6	507
Jahns_h7	507
Jahns_h8	507
Jahns_h9	507
Jahns_i1	507
Jahns_i2	507
Jahns_i3	507
Jahns_i4	507
Jiménez-Moreno_a1	47
Jiménez-Moreno_a10	47
Jiménez-Moreno_a11	47
Jiménez-Moreno_a12	508
Jiménez-Moreno_a13	509
Jiménez-Moreno_a14	510
Jiménez-Moreno_a15	511
Jiménez-Moreno_a16	512
Jiménez-Moreno_a17	513
Jiménez-Moreno_a2	47
Jiménez-Moreno_a3	47
Jiménez-Moreno_a4	47
Jiménez-Moreno_a5	47
Jiménez-Moreno_a6	47
Jiménez-Moreno_a7	47
Jiménez-Moreno_a8	47
Jiménez-Moreno_a9	47
Joannin_a1	514
Joannin_a2	514
Joannin_a3	514
Joannin_a4	514
Joannin_a5	514
Karpinska_a1	515
Karpinska_a10	515
Karpinska_a11	515
Karpinska_a12	515
Karpinska_a13	515
Karpinska_a14	515
Karpinska_a15	515
Karpinska_a16	515
Karpinska_a2	515
Karpinska_a3	515
Karpinska_a4	515
Karpinska_a5	515
Karpinska_a6	515
Karpinska_a7	515
Karpinska_a8	515
Karpinska_a9	515
Karpinska_c1	516
Karpinska_c10	516
Karpinska_c11	516
Karpinska_c12	516
Karpinska_c13	516
Karpinska_c14	516
Karpinska_c15	516
Karpinska_c16	516
Karpinska_c17	516
Karpinska_c18	516
Karpinska_c19	516
Karpinska_c2	516
Karpinska_c20	516
Karpinska_c21	516
Karpinska_c22	516
Karpinska_c23	516
Karpinska_c24	516
Karpinska_c25	516
Karpinska_c26	516
Karpinska_c27	516
Karpinska_c28	516
Karpinska_c29	516
Karpinska_c3	516
Karpinska_c30	516
Karpinska_c31	516
Karpinska_c32	516
Karpinska_c33	516
Karpinska_c34	516
Karpinska_c35	516
Karpinska_c36	516
Karpinska_c37	516
Karpinska_c38	516
Karpinska_c39	516
Karpinska_c4	516
Karpinska_c5	516
Karpinska_c6	516
Karpinska_c7	516
Karpinska_c8	516
Karpinska_c9	516
Klemm_a1	517
Klemm_a1	874
Klemm_a1	906
Klemm_a1	917
Klemm_a10	517
Klemm_a10	874
Klemm_a10	906
Klemm_a10	917
Klemm_a100	517
Klemm_a100	874
Klemm_a100	906
Klemm_a100	917
Klemm_a101	517
Klemm_a101	874
Klemm_a101	906
Klemm_a101	917
Klemm_a102	517
Klemm_a102	874
Klemm_a102	906
Klemm_a102	917
Klemm_a103	517
Klemm_a103	874
Klemm_a103	906
Klemm_a103	917
Klemm_a104	517
Klemm_a104	874
Klemm_a104	906
Klemm_a104	917
Klemm_a105	517
Klemm_a105	874
Klemm_a105	906
Klemm_a105	917
Klemm_a106	517
Klemm_a106	874
Klemm_a106	906
Klemm_a106	917
Klemm_a107	517
Klemm_a107	874
Klemm_a107	906
Klemm_a107	917
Klemm_a108	517
Klemm_a108	874
Klemm_a108	906
Klemm_a108	917
Klemm_a109	517
Klemm_a109	874
Klemm_a109	906
Klemm_a109	917
Klemm_a11	517
Klemm_a11	874
Klemm_a11	906
Klemm_a11	917
Klemm_a110	517
Klemm_a110	874
Klemm_a110	906
Klemm_a110	917
Klemm_a111	517
Klemm_a111	874
Klemm_a111	906
Klemm_a111	917
Klemm_a12	517
Klemm_a12	874
Klemm_a12	906
Klemm_a12	917
Klemm_a13	517
Klemm_a13	874
Klemm_a13	906
Klemm_a13	917
Klemm_a14	517
Klemm_a14	874
Klemm_a14	906
Klemm_a14	917
Klemm_a15	517
Klemm_a15	874
Klemm_a15	906
Klemm_a15	917
Klemm_a16	517
Klemm_a16	874
Klemm_a16	906
Klemm_a16	917
Klemm_a17	517
Klemm_a17	874
Klemm_a17	906
Klemm_a17	917
Klemm_a18	517
Klemm_a18	874
Klemm_a18	906
Klemm_a18	917
Klemm_a19	517
Klemm_a19	874
Klemm_a19	906
Klemm_a19	917
Klemm_a2	517
Klemm_a2	874
Klemm_a2	906
Klemm_a2	917
Klemm_a20	517
Klemm_a20	874
Klemm_a20	906
Klemm_a20	917
Klemm_a21	517
Klemm_a21	874
Klemm_a21	906
Klemm_a21	917
Klemm_a22	517
Klemm_a22	874
Klemm_a22	906
Klemm_a22	917
Klemm_a23	517
Klemm_a23	874
Klemm_a23	906
Klemm_a23	917
Klemm_a24	517
Klemm_a24	874
Klemm_a24	906
Klemm_a24	917
Klemm_a25	517
Klemm_a25	874
Klemm_a25	906
Klemm_a25	917
Klemm_a26	517
Klemm_a26	874
Klemm_a26	906
Klemm_a26	917
Klemm_a27	517
Klemm_a27	874
Klemm_a27	906
Klemm_a27	917
Klemm_a28	517
Klemm_a28	874
Klemm_a28	906
Klemm_a28	917
Klemm_a29	517
Klemm_a29	874
Klemm_a29	906
Klemm_a29	917
Klemm_a3	517
Klemm_a3	874
Klemm_a3	906
Klemm_a3	917
Klemm_a30	517
Klemm_a30	874
Klemm_a30	906
Klemm_a30	917
Klemm_a31	517
Klemm_a31	874
Klemm_a31	906
Klemm_a31	917
Klemm_a32	517
Klemm_a32	874
Klemm_a32	906
Klemm_a32	917
Klemm_a33	517
Klemm_a33	874
Klemm_a33	906
Klemm_a33	917
Klemm_a34	517
Klemm_a34	874
Klemm_a34	906
Klemm_a34	917
Klemm_a35	517
Klemm_a35	874
Klemm_a35	906
Klemm_a35	917
Klemm_a36	517
Klemm_a36	874
Klemm_a36	906
Klemm_a36	917
Klemm_a37	517
Klemm_a37	874
Klemm_a37	906
Klemm_a37	917
Klemm_a38	517
Klemm_a38	874
Klemm_a38	906
Klemm_a38	917
Klemm_a39	517
Klemm_a39	874
Klemm_a39	906
Klemm_a39	917
Klemm_a4	517
Klemm_a4	874
Klemm_a4	906
Klemm_a4	917
Klemm_a40	517
Klemm_a40	874
Klemm_a40	906
Klemm_a40	917
Klemm_a41	517
Klemm_a41	874
Klemm_a41	906
Klemm_a41	917
Klemm_a42	517
Klemm_a42	874
Klemm_a42	906
Klemm_a42	917
Klemm_a43	517
Klemm_a43	874
Klemm_a43	906
Klemm_a43	917
Klemm_a44	517
Klemm_a44	874
Klemm_a44	906
Klemm_a44	917
Klemm_a45	517
Klemm_a45	874
Klemm_a45	906
Klemm_a45	917
Klemm_a46	517
Klemm_a46	874
Klemm_a46	906
Klemm_a46	917
Klemm_a47	517
Klemm_a47	874
Klemm_a47	906
Klemm_a47	917
Klemm_a48	517
Klemm_a48	874
Klemm_a48	906
Klemm_a48	917
Klemm_a49	517
Klemm_a49	874
Klemm_a49	906
Klemm_a49	917
Klemm_a5	517
Klemm_a5	874
Klemm_a5	906
Klemm_a5	917
Klemm_a50	517
Klemm_a50	874
Klemm_a50	906
Klemm_a50	917
Klemm_a51	517
Klemm_a51	874
Klemm_a51	906
Klemm_a51	917
Klemm_a52	517
Klemm_a52	874
Klemm_a52	906
Klemm_a52	917
Klemm_a53	517
Klemm_a53	874
Klemm_a53	906
Klemm_a53	917
Klemm_a54	517
Klemm_a54	874
Klemm_a54	906
Klemm_a54	917
Klemm_a55	517
Klemm_a55	874
Klemm_a55	906
Klemm_a55	917
Klemm_a56	517
Klemm_a56	874
Klemm_a56	906
Klemm_a56	917
Klemm_a57	517
Klemm_a57	874
Klemm_a57	906
Klemm_a57	917
Klemm_a58	517
Klemm_a58	874
Klemm_a58	906
Klemm_a58	917
Klemm_a59	517
Klemm_a59	874
Klemm_a59	906
Klemm_a59	917
Klemm_a6	517
Klemm_a6	874
Klemm_a6	906
Klemm_a6	917
Klemm_a60	517
Klemm_a60	874
Klemm_a60	906
Klemm_a60	917
Klemm_a61	517
Klemm_a61	874
Klemm_a61	906
Klemm_a61	917
Klemm_a62	517
Klemm_a62	874
Klemm_a62	906
Klemm_a62	917
Klemm_a63	517
Klemm_a63	874
Klemm_a63	906
Klemm_a63	917
Klemm_a64	517
Klemm_a64	874
Klemm_a64	906
Klemm_a64	917
Klemm_a65	517
Klemm_a65	874
Klemm_a65	906
Klemm_a65	917
Klemm_a66	517
Klemm_a66	874
Klemm_a66	906
Klemm_a66	917
Klemm_a67	517
Klemm_a67	874
Klemm_a67	906
Klemm_a67	917
Klemm_a68	517
Klemm_a68	874
Klemm_a68	906
Klemm_a68	917
Klemm_a69	517
Klemm_a69	874
Klemm_a69	906
Klemm_a69	917
Klemm_a7	517
Klemm_a7	874
Klemm_a7	906
Klemm_a7	917
Klemm_a70	517
Klemm_a70	874
Klemm_a70	906
Klemm_a70	917
Klemm_a71	517
Klemm_a71	874
Klemm_a71	906
Klemm_a71	917
Klemm_a72	517
Klemm_a72	874
Klemm_a72	906
Klemm_a72	917
Klemm_a73	517
Klemm_a73	874
Klemm_a73	906
Klemm_a73	917
Klemm_a74	517
Klemm_a74	874
Klemm_a74	906
Klemm_a74	917
Klemm_a75	517
Klemm_a75	874
Klemm_a75	906
Klemm_a75	917
Klemm_a76	517
Klemm_a76	874
Klemm_a76	906
Klemm_a76	917
Klemm_a77	517
Klemm_a77	874
Klemm_a77	906
Klemm_a77	917
Klemm_a78	517
Klemm_a78	874
Klemm_a78	906
Klemm_a78	917
Klemm_a79	517
Klemm_a79	874
Klemm_a79	906
Klemm_a79	917
Klemm_a8	517
Klemm_a8	874
Klemm_a8	906
Klemm_a8	917
Klemm_a80	517
Klemm_a80	874
Klemm_a80	906
Klemm_a80	917
Klemm_a81	517
Klemm_a81	874
Klemm_a81	906
Klemm_a81	917
Klemm_a82	517
Klemm_a82	874
Klemm_a82	906
Klemm_a82	917
Klemm_a83	517
Klemm_a83	874
Klemm_a83	906
Klemm_a83	917
Klemm_a84	517
Klemm_a84	874
Klemm_a84	906
Klemm_a84	917
Klemm_a85	517
Klemm_a85	874
Klemm_a85	906
Klemm_a85	917
Klemm_a86	517
Klemm_a86	874
Klemm_a86	906
Klemm_a86	917
Klemm_a87	517
Klemm_a87	874
Klemm_a87	906
Klemm_a87	917
Klemm_a88	517
Klemm_a88	874
Klemm_a88	906
Klemm_a88	917
Klemm_a89	517
Klemm_a89	874
Klemm_a89	906
Klemm_a89	917
Klemm_a9	517
Klemm_a9	874
Klemm_a9	906
Klemm_a9	917
Klemm_a90	517
Klemm_a90	874
Klemm_a90	906
Klemm_a90	917
Klemm_a91	517
Klemm_a91	874
Klemm_a91	906
Klemm_a91	917
Klemm_a92	517
Klemm_a92	874
Klemm_a92	906
Klemm_a92	917
Klemm_a93	517
Klemm_a93	874
Klemm_a93	906
Klemm_a93	917
Klemm_a94	517
Klemm_a94	874
Klemm_a94	906
Klemm_a94	917
Klemm_a95	517
Klemm_a95	874
Klemm_a95	906
Klemm_a95	917
Klemm_a96	517
Klemm_a96	874
Klemm_a96	906
Klemm_a96	917
Klemm_a97	517
Klemm_a97	874
Klemm_a97	906
Klemm_a97	917
Klemm_a98	517
Klemm_a98	874
Klemm_a98	906
Klemm_a98	917
Klemm_a99	517
Klemm_a99	874
Klemm_a99	906
Klemm_a99	917
Knaap_a1	518
Knaap_a10	518
Knaap_a11	518
Knaap_a12	518
Knaap_a13	518
Knaap_a14	518
Knaap_a15	518
Knaap_a16	518
Knaap_a17	518
Knaap_a18	518
Knaap_a19	518
Knaap_a2	518
Knaap_a20	518
Knaap_a21	518
Knaap_a22	518
Knaap_a23	518
Knaap_a24	518
Knaap_a25	518
Knaap_a26	518
Knaap_a27	518
Knaap_a28	518
Knaap_a29	518
Knaap_a3	518
Knaap_a30	518
Knaap_a31	518
Knaap_a32	518
Knaap_a33	518
Knaap_a34	518
Knaap_a35	518
Knaap_a36	518
Knaap_a37	518
Knaap_a38	518
Knaap_a39	518
Knaap_a4	518
Knaap_a40	518
Knaap_a41	518
Knaap_a42	518
Knaap_a43	518
Knaap_a44	518
Knaap_a45	518
Knaap_a46	518
Knaap_a47	518
Knaap_a48	518
Knaap_a49	518
Knaap_a5	518
Knaap_a50	518
Knaap_a51	518
Knaap_a52	518
Knaap_a53	518
Knaap_a54	518
Knaap_a55	518
Knaap_a56	518
Knaap_a57	518
Knaap_a58	518
Knaap_a59	518
Knaap_a6	518
Knaap_a60	518
Knaap_a61	518
Knaap_a62	518
Knaap_a63	518
Knaap_a64	518
Knaap_a65	518
Knaap_a66	518
Knaap_a67	518
Knaap_a68	518
Knaap_a69	518
Knaap_a7	518
Knaap_a70	518
Knaap_a71	518
Knaap_a72	518
Knaap_a73	518
Knaap_a74	518
Knaap_a75	518
Knaap_a76	518
Knaap_a77	518
Knaap_a78	518
Knaap_a79	518
Knaap_a8	518
Knaap_a80	518
Knaap_a81	518
Knaap_a82	518
Knaap_a83	518
Knaap_a84	518
Knaap_a85	518
Knaap_a86	518
Knaap_a87	518
Knaap_a88	518
Knaap_a89	518
Knaap_a9	518
Knaap_a90	518
Knaap_a91	518
Kolaczek_a1	519
Kolaczek_b1	520
Kolaczek_c1	521
Kolaczek_c2	521
Kolaczek_d1	522
Kolaczek_e1	523
Kolaczek_f1	524
Kolaczek_f10	524
Kolaczek_f11	524
Kolaczek_f12	524
Kolaczek_f13	524
Kolaczek_f14	524
Kolaczek_f15	524
Kolaczek_f16	524
Kolaczek_f17	524
Kolaczek_f18	524
Kolaczek_f19	524
Kolaczek_f2	524
Kolaczek_f20	524
Kolaczek_f21	524
Kolaczek_f22	524
Kolaczek_f23	524
Kolaczek_f24	524
Kolaczek_f25	524
Kolaczek_f26	524
Kolaczek_f27	524
Kolaczek_f28	524
Kolaczek_f29	524
Kolaczek_f3	524
Kolaczek_f30	524
Kolaczek_f31	524
Kolaczek_f32	524
Kolaczek_f4	524
Kolaczek_f5	524
Kolaczek_f6	524
Kolaczek_f7	524
Kolaczek_f8	524
Kolaczek_f9	524
Kolaczek_g1	525
Kolaczek_g10	525
Kolaczek_g11	525
Kolaczek_g12	525
Kolaczek_g13	525
Kolaczek_g14	525
Kolaczek_g15	525
Kolaczek_g16	525
Kolaczek_g17	525
Kolaczek_g18	525
Kolaczek_g19	525
Kolaczek_g2	525
Kolaczek_g20	525
Kolaczek_g21	525
Kolaczek_g22	525
Kolaczek_g23	525
Kolaczek_g24	525
Kolaczek_g25	525
Kolaczek_g26	525
Kolaczek_g27	525
Kolaczek_g28	525
Kolaczek_g29	525
Kolaczek_g3	525
Kolaczek_g30	525
Kolaczek_g4	525
Kolaczek_g5	525
Kolaczek_g6	525
Kolaczek_g7	525
Kolaczek_g8	525
Kolaczek_g9	525
Kolaczek_h1	525
Kolaczek_h10	525
Kolaczek_h11	525
Kolaczek_h12	525
Kolaczek_h13	525
Kolaczek_h14	525
Kolaczek_h15	525
Kolaczek_h16	525
Kolaczek_h17	525
Kolaczek_h18	525
Kolaczek_h19	525
Kolaczek_h2	525
Kolaczek_h20	525
Kolaczek_h21	525
Kolaczek_h22	525
Kolaczek_h23	525
Kolaczek_h24	525
Kolaczek_h25	525
Kolaczek_h26	525
Kolaczek_h27	525
Kolaczek_h28	525
Kolaczek_h29	525
Kolaczek_h3	525
Kolaczek_h30	525
Kolaczek_h4	525
Kolaczek_h5	525
Kolaczek_h6	525
Kolaczek_h7	525
Kolaczek_h8	525
Kolaczek_h9	525
Kolaczek_i1	525
Kolaczek_i10	525
Kolaczek_i11	525
Kolaczek_i12	525
Kolaczek_i13	525
Kolaczek_i14	525
Kolaczek_i15	525
Kolaczek_i16	525
Kolaczek_i17	525
Kolaczek_i18	525
Kolaczek_i19	525
Kolaczek_i2	525
Kolaczek_i20	525
Kolaczek_i21	525
Kolaczek_i22	525
Kolaczek_i23	525
Kolaczek_i24	525
Kolaczek_i25	525
Kolaczek_i26	525
Kolaczek_i27	525
Kolaczek_i28	525
Kolaczek_i29	525
Kolaczek_i3	525
Kolaczek_i30	525
Kolaczek_i4	525
Kolaczek_i5	525
Kolaczek_i6	525
Kolaczek_i7	525
Kolaczek_i8	525
Kolaczek_i9	525
Kuehl_a1	526
Kuehl_a2	527
Kunes_a1	528
Kunes_a10	529
Kunes_a100	529
Kunes_a101	529
Kunes_a102	529
Kunes_a103	529
Kunes_a104	529
Kunes_a105	529
Kunes_a106	529
Kunes_a107	529
Kunes_a108	529
Kunes_a109	529
Kunes_a11	529
Kunes_a110	529
Kunes_a111	529
Kunes_a112	529
Kunes_a113	529
Kunes_a114	529
Kunes_a115	529
Kunes_a116	529
Kunes_a117	529
Kunes_a118	529
Kunes_a119	529
Kunes_a12	529
Kunes_a120	529
Kunes_a121	529
Kunes_a122	529
Kunes_a123	529
Kunes_a124	529
Kunes_a125	529
Kunes_a126	529
Kunes_a127	529
Kunes_a128	529
Kunes_a129	529
Kunes_a13	529
Kunes_a130	529
Kunes_a131	529
Kunes_a132	529
Kunes_a133	529
Kunes_a134	529
Kunes_a135	529
Kunes_a136	529
Kunes_a137	529
Kunes_a138	529
Kunes_a139	529
Kunes_a14	529
Kunes_a140	528
Kunes_a142	529
Kunes_a143	529
Kunes_a144	529
Kunes_a145	529
Kunes_a146	529
Kunes_a147	529
Kunes_a148	529
Kunes_a149	529
Kunes_a15	529
Kunes_a150	529
Kunes_a151	528
Kunes_a16	528
Kunes_a17	528
Kunes_a18	528
Kunes_a19	528
Kunes_a2	528
Kunes_a20	528
Kunes_a21	528
Kunes_a22	529
Kunes_a23	528
Kunes_a24	529
Kunes_a25	529
Kunes_a26	529
Kunes_a27	528
Kunes_a28	528
Kunes_a29	528
Kunes_a3	528
Kunes_a30	528
Kunes_a31	528
Kunes_a32	528
Kunes_a33	528
Kunes_a34	529
Kunes_a35	529
Kunes_a36	528
Kunes_a37	528
Kunes_a38	528
Kunes_a39	528
Kunes_a4	528
Kunes_a40	528
Kunes_a41	528
Kunes_a42	529
Kunes_a43	528
Kunes_a44	528
Kunes_a45	528
Kunes_a46	528
Kunes_a47	528
Kunes_a48	528
Kunes_a49	528
Kunes_a5	528
Kunes_a50	528
Kunes_a51	529
Kunes_a52	529
Kunes_a53	529
Kunes_a54	529
Kunes_a55	529
Kunes_a56	529
Kunes_a57	528
Kunes_a58	528
Kunes_a59	528
Kunes_a6	528
Kunes_a60	528
Kunes_a61	529
Kunes_a62	529
Kunes_a63	528
Kunes_a64	529
Kunes_a65	528
Kunes_a66	529
Kunes_a67	529
Kunes_a68	529
