var_	acc_var_	original_varname	acc_varname	groupid	notes
2778		Ranunculus type	Ranunculus-type	HERB	NULL
2779		Hippophae rhamn.	Hippophae rhamnoides	TRSH	NULL
2780		Anthemis type	Matricaria-type	HERB	NULL
2781		Scabiosa type	Scabiosa	HERB	NULL
2782		Scorzonera type	Asteraceae subf. Cichorioideae	HERB	NULL
2783		Origanum type	Origanum-type	HERB	NULL
2784		Corydalis bracteata	Corydalis bracteata	HERB	NULL
2785		Saxifraga opposite.	Saxifraga	HERB	NULL
2786		Valerianella type	Valerianella	HERB	NULL
2787		Potomogeton	Potamogeton-type	AQUA	NULL
2788		Aquilegia	Aquilegia	HERB	NULL
2789		Delphinium	Consolida-type	HERB	NULL
2790		Doronicum	Doronicum	HERB	NULL
2791		Serratula type	Saussurea-type	HERB	NULL
2792		Aegopodium type	Aegopodium-type	UPHE	NULL
2793		Heracleum type	Apiaceae	HERB	NULL
2794		Athyrium filix femina	Athyrium filix-femina	VACR	NULL
2795		Matteuccea strutiopt.	Matteuccia struthiopteris	VACR	NULL
2796		Exotic	Exotics (counted)	NOPO	NULL
2797		sediment volume (cm^3)	Sediment volume	NOPO	NULL
2798		number of exotic tablets	Tablets (added)	NOPO	NULL
2799		exotic per tablet	Number of exotics per tablet	NOPO	NULL
2800		Artemisia type	Artemisia	HERB	NULL
2801		Myrica type	Myrica	TRSH	NULL
2802		Rumex undif.	Rumex/Oxyria	HERB	NULL
2803		Corylus type	Corylus	TRSH	NULL
2804		Cereal type	Cerealia-type	HERB	NULL
2805		cf. Papaver radicatum	Indeterminable: unknown	INUN	NULL
2806		Pteropsida (monolete) indet.	Monolete fern spores	VACR	NULL
2807		Rosaceae undif.	Rosaceae	TRSH	NULL
2808		Drosera undif.	Drosera	AQUA	NULL
2809		Rhiananthus type	Rhinanthus-type	HERB	NULL
2810		Hypericum type	Hypericum	HERB	NULL
2811		Indet: broken	Indeterminable: broken	INUN	NULL
2812		Asteraceae (C/A)	Asteraceae	HERB	NULL
2813		cf. Sorbus acuparia	Rosaceae (non-operculate)	TRSH	NULL
2814		Talictrum	Thalictrum	HERB	NULL
2815		unknown	Indeterminable: unknown	INUN	NULL
2816		Cirsium type	Cirsium	HERB	NULL
2817		Fabaceae undif.	Fabaceae undiff.	HERB	NULL
2818		Plantago major/media	Plantago major/P. media-type	HERB	NULL
2819		Vicia sativa type	Vicia-type	HERB	NULL
2820		Indet: concealed	Indeterminable: concealed	INUN	NULL
2821		Pinus sylvestris/mugo	Pinus sylvestris-type	TRSH	NULL
2822		Quercus caducifolia	Quercus robur-type	TRSH	NULL
2823		Juglans nigra	Juglans nigra	TRSH	NULL
2824		Gramineae P	Poaceae	HERB	NULL
2825		Spore monolete	Monolete fern spores	VACR	NULL
2826		Anphitrema	Amphitrema	RHIZ	NULL
2827		Oociti di Neorabdocoehla	Neorhabdocoela oocytes	PLAT	NULL
2828		Volume (cm3)	Volume of sample (cm3)	NOPO	NULL
2829		Veronica type	Veronica-type	HERB	NULL
2830		Rumex acetosa type	Rumex acetosa-type	HERB	NULL
2831		Plantago lanceolata type	Plantago lanceolata-type	HERB	NULL
2832		Lycopodium cont	Lycopodium (counted)	NOPO	NULL
2833		Carboni piccoli contati	Charcoal <50µm	CHAR	NULL
2834		Carboni grandi contati	Charcoal 50-250µm	CHAR	NULL
2835		Concentrazione pollinica (gran/cm3)	Concentration pollen	NOPO	NULL
2836		Concentrazione carbone P (Part/cm3)	Charcoal <50µm concentration	CHAR	NULL
2837		Concentrazione carbone G (Part/cm3)	Charcoal 50-250µm concentration	CHAR	NULL
2838		Concentrazione carbone tot (Part/cm3)	Concentration charcoal	CHAR	NULL
2839		Plantago alpina type	Plantago maritima-type	HERB	NULL
2840		Gramineae G	Poaceae	HERB	NULL
2841		Ranunculaceae ND	Ranunculaceae	HERB	NULL
2842		Sordariaceae	Sordariaceae	FUNG	NULL
2843		Resti insetti	Insect: remains	INVE	NULL
2844		Rhinanthus type	Rhinanthus-type	HERB	NULL
2845		Spore trilete	Trilete spore(s)	VACR	NULL
2846		Plantago major type	Plantago major	HERB	NULL
2847		Trifolium repens type	Trifolium repens-type	HERB	NULL
2848		Galium type	Rubiaceae	HERB	NULL
2849		Selaginella Selaginoides	Selaginella selaginoides	VACR	NULL
2850		Hupertia	Huperzia selago	VACR	NULL
2851		Cotinus coggyria	Cotinus coggygria	TRSH	NULL
2852		Polygonum aviculare type	Polygonum aviculare-type	HERB	NULL
2853		Rumex acetosella type	Rumex acetosa-type	HERB	NULL
2854		Cichorioidae	Asteraceae subf. Cichorioideae	HERB	NULL
2855		Ostrya carpinifolia	Ostrya/Carpinus orientalis	TRSH	NULL
2856		Quercus cerris/suber	Quercus cerris-type	TRSH	NULL
2857		Quercus ilex/coccifera	Quercus ilex-type	TRSH	NULL
2858		Quercus pubescens/petraea	Quercus robur-type	TRSH	NULL
2859		Carduus type	Carduus	HERB	NULL
2860		Centaurea nigra type	Centaurea nigra-type	HERB	NULL
2861		Ephedra fragilis type	Ephedra fragilis-type	TRSH	NULL
2862		Ranunculus acris type	Ranunculus acris-type	HERB	NULL
2863		Gladiolus	Gladiolus/Romulea	HERB	NULL
2864		Silene dioica	Silene dioica-type	HERB	NULL
2865		Ephedra dystachia type	Ephedra distachya-type	TRSH	NULL
2866		Falcaria	Falcaria-type	HERB	NULL
2867		Fritillaria	Fritillaria	HERB	NULL
2868		Urtica dubia	Urtica dubia-type	HERB	NULL
2869		Rhus coriaria	Rhus coriaria-type	TRSH	NULL
2870		Ruscus aculeatus	Ruscus	TRSH	NULL
2871		Uritca pilulifera	Urtica pilulifera	HERB	NULL
2872		Daucus	Daucus	HERB	NULL
2873		Quercus deciduous  type	Quercus robur-type	TRSH	NULL
2874		Rhamnus  type	Rhamnus-type	TRSH	NULL
2875		Ephedra fragilis  type	Ephedra fragilis-type	TRSH	NULL
2876		Anthemis  type	Matricaria-type	HERB	NULL
2877		Aster  type	Aster-type	HERB	NULL
2878		Mercurialis  type	Mercurialis	HERB	NULL
2879		Xbroken	Indeterminable: broken	INUN	NULL
2880		Xunknown	Indeterminable: unknown	INUN	NULL
2881		Quercus evergreen  type	Quercus ilex-type	TRSH	NULL
2882		Xhidden	Indeterminable: hidden	INUN	NULL
2883		Xcorroded	Indeterminable: corroded	INUN	NULL
2884		Centaurea cyanus  type	Centaurea cyanus-type	HERB	NULL
2885		Centaurea nigra  type	Centaurea nigra-type	HERB	NULL
2886		Quercus suber  type	Quercus cerris-type	TRSH	NULL
2887		Xanthium/Ambrosia	Ambrosia/Xanthium	HERB	NULL
2888		Fraxinus excelsior  type	Fraxinus excelsior-type	TRSH	NULL
2889		Mentha  type	Mentha-type	HERB	NULL
2890		Ruppiaceae	Ruppiaceae	AQUA	NULL
2891		Xcrumpled	Indeterminable: crumpled	INUN	NULL
2892		Cereal  type	Cerealia-type	HERB	NULL
2893		ABIES	Abies	TRSH	NULL
2894		ACER	Acer campestre-type	TRSH	NULL
2895		ALNUS	Alnus	TRSH	NULL
2896		APIACEAE	Apiaceae	HERB	NULL
2897		ARTEMISIA	Artemisia	HERB	NULL
2898		ASTEROIDEAE	Asteraceae subf. Asteroideae	HERB	NULL
2899		BRASSICACEAE	Brassicaceae	HERB	NULL
2900		CARPINUS BETULUS	Carpinus betulus	TRSH	NULL
2901		CARYOPHYLLACEAE	Caryophyllaceae (periporate excl. Paronychioideae)	HERB	NULL
2902		CASTANEA	Castanea sativa	TRSH	NULL
2903		CEDRUS	Cedrus	TRSH	NULL
2904		cereal type	Cerealia-type	HERB	NULL
2905		CHENOPODIACEAE/AMARANTHACEAE	Chenopodiaceae/Amaranthaceae	HERB	NULL
2906		CICHORIOIDEAE	Asteraceae subf. Cichorioideae	HERB	NULL
2907		CORYLUS	Corylus	TRSH	NULL
2908		CUPRESSACEAE	Cupressaceae undiff.	TRSH	NULL
2909		CYPERACEAE/JUNCACEAE	Cyperaceae	HERB	NULL
2910		DIPSACACEAE	Dipsacaceae	HERB	NULL
2911		ERICACEAE	Ericales (tetrad)	DWAR	NULL
2912		EUPHORBIA	Euphorbia	HERB	NULL
2913		FABACEAE	Fabaceae	HERB	NULL
2914		FAGUS	Fagus	TRSH	NULL
2915		FRAXINUS	Fraxinus	TRSH	NULL
2916		FRAXINUS ORNUS type	Fraxinus ornus	TRSH	NULL
2917		GLOMUS	Glomus	FUNG	NULL
2918		Indeterminable grains	Indeterminable: unknown	INUN	NULL
2919		JUGLANS	Juglans	TRSH	NULL
2920		LAMIACEAE	Lamiaceae	HERB	NULL
2921		MERCURIALIS type	Mercurialis	HERB	NULL
2922		MYRTUS	Myrtaceae	TRSH	NULL
2923		OLEA	Olea europaea	TRSH	NULL
2924		OSTRYA	Ostrya/Carpinus orientalis	TRSH	NULL
2925		PHILLYREA	Phillyrea	TRSH	NULL
2926		PINUS	Pinus	TRSH	NULL
2927		PISTACIA	Pistacia	TRSH	NULL
2928		POACEAE	Poaceae	HERB	NULL
2929		POTERIUM	Sanguisorba minor-type	HERB	NULL
2930		QUERCUS ILEX type	Quercus ilex-type	TRSH	NULL
2931		QUERCUS ROBUR type	Quercus robur-type	TRSH	NULL
2932		QUERCUS SUBER/CERRIS	Quercus cerris-type	TRSH	NULL
2933		RANUNCULACEAE	Ranunculaceae	HERB	NULL
2934		ROSACEAE	Rosaceae	TRSH	NULL
2935		RUBIACEAE	Rubiaceae	HERB	NULL
2936		SALIX	Salix	TRSH	NULL
2937		SAMBUCUS	Sambucus	TRSH	NULL
2938		SCROPHULARIACEAE	Scrophulariaceae (colporate-reticulate)	HERB	NULL
2939		ULMUS	Ulmus/Zelkova	TRSH	NULL
2940		URTICACEAE	Cannabaceae/Urticaceae	HERB	NULL
2941		VITIS	Vitis	TRSH	NULL
2942		ARBUTUS	Arbutus	TRSH	NULL
2943		CENTAUREA	Centaurea	HERB	NULL
2944		CONVOLVULACEAE	Convolvulaceae	HERB	NULL
2945		LIGUSTRUM	Ligustrum	TRSH	NULL
2946		LILIACEAE	Liliaceae-type	HERB	NULL
2947		PAPAVERACEAE	Papaveraceae	HERB	NULL
2948		PLANTAGO	Plantago	HERB	NULL
2949		HEDERA	Hedera	TRSH	NULL
2950		THALICTRUM type	Thalictrum	HERB	NULL
2951		PICEA	Picea	TRSH	NULL
2952		CARDUUS type	Asteraceae subf. Carduoideae	HERB	NULL
2953		RUMEX	Rumex/Oxyria	HERB	NULL
2954		VIBURNUM	Viburnum	TRSH	NULL
2955		BETULA	Betula	TRSH	NULL
2956		CANNABACEAE	Cannabaceae/Urticaceae	HERB	NULL
2957		foraminiferal linings	Foraminifera	INVE	NULL
2958		ISOETES	Isoetes	AQPT	NULL
2959		JUNIPERUS	Juniperus-type	TRSH	NULL
2960		MALVACEAE	Malvaceae	HERB	NULL
2961		Monolete spores	Monolete fern spores	VACR	NULL
2962		POLYGONUM BISTORTA type	Polygonum bistorta-type	HERB	NULL
2963		POLYPODIUM	Polypodium	VACR	NULL
2964		POPULUS	Populus	TRSH	NULL
2965		PSEUDOSCHIZAEA	Pseudoschizaea	ALGA	NULL
2966		SPINIFERITES type	Spiniferites	DINO	NULL
2967		TAMARIX	Tamarix	TRSH	NULL
2968		TYPHA LATIFOLIA	Typha latifolia	HELO	NULL
2969		CYCLAMEN	Cyclamen	HERB	NULL
3074		Cornus-type	Cornus	TRSH	NULL
2970		EPHEDRA FRAGILIS type	Ephedra fragilis-type	TRSH	NULL
2971		FRAXINUS ORNUS t.	Fraxinus ornus	TRSH	NULL
2972		PLATANUS	Platanus	TRSH	NULL
2973		RIVULARIACEAE	Rivularia	CYAN	NULL
2974		RUPPIA	Ruppia	AQUA	NULL
2975		SPARGANIUM/TYPHA	Sparganium-type	AQUA	NULL
2976		SPIROGYRA	Spirogyra	ALGA	NULL
2977		ALCHEMILLA	Alchemilla	HERB	NULL
2978		BUPLEURUM	Bupleurum	HERB	NULL
2979		CALYSTEGIA	Calystegia	HERB	NULL
2980		HYMENOPHYLLUM	Hymenophyllum	VACR	NULL
2981		OSTRYA/CARPINUS ORIENTALIS	Ostrya/Carpinus orientalis	TRSH	NULL
2982		ZEA MAIS	Zea mays	HERB	NULL
2983		QUERCUS COCCIFERA type	Quercus ilex-type	TRSH	NULL
2984		QUERCUS deciduous	Quercus robur-type	TRSH	NULL
2985		QUERCUS SUBER t.	Quercus cerris-type	TRSH	NULL
2986		AMBROSIA type	Ambrosia/Xanthium	HERB	NULL
2987		BOTRYOCOCCACEAE	Botryococcaceae	NOPO	NULL
2988		CYPERACEAE	Cyperaceae	HERB	NULL
2989		EPHEDRA DISTACHYA type	Ephedra distachya-type	TRSH	NULL
2990		MORACEAE	Moraceae	TRSH	NULL
2991		MYRIOPHYLLUM SPICATUM	Myriophyllum spicatum	AQUA	NULL
2992		SPARGANIUM	Sparganium-type	AQUA	NULL
2993		SPHAGNUM type	Sphagnum	NOPO	NULL
2994		TYPHA	Typha latifolia	HELO	NULL
2995		Paliurus spina-christi/Rhamnus	Rhamnus-type	TRSH	NULL
2996		Zelkova/Ulmus	Ulmus/Zelkova	TRSH	NULL
2997		Vinca	Vinca	HERB	NULL
2998		Jasminum fruticans	Jasminum fruticans	HERB	NULL
2999		Colutea	Colutea	TRSH	NULL
3000		Origanum vulgare	Origanum vulgare	HERB	NULL
3001		Stachys	Galeopsis-type	HERB	NULL
3002		Hypericum perforatume-type	Hypericum perforatum-type	HERB	NULL
3003		Juniperus type	Juniperus-type	TRSH	NULL
3004		Pinus sp	Pinus	TRSH	NULL
3005		Rosaceae, Prunus	Prunus-type	TRSH	NULL
3006		Apiaceae, Ferula	Peucedanum-type	HERB	NULL
3007		Chenopodiaceae Sueda/Atriplex type	Chenopodiaceae/Amaranthaceae	HERB	NULL
3008		Chenopodiaceae, Salsola type	Chenopodiaceae/Amaranthaceae	HERB	NULL
3009		Gallium	Rubiaceae	HERB	NULL
3010		Poaceae Cerealia	Cerealia-type	HERB	NULL
3011		Unknown small tricolporate oblate 16.8M	Indeterminable: unknown	INUN	NULL
3012		Cupressus type	Juniperus-type	TRSH	NULL
3013		Asteraceae Circium type	Cirsium	HERB	NULL
3014		Asteraceae, Senecio type	Senecio-type	HERB	NULL
3015		Pinus dip	Pinus sylvestris-type	TRSH	NULL
3016		Pinus hap	Pinus cembra-type	TRSH	NULL
3017		Apiaceae small	Apiaceae	HERB	NULL
3018		Myrtus	Myrtaceae	TRSH	NULL
3019		Asteraceae Centaurea cyanus	Centaurea cyanus-type	HERB	NULL
3020		Asteraceae Helianthus type	Helianthus	HERB	NULL
3021		Chenopodiaceae, Noaea type	Chenopodiaceae/Amaranthaceae	HERB	NULL
3022		Castenea	Castanea sativa	TRSH	NULL
3023		Apiaceae, Pimpinella	Pimpinella major-type	HERB	NULL
3024		Asteraceae Centaurea sol.	Centaurea nigra-type	HERB	NULL
3025		Caryophyllaceae cf lepyrodialis	Caryophyllaceae (periporate excl. Paronychioideae)	HERB	NULL
3026		Matthiola sp	Matthiola	HERB	NULL
3027		Eleaegnaceae	Elaeagnaceae	TRSH	NULL
3028		Asteraceae. Echinops	Echinops	HERB	NULL
3029		Asteraceae, Ptilostemon	Asteraceae	HERB	NULL
3030		Calycotome	Genista-type	TRSH	NULL
3031		Asteraceae, low spine	Asteraceae	HERB	NULL
3032		cf Erodium	Erodium	HERB	NULL
3033		Podosoma	Acari, Oribatei	INVE	NULL
3034		Sapotaceae	Sapotaceae	TRSH	NULL
3035		Apiaceae, Heracleum	Heracleum	HERB	NULL
3036		cf Arceuthobium	Arceuthobium oxycedri	TRSH	NULL
3037		Paplionaceae	Fabaceae	HERB	NULL
3038		cf Plumbago	Indeterminable: unknown	INUN	NULL
3039		Unknown B	Indeterminable: unknown	INUN	NULL
3040		Apiaceae, Eryngium	Eryngium	HERB	NULL
3041		Apiaceae, Torilis type	Torilis nodosa	HERB	NULL
3042		Apiaceae, Bupleurum	Bupleurum	HERB	NULL
3043		Trigonella	Trigonella	HERB	NULL
3044		Asteraceae, Carduncellus	Carduncellus-type	HERB	NULL
3045		Syringia	Syringa	TRSH	NULL
3046		Typha/Sparagnum	Typha/Sparganium	AQUA	NULL
3047		Asteraceae, HS	Asteraceae	HERB	NULL
3048		Unknown C Iridaceae?	Indeterminable: unknown	INUN	NULL
3049		Asteraceae, Onopordon	Chardinia/Onopordon	HERB	NULL
3050		Asteraceae, Carthamus	Carthamus-type	HERB	NULL
3051		Unknown triporae reticulate	Indeterminable: unknown	INUN	NULL
3052		Plantago ovata	Plantago maritima-type	HERB	NULL
3053		Urtica sp (triporate type)	Urtica	HERB	NULL
3054		Urtica pilulifera	Urtica pilulifera	HERB	NULL
3055		Unknown A	Indeterminable: unknown	INUN	NULL
3056		Verbenaceae	Verbenaceae	HERB	NULL
3057		Capsella	Hornungia-type	HERB	NULL
3058		cf. Coprosma	Rubiaceae	HERB	NULL
3059		Rubia	Rubiaceae	HERB	NULL
3060		Astoma	Apiaceae	HERB	NULL
3061		Apiaceae, Astoma	Apiaceae	HERB	NULL
3062		Unknown Large reticulate inaperaturate	Indeterminable: unknown	INUN	NULL
3063		Asteraceae, Centaurea ustulata	Centaurea	HERB	NULL
3064		cf Citrillus	Citrullus	HERB	NULL
3065		Unknown D	Indeterminable: unknown	INUN	NULL
3066		Unknown Heterocolporate	Indeterminable: unknown	INUN	NULL
3067		Asteraceae subf. Asteroideae	Asteraceae subf. Asteroideae	HERB	NULL
3068		Empetrum nigrum-type	Empetrum nigrum	DWAR	NULL
3069		Poaceae undif.<40√¶m	Poaceae	HERB	NULL
3070		Polypodium vulgare	Monolete fern spores	VACR	NULL
3071		Lycopodium marker	Lycopodium (added)	NOPO	NULL
3072		Poaceae >40micron (Cereals)	Cerealia-type	HERB	NULL
3073		Poaceae<40micron	Poaceae	HERB	NULL
3075		Pinus haploxylon/cembra	Pinus cembra-type	TRSH	NULL
3076		Carpinus orientalis /Ostrya type	Ostrya/Carpinus orientalis	TRSH	NULL
3077		Caryophylaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB	NULL
3078		Cichoroideae	Asteraceae subf. Cichorioideae	HERB	NULL
3079		Poaceae<40	Poaceae	HERB	NULL
3080		Poaceae>40	Cerealia-type	HERB	NULL
3081		Calluna vulgaris-type	Calluna vulgaris	TRSH	NULL
3082		Poaceae undif.>40√¶m	Cerealia-type	HERB	NULL
3083		Gallium type	Rubiaceae	HERB	NULL
3084		Lycopodium marker	Lycopodium (counted)	NOPO	NULL
3085		Betula tree	Betula	TRSH	NULL
3086		Plantago sp./major	Plantago major	HERB	NULL
3087		Spores trilete	Trilete spore(s)	VACR	NULL
3088		Juniperus	Juniperus-type	TRSH	NULL
3089		Quercus rob.-pub.-type	Quercus robur-type	TRSH	NULL
3090		Viburnum lantana	Viburnum lantana	TRSH	NULL
3091		Clematis-group	Clematis	TRSH	NULL
3092		Compositae Subfam. Asteroideae	Asteraceae subf. Asteroideae	HERB	NULL
3093		Compositae Subfam. Cichorioideae	Asteraceae subf. Cichorioideae	HERB	NULL
3094		Sagina	Caryophyllaceae (periporate excl. Paronychioideae)	HERB	NULL
3095		Thesium humifusum	Thesium	HERB	NULL
3096		Lotus-type	Astragalus-type	HERB	NULL
3097		Falcaria vulgaris-type	Falcaria-type	HERB	NULL
3098		Plantago maior/media	Plantago major/P. media-type	HERB	NULL
3099		Hedera-type	Hedera	TRSH	NULL
3100		Robinia pseudoacacia	Robinia pseudacacia	TRSH	NULL
3101		Cerealia	Avena-type	HERB	NULL
3102		Symphytum	Boraginaceae	HERB	NULL
3103		Vicia-type	Fabaceae	HERB	NULL
3104		Campanula	Campanula medium	HERB	NULL
3105		Cirsium	Asteraceae subf. Asteroideae	HERB	NULL
3106		Helianthemum	Cistus/Helianthemum	TRSH	NULL
3107		Linum austriacum-type	Linum austriacum-type	HERB	NULL
3108		Silene vulgaris-type	Caryophyllaceae (periporate excl. Paronychioideae)	HERB	NULL
3109		Trinia glauca-type	Trinia glauca	HERB	NULL
3110		Mentha-type	Lamiaceae (hexacolpate)	HERB	NULL
3111		Arbutus-type	Arbutus	TRSH	NULL
3112		Centaurea nigra-type	Centaurea	HERB	NULL
3113		Alchemilla-type	Alchemilla/Aphanes	HERB	NULL
3114		Cryptomeria-type	Cryptomeria-type	TRSH	NULL
3115		Helleborus viridis	Helleborus viridis-type	HERB	NULL
3116		Apium inundatum-type	Apium	HERB	NULL
3117		Rhus group	Rhus-type	TRSH	NULL
3118		Cistus crispus-type	Cistus	TRSH	NULL
3119		Anemone hortensis	Anemone hortensis-type	HERB	NULL
3120		Aethusa cynapium-type	Aethusa cynapium	HERB	NULL
3121		Scrofulariaceae	Scrophularia-type	HERB	NULL
3122		Zea mais	Zea mays	HERB	NULL
3123		Polygonum viviparum	Polygonum bistorta-type	HERB	NULL
3124		Amorpha fruticosa	Amorpha fruticosa	TRSH	NULL
3125		Loiseleuria procumbens-type	Loiseleuria procumbens	DWAR	NULL
3126		Quercus coccifera type	Quercus ilex-type	TRSH	NULL
3127		Cistaceae undiff.	Cistaceae	HERB	NULL
3128		Plantago coronopus type	Plantago coronopus-type	HERB	NULL
3129		Asteraceae (Asteroid./Card.)	Asteraceae subf. Asteroideae	HERB	NULL
3130		Asteraceae (Lactuc.)	Asteraceae subf. Cichorioideae	HERB	NULL
3131		Isoetes undiff.	Isoetes	AQPT	NULL
3132		Caryo. Trizoncolpate indet.	Abies	TRSH	NULL
3133		Indeterminate	Indeterminable: unknown	INUN	NULL
3134		Pre-Quaternary	Pre-Quaternary type	PREQ	NULL
3135		Poaceae Pore>8	Cerealia-type	HERB	NULL
3136		Anogramma leptophylla	Anogramma leptophylla	VACR	NULL
3137		Cistus monspeliensis type	Cistus monspeliensis-type	TRSH	NULL
3138		Anagallis arvensis type	Anagallis arvensis-type	HERB	NULL
3139		Illecebrum verticillatum	Illecebrum verticillatum	HERB	NULL
3140		Pteropsida (trilete) undif.	Trilete spore(s)	VACR	NULL
3141		Cistus ladanifer/populifolius types	Cistus ladanifer-type	TRSH	NULL
3142		Lamiaceae (6-colpate)	Lamiaceae	HERB	NULL
3143		Oxalis pes-caprae	Oxalis	HERB	NULL
3144		Spergula type	Spergularia-type	HERB	NULL
3145		Lotus type	Astragalus-type	HERB	NULL
3146		Pteropsida (monolete) undif.	Monolete fern spores	VACR	NULL
3147		Helianthemum croceum type	Helianthemum croceum-type	HERB	NULL
3148		Typha latifolia type	Typha latifolia-type	HELO	NULL
3149		Pediastrum	Algae	ALGA	NULL
3150		Potamogeton subg. Potamogeton	Potamogeton natans-type	AQUA	NULL
3151		Scrophularia type	Scrophularia-type	HERB	NULL
3152		Apium inundatum type	Apium	HERB	NULL
3153		Juglandaceae	Juglandaceae	TRSH	NULL
3154		Asteraceae aster type	Aster-type	HERB	NULL
3155		Asteraceae cirsium type	Cirsium	HERB	NULL
3156		Asteraceae saussurea type	Saussurea-type	HERB	NULL
3157		Caryophyllaceae herniaria type	Herniaria-type	HERB	NULL
3158		Chenopodiaceae undiff.	Chenopodiaceae/Amaranthaceae	HERB	NULL
3159		Fabaceae astragalus type	Astragalus-type	HERB	NULL
3160		Fabaceae genista type	Genista-type	TRSH	NULL
3161		Fabaceae lotus type	Lotus-type	HERB	NULL
3162		Concentration	Total concentration	NOPO	NULL
3163		Asteraceae lactuceae type	Lactuca-type	HERB	NULL
3164		Plantago albicans type	Plantago albicans	HERB	NULL
3165		Centaurea cyanus type	Centaurea cyanus-type	HERB	NULL
3166		Asteraceae carthamus	Carthamus-type	HERB	NULL
3167		Ranunculus undiff.	Ranunculus-type	HERB	NULL
3168		Fabaceae coronilla type	Coronilla-type	HERB	NULL
3169		Asteraceae anthemis type	Matricaria-type	HERB	NULL
3170		Fabaceae lathyrus type	Lathyrus-type	HERB	NULL
3171		Fabaceae onobrychis type	Onobrychis-type	HERB	NULL
3172		Fraxinus exc. type	Fraxinus excelsior-type	TRSH	NULL
3173		Pinus sylvestris/mugo type	Pinus sylvestris-type	TRSH	NULL
3174		Quercus robur type	Quercus robur-type	TRSH	NULL
3175		Sambucus racemosa type	Sambucus nigra/S. racemosa	TRSH	NULL
3176		Anagallis type	Anagallis-type	HERB	NULL
3177		Laserpitium	Apiaceae	HERB	NULL
3178		Poaceae_min 37	Poaceae	HERB	NULL
3179		Poaceae_37-47	Poaceae	HERB	NULL
3180		Poaceae mag 47 anulus min 11	Poaceae	HERB	NULL
3181		Rumex scutatus type	Rumex scutatus-type	HERB	NULL
3182		Sanguisorba dodecandra	Sanguisorba dodecandra	HERB	NULL
3183		Polypodiaceae (spore monolete undiff.)	Monolete fern spores	VACR	NULL
3184		Sample quantity (cm3)	Volume of sample (cm3)	NOPO	NULL
3185		Pollen concentration	Concentration pollen	NOPO	NULL
3186		Laburnum	Laburnum-type	TRSH	NULL
3187		Fraxinus ornus type	Fraxinus ornus	TRSH	NULL
3188		Sambucus nigra type	Sambucus nigra/S. racemosa	TRSH	NULL
3189		Saxifraga aizoides type	Saxifraga oppositifolia-type	HERB	NULL
3190		Helianthemum undiff.	Helianthemum	HERB	NULL
3191		Rosa type	Rosa	TRSH	NULL
3192		Charcoal 10-50	Charcoal 10-50¦m	CHAR	NULL
3193		Conc charcoal 10-50	Charcoal 10-50¦m concentration	CHAR	NULL
3194		Cfr Ligustrum	Indeterminable: unknown	INUN	NULL
3195		Pimpinella major type	Pimpinella major-type	HERB	NULL
3196		Menta type	Mentha-type	HERB	NULL
3197		Rosaceae striate opercolate	Rosaceae	TRSH	NULL
3198		Cfr Utricularia	Indeterminable: unknown	INUN	NULL
3199		Charcoal >50	Charcoal >50µm	CHAR	NULL
3200		Conc charcoal 50-250	Charcoal 50-250µm concentration	CHAR	NULL
3201		Granuli nd	Indeterminable: undiff.	INUN	NULL
3202		Sporormiella type	Sporormiella-type	FUNG	NULL
3203		Plantago tenuiflora type	Plantago tenuiflora	HERB	NULL
3204		Sedum type	Sedum-type	HERB	NULL
3205		Rhamnus type	Rhamnus-type	TRSH	NULL
3206		Astrantia type	Astrantia-type	HERB	NULL
3207		Cfr Chaerophyllum	Apiaceae	HERB	NULL
3208		Bifaria type	Bifaria type	INUN	NULL
3209		Gentiana pneumonanthe type	Gentiana pneumonanthe-type	HERB	NULL
3210		Plantago maritima type	Plantago maritima-type	HERB	NULL
3211		Trifolium pratense type	Trifolium pratense-type	HERB	NULL
3212		Astragalus type	Astragalus-type	HERB	NULL
3213		Gentianella germanica typt	Gentianella campestris-type	HERB	NULL
3214		Trichodelitschia	Trichodelitschia	FUNG	NULL
3215		mandibola di chironomide	Chironomidae: mandible	INVE	NULL
