samplename	var_	count
Dambach_a29	274	1
Dambach_a29	237	83
Dambach_a29	33	2
Dambach_a29	24	9
Dambach_a29	25	1
Dambach_a29	428	3
Dambach_a29	1106	3
Dambach_a29	81	1
Dambach_a29	147	4
Dambach_a29	281	2
Dambach_a29	658	1
Dambach_a290	34	31
Dambach_a290	3	153
Dambach_a290	303	7
Dambach_a290	349	1
Dambach_a290	5	10
Dambach_a290	6	57
Dambach_a290	10	12
Dambach_a290	11	203
Dambach_a290	12	53
Dambach_a290	693	46
Dambach_a290	229	1
Dambach_a290	62	5
Dambach_a290	63	4
Dambach_a290	18	5
Dambach_a290	21	1
Dambach_a290	22	1
Dambach_a290	1115	1
Dambach_a290	237	61
Dambach_a290	24	4
Dambach_a290	147	7
Dambach_a290	658	1
Dambach_a290	318	25
Dambach_a291	1	1
Dambach_a291	2	2
Dambach_a291	34	27
Dambach_a291	3	30
Dambach_a291	303	15
Dambach_a291	349	5
Dambach_a291	5	6
Dambach_a291	6	47
Dambach_a291	82	5
Dambach_a291	8	4
Dambach_a291	364	2
Dambach_a291	10	12
Dambach_a291	11	158
Dambach_a291	12	242
Dambach_a291	53	1
Dambach_a291	44	5
Dambach_a291	36	1
Dambach_a291	640	1
Dambach_a291	229	1
Dambach_a291	16	3
Dambach_a291	61	2
Dambach_a291	62	1
Dambach_a291	17	3
Dambach_a291	18	6
Dambach_a291	19	1
Dambach_a291	21	2
Dambach_a291	31	13
Dambach_a291	237	56
Dambach_a291	444	6
Dambach_a291	33	2
Dambach_a291	24	3
Dambach_a291	25	2
Dambach_a291	428	18
Dambach_a291	1106	15
Dambach_a291	81	8
Dambach_a291	147	6
Dambach_a291	281	2
Dambach_a292	2	3
Dambach_a292	34	26
Dambach_a292	3	30
Dambach_a292	303	29
Dambach_a292	349	3
Dambach_a292	5	9
Dambach_a292	6	47
Dambach_a292	82	9
Dambach_a292	10	4
Dambach_a292	11	125
Dambach_a292	12	193
Dambach_a292	53	6
Dambach_a292	44	4
Dambach_a292	229	2
Dambach_a292	16	1
Dambach_a292	61	2
Dambach_a292	62	2
Dambach_a292	17	5
Dambach_a292	18	7
Dambach_a292	19	4
Dambach_a292	21	3
Dambach_a292	31	19
Dambach_a292	237	97
Dambach_a292	444	7
Dambach_a292	33	3
Dambach_a292	24	8
Dambach_a292	25	1
Dambach_a292	428	21
Dambach_a292	1106	10
Dambach_a292	81	10
Dambach_a292	147	6
Dambach_a292	281	2
Dambach_a293	1	1
Dambach_a293	34	18
Dambach_a293	3	22
Dambach_a293	303	19
Dambach_a293	349	3
Dambach_a293	5	3
Dambach_a293	6	132
Dambach_a293	82	4
Dambach_a293	10	12
Dambach_a293	11	179
Dambach_a293	12	137
Dambach_a293	53	4
Dambach_a293	44	4
Dambach_a293	693	1
Dambach_a293	229	1
Dambach_a293	16	1
Dambach_a293	61	4
Dambach_a293	62	3
Dambach_a293	17	3
Dambach_a293	269	1
Dambach_a293	18	3
Dambach_a293	19	4
Dambach_a293	21	6
Dambach_a293	339	1
Dambach_a293	31	12
Dambach_a293	237	36
Dambach_a293	33	4
Dambach_a293	24	5
Dambach_a293	25	1
Dambach_a293	428	17
Dambach_a293	1106	9
Dambach_a293	147	8
Dambach_a294	1	2
Dambach_a294	34	45
Dambach_a294	3	43
Dambach_a294	303	23
Dambach_a294	349	5
Dambach_a294	5	6
Dambach_a294	6	45
Dambach_a294	82	8
Dambach_a294	364	1
Dambach_a294	10	5
Dambach_a294	11	175
Dambach_a294	12	155
Dambach_a294	53	4
Dambach_a294	44	7
Dambach_a294	36	1
Dambach_a294	16	3
Dambach_a294	61	4
Dambach_a294	17	2
Dambach_a294	18	3
Dambach_a294	19	3
Dambach_a294	21	5
Dambach_a294	31	17
Dambach_a294	237	71
Dambach_a294	444	3
Dambach_a294	33	3
Dambach_a294	24	12
Dambach_a294	428	9
Dambach_a294	1106	7
Dambach_a294	81	4
Dambach_a294	147	3
Dambach_a294	658	4
Dambach_a295	2	1
Dambach_a295	34	7
Dambach_a295	3	7
Dambach_a295	303	3
Dambach_a295	6	2
Dambach_a295	82	1
Dambach_a295	364	2
Dambach_a295	10	23
Dambach_a295	11	231
Dambach_a295	12	2
Dambach_a295	53	1
Dambach_a295	44	1
Dambach_a295	61	7
Dambach_a295	62	50
Dambach_a295	17	4
Dambach_a295	63	45
Dambach_a295	151	1
Dambach_a295	18	9
Dambach_a295	19	4
Dambach_a295	21	7
Dambach_a295	339	1
Dambach_a295	31	30
Dambach_a295	237	201
Dambach_a295	33	10
Dambach_a295	24	14
Dambach_a295	25	9
Dambach_a295	428	6
Dambach_a295	1106	2
Dambach_a295	147	8
Dambach_a295	281	2
Dambach_a295	658	2
Dambach_a296	34	8
Dambach_a296	3	2
Dambach_a296	303	8
Dambach_a296	5	1
Dambach_a296	6	1
Dambach_a296	8	1
Dambach_a296	364	2
Dambach_a296	10	18
Dambach_a296	11	297
Dambach_a296	12	6
Dambach_a296	53	1
Dambach_a296	44	2
Dambach_a296	61	7
Dambach_a296	62	80
Dambach_a296	17	6
Dambach_a296	18	25
Dambach_a296	19	5
Dambach_a296	21	4
Dambach_a296	339	1
Dambach_a296	31	8
Dambach_a296	237	234
Dambach_a296	444	2
Dambach_a296	33	5
Dambach_a296	24	10
Dambach_a296	25	1
Dambach_a296	428	3
Dambach_a296	1106	1
Dambach_a296	147	8
Dambach_a296	658	2
Dambach_a297	1	1
Dambach_a297	34	22
Dambach_a297	3	19
Dambach_a297	303	9
Dambach_a297	5	1
Dambach_a297	6	7
Dambach_a297	82	1
Dambach_a297	364	1
Dambach_a297	10	7
Dambach_a297	11	190
Dambach_a297	12	20
Dambach_a297	53	1
Dambach_a297	44	1
Dambach_a297	13	1
Dambach_a297	693	2
Dambach_a297	16	2
Dambach_a297	61	8
Dambach_a297	62	20
Dambach_a297	17	2
Dambach_a297	63	54
Dambach_a297	18	18
Dambach_a297	21	3
Dambach_a297	339	1
Dambach_a297	31	32
Dambach_a297	237	113
Dambach_a297	444	3
Dambach_a297	33	27
Dambach_a297	24	14
Dambach_a297	428	170
Dambach_a297	147	14
Dambach_a298	1	2
Dambach_a298	34	5
Dambach_a298	3	12
Dambach_a298	303	2
Dambach_a298	349	2
Dambach_a298	5	2
Dambach_a298	6	3
Dambach_a298	82	3
Dambach_a298	10	15
Dambach_a298	11	165
Dambach_a298	12	3
Dambach_a298	53	1
Dambach_a298	61	4
Dambach_a298	62	7
Dambach_a298	63	2
Dambach_a298	269	1
Dambach_a298	18	17
Dambach_a298	19	1
Dambach_a298	21	4
Dambach_a298	31	14
Dambach_a298	237	171
Dambach_a298	444	1
Dambach_a298	33	6
Dambach_a298	24	5
Dambach_a298	25	1
Dambach_a298	428	212
Dambach_a298	147	10
Dambach_a298	658	1
Dambach_a299	34	6
Dambach_a299	3	10
Dambach_a299	303	1
Dambach_a299	5	2
Dambach_a299	6	3
Dambach_a299	82	1
Dambach_a299	364	1
Dambach_a299	10	17
Dambach_a299	11	151
Dambach_a299	61	6
Dambach_a299	62	8
Dambach_a299	18	22
Dambach_a299	19	2
Dambach_a299	31	12
Dambach_a299	237	343
Dambach_a299	33	5
Dambach_a299	24	3
Dambach_a299	428	214
Dambach_a299	147	4
Dambach_a299	658	2
Dambach_a3	34	21
Dambach_a3	3	26
Dambach_a3	303	2
Dambach_a3	5	21
Dambach_a3	6	14
Dambach_a3	8	2
Dambach_a3	364	2
Dambach_a3	10	108
Dambach_a3	11	94
Dambach_a3	12	6
Dambach_a3	44	2
Dambach_a3	36	1
Dambach_a3	13	2
Dambach_a3	229	4
Dambach_a3	16	2
Dambach_a3	61	3
Dambach_a3	62	49
Dambach_a3	17	4
Dambach_a3	63	37
Dambach_a3	18	7
Dambach_a3	19	7
Dambach_a3	21	23
Dambach_a3	1105	2
Dambach_a3	339	5
Dambach_a3	31	22
Dambach_a3	274	1
Dambach_a3	237	347
Dambach_a3	33	5
Dambach_a3	24	7
Dambach_a3	25	1
Dambach_a3	428	2
Dambach_a3	1106	2
Dambach_a3	81	1
Dambach_a3	147	12
Dambach_a3	281	5
Dambach_a3	658	3
Dambach_a3	318	1
Dambach_a30	1	4
Dambach_a30	34	20
Dambach_a30	3	44
Dambach_a30	303	8
Dambach_a30	5	7
Dambach_a30	6	22
Dambach_a30	82	5
Dambach_a30	8	1
Dambach_a30	364	12
Dambach_a30	10	79
Dambach_a30	11	284
Dambach_a30	12	13
Dambach_a30	44	1
Dambach_a30	229	4
Dambach_a30	16	1
Dambach_a30	61	7
Dambach_a30	62	2
Dambach_a30	17	3
Dambach_a30	18	24
Dambach_a30	19	4
Dambach_a30	21	3
Dambach_a30	1105	1
Dambach_a30	339	1
Dambach_a30	31	4
Dambach_a30	237	74
Dambach_a30	33	1
Dambach_a30	24	4
Dambach_a30	25	1
Dambach_a30	428	4
Dambach_a30	1106	2
Dambach_a30	81	3
Dambach_a30	147	3
Dambach_a30	281	2
Dambach_a30	658	3
Dambach_a300	34	11
Dambach_a300	3	6
Dambach_a300	5	1
Dambach_a300	6	1
Dambach_a300	10	23
Dambach_a300	11	149
Dambach_a300	12	2
Dambach_a300	53	1
Dambach_a300	16	1
Dambach_a300	61	3
Dambach_a300	62	11
Dambach_a300	63	27
Dambach_a300	18	21
Dambach_a300	19	1
Dambach_a300	21	7
Dambach_a300	31	13
Dambach_a300	237	234
Dambach_a300	33	4
Dambach_a300	24	6
Dambach_a300	428	201
Dambach_a300	147	8
Dambach_a300	281	2
Dambach_a300	658	1
Dambach_a301	1	10
Dambach_a301	34	17
Dambach_a301	3	29
Dambach_a301	303	12
Dambach_a301	349	6
Dambach_a301	5	7
Dambach_a301	6	54
Dambach_a301	82	4
Dambach_a301	8	1
Dambach_a301	364	10
Dambach_a301	10	31
Dambach_a301	11	95
Dambach_a301	12	304
Dambach_a301	53	12
Dambach_a301	44	1
Dambach_a301	229	3
Dambach_a301	16	3
Dambach_a301	61	1
Dambach_a301	62	1
Dambach_a301	17	2
Dambach_a301	18	4
Dambach_a301	19	1
Dambach_a301	21	6
Dambach_a301	31	5
Dambach_a301	237	97
Dambach_a301	33	4
Dambach_a301	24	1
Dambach_a301	1106	4
Dambach_a301	81	4
Dambach_a301	147	7
Dambach_a301	281	2
Dambach_a302	1	4
Dambach_a302	2	2
Dambach_a302	34	15
Dambach_a302	3	26
Dambach_a302	303	8
Dambach_a302	349	1
Dambach_a302	5	10
Dambach_a302	6	30
Dambach_a302	82	3
Dambach_a302	364	5
Dambach_a302	10	22
Dambach_a302	11	85
Dambach_a302	12	440
Dambach_a302	53	4
Dambach_a302	44	1
Dambach_a302	13	6
Dambach_a302	640	1
Dambach_a302	229	1
Dambach_a302	16	1
Dambach_a302	61	2
Dambach_a302	62	1
Dambach_a302	17	1
Dambach_a302	18	8
Dambach_a302	19	1
Dambach_a302	21	3
Dambach_a302	1105	2
Dambach_a302	339	1
Dambach_a302	237	117
Dambach_a302	33	4
Dambach_a302	24	1
Dambach_a302	1106	3
Dambach_a302	81	2
Dambach_a302	147	6
Dambach_a302	658	2
Dambach_a303	1	8
Dambach_a303	34	33
Dambach_a303	3	43
Dambach_a303	303	7
Dambach_a303	349	7
Dambach_a303	5	11
Dambach_a303	6	38
Dambach_a303	82	10
Dambach_a303	364	6
Dambach_a303	10	12
Dambach_a303	11	91
Dambach_a303	12	512
Dambach_a303	53	4
Dambach_a303	44	4
Dambach_a303	36	1
Dambach_a303	13	4
Dambach_a303	693	2
Dambach_a303	229	1
Dambach_a303	16	6
Dambach_a303	61	4
Dambach_a303	17	5
Dambach_a303	18	8
Dambach_a303	19	3
Dambach_a303	21	6
Dambach_a303	1105	2
Dambach_a303	31	4
Dambach_a303	274	1
Dambach_a303	237	136
Dambach_a303	33	2
Dambach_a303	428	3
Dambach_a303	1106	4
Dambach_a303	81	3
Dambach_a303	147	7
Dambach_a303	281	4
Dambach_a303	658	1
Dambach_a304	1	4
Dambach_a304	2	1
Dambach_a304	34	21
Dambach_a304	3	25
Dambach_a304	303	7
Dambach_a304	349	3
Dambach_a304	5	9
Dambach_a304	6	29
Dambach_a304	82	6
Dambach_a304	364	4
Dambach_a304	10	13
Dambach_a304	11	86
Dambach_a304	12	153
Dambach_a304	53	23
Dambach_a304	44	4
Dambach_a304	640	1
Dambach_a304	229	1
Dambach_a304	16	3
Dambach_a304	61	3
Dambach_a304	17	3
Dambach_a304	18	5
Dambach_a304	19	1
Dambach_a304	21	3
Dambach_a304	22	1
Dambach_a304	339	2
Dambach_a304	31	2
Dambach_a304	237	322
Dambach_a304	33	4
Dambach_a304	428	4
Dambach_a304	142	2
Dambach_a304	1106	2
Dambach_a304	81	1
Dambach_a304	147	8
Dambach_a304	281	2
Dambach_a305	1	2
Dambach_a305	34	24
Dambach_a305	3	38
Dambach_a305	303	7
Dambach_a305	349	6
Dambach_a305	5	11
Dambach_a305	6	39
Dambach_a305	82	13
Dambach_a305	8	1
Dambach_a305	364	9
Dambach_a305	10	17
Dambach_a305	11	137
Dambach_a305	12	461
Dambach_a305	53	2
Dambach_a305	44	4
Dambach_a305	36	2
Dambach_a305	13	1
Dambach_a305	16	1
Dambach_a305	61	2
Dambach_a305	17	2
Dambach_a305	63	1
Dambach_a305	151	1
Dambach_a305	18	5
Dambach_a305	19	2
Dambach_a305	21	6
Dambach_a305	31	7
Dambach_a305	237	124
Dambach_a305	33	3
Dambach_a305	24	1
Dambach_a305	428	5
Dambach_a305	1106	5
Dambach_a305	81	1
Dambach_a305	147	5
Dambach_a305	281	1
Dambach_a305	658	1
Dambach_a306	1	2
Dambach_a306	34	16
Dambach_a306	3	37
Dambach_a306	303	5
Dambach_a306	5	5
Dambach_a306	6	62
Dambach_a306	82	4
Dambach_a306	8	1
Dambach_a306	364	6
Dambach_a306	10	32
Dambach_a306	11	116
Dambach_a306	12	486
Dambach_a306	44	4
Dambach_a306	693	7
Dambach_a306	640	1
Dambach_a306	229	1
Dambach_a306	61	3
Dambach_a306	17	1
Dambach_a306	18	9
Dambach_a306	19	1
Dambach_a306	21	3
Dambach_a306	31	1
Dambach_a306	237	34
Dambach_a306	33	1
Dambach_a306	24	2
Dambach_a306	25	1
Dambach_a306	428	5
Dambach_a306	778	1
Dambach_a306	1106	2
Dambach_a306	147	4
Dambach_a306	281	1
Dambach_a307	1	3
Dambach_a307	2	2
Dambach_a307	34	21
Dambach_a307	3	42
Dambach_a307	303	9
Dambach_a307	349	8
Dambach_a307	5	8
Dambach_a307	6	54
Dambach_a307	82	6
Dambach_a307	364	11
Dambach_a307	10	29
Dambach_a307	11	164
Dambach_a307	12	234
Dambach_a307	53	2
Dambach_a307	44	4
Dambach_a307	36	2
Dambach_a307	13	1
Dambach_a307	693	2
Dambach_a307	640	1
Dambach_a307	229	1
Dambach_a307	16	2
Dambach_a307	61	4
Dambach_a307	17	1
Dambach_a307	63	1
Dambach_a307	18	8
Dambach_a307	19	2
Dambach_a307	21	3
Dambach_a307	339	4
Dambach_a307	31	3
Dambach_a307	237	84
Dambach_a307	33	3
Dambach_a307	24	2
Dambach_a307	25	1
Dambach_a307	428	4
Dambach_a307	1106	1
Dambach_a307	81	7
Dambach_a307	147	6
Dambach_a307	281	2
Dambach_a307	658	5
Dambach_a308	34	20
Dambach_a308	3	59
Dambach_a308	303	9
Dambach_a308	5	14
Dambach_a308	6	65
Dambach_a308	82	15
Dambach_a308	8	4
Dambach_a308	364	10
Dambach_a308	10	9
Dambach_a308	11	123
Dambach_a308	12	280
Dambach_a308	53	1
Dambach_a308	44	3
Dambach_a308	13	1
Dambach_a308	693	6
Dambach_a308	229	3
Dambach_a308	16	2
Dambach_a308	61	2
Dambach_a308	62	3
Dambach_a308	17	3
Dambach_a308	18	10
Dambach_a308	19	3
Dambach_a308	21	7
Dambach_a308	1105	2
Dambach_a308	31	7
Dambach_a308	237	73
Dambach_a308	33	5
Dambach_a308	24	2
Dambach_a308	25	2
Dambach_a308	428	8
Dambach_a308	147	8
Dambach_a308	281	4
Dambach_a308	658	1
Dambach_a309	1	3
Dambach_a309	34	23
Dambach_a309	3	34
Dambach_a309	303	19
Dambach_a309	349	4
Dambach_a309	5	8
Dambach_a309	6	55
Dambach_a309	82	4
Dambach_a309	8	2
Dambach_a309	364	11
Dambach_a309	10	9
Dambach_a309	11	177
Dambach_a309	12	284
Dambach_a309	53	1
Dambach_a309	44	6
Dambach_a309	36	1
Dambach_a309	13	3
Dambach_a309	693	8
Dambach_a309	229	3
Dambach_a309	16	2
Dambach_a309	61	3
Dambach_a309	62	4
Dambach_a309	17	3
Dambach_a309	63	2
Dambach_a309	18	12
Dambach_a309	19	3
Dambach_a309	21	4
Dambach_a309	1105	3
Dambach_a309	31	3
Dambach_a309	274	1
Dambach_a309	237	52
Dambach_a309	33	3
Dambach_a309	1106	1
Dambach_a309	147	8
Dambach_a309	281	2
Dambach_a31	1	4
Dambach_a31	2	2
Dambach_a31	34	35
Dambach_a31	3	67
Dambach_a31	303	5
Dambach_a31	5	10
Dambach_a31	6	113
Dambach_a31	82	5
Dambach_a31	8	1
Dambach_a31	364	1
Dambach_a31	10	57
Dambach_a31	11	180
Dambach_a31	12	24
Dambach_a31	53	5
Dambach_a31	44	3
Dambach_a31	13	1
Dambach_a31	16	4
Dambach_a31	61	8
Dambach_a31	17	8
Dambach_a31	63	1
Dambach_a31	151	1
Dambach_a31	18	58
Dambach_a31	19	7
Dambach_a31	21	2
Dambach_a31	1105	1
Dambach_a31	31	14
Dambach_a31	274	1
Dambach_a31	237	89
Dambach_a31	33	3
Dambach_a31	24	2
Dambach_a31	25	3
Dambach_a31	428	8
Dambach_a31	1106	15
Dambach_a31	81	3
Dambach_a31	147	7
Dambach_a31	281	3
Dambach_a31	658	4
Dambach_a310	34	9
Dambach_a310	303	3
Dambach_a310	349	6
Dambach_a310	5	6
Dambach_a310	6	43
Dambach_a310	82	1
Dambach_a310	8	1
Dambach_a310	364	10
Dambach_a310	11	1
Dambach_a310	12	30
Dambach_a310	53	8
Dambach_a310	44	3
Dambach_a310	61	5
Dambach_a310	62	2
Dambach_a310	17	1
Dambach_a310	63	3
Dambach_a310	18	7
Dambach_a310	19	1
Dambach_a310	21	5
Dambach_a310	74	3
Dambach_a310	31	2
Dambach_a310	274	2
Dambach_a310	237	394
Dambach_a310	33	15
Dambach_a310	25	1
Dambach_a310	1106	2
Dambach_a310	81	1
Dambach_a310	147	9
Dambach_a310	281	6
Dambach_a310	658	5
Dambach_a311	1	1
Dambach_a311	3	9
Dambach_a311	6	16
Dambach_a311	82	1
Dambach_a311	364	3
Dambach_a311	10	6
Dambach_a311	11	39
Dambach_a311	12	12
Dambach_a311	53	1
Dambach_a311	44	2
Dambach_a311	36	2
Dambach_a311	693	3
Dambach_a311	16	2
Dambach_a311	62	1
Dambach_a311	17	3
Dambach_a311	63	2
Dambach_a311	151	1
Dambach_a311	18	4
Dambach_a311	21	3
Dambach_a311	339	2
Dambach_a311	74	1
Dambach_a311	31	1
Dambach_a311	274	4
Dambach_a311	237	67
Dambach_a311	33	4
Dambach_a311	428	1
Dambach_a311	1106	1
Dambach_a311	147	14
Dambach_a311	281	1
Dambach_a312	1	3
Dambach_a312	34	10
Dambach_a312	3	21
Dambach_a312	303	1
Dambach_a312	349	2
Dambach_a312	5	1
Dambach_a312	6	27
Dambach_a312	82	3
Dambach_a312	8	1
Dambach_a312	364	8
Dambach_a312	10	10
Dambach_a312	11	55
Dambach_a312	12	35
Dambach_a312	53	2
Dambach_a312	36	1
Dambach_a312	13	2
Dambach_a312	693	2
Dambach_a312	16	2
Dambach_a312	61	9
Dambach_a312	62	1
Dambach_a312	17	2
Dambach_a312	63	2
Dambach_a312	18	5
Dambach_a312	19	3
Dambach_a312	21	9
Dambach_a312	1105	347
Dambach_a312	74	8
Dambach_a312	31	1
Dambach_a312	274	2
Dambach_a312	237	119
Dambach_a312	33	13
Dambach_a312	24	2
Dambach_a312	428	4
Dambach_a312	1106	3
Dambach_a312	81	3
Dambach_a312	147	15
Dambach_a312	281	4
Dambach_a312	658	1
Dambach_a313	2	168
Dambach_a313	34	10
Dambach_a313	3	22
Dambach_a313	303	33
Dambach_a313	349	2
Dambach_a313	5	6
Dambach_a313	6	106
Dambach_a313	82	42
Dambach_a313	10	14
Dambach_a313	11	67
Dambach_a313	12	86
Dambach_a313	44	3
Dambach_a313	36	4
Dambach_a313	13	1
Dambach_a313	16	2
Dambach_a313	61	1
Dambach_a313	17	2
Dambach_a313	18	2
Dambach_a313	31	2
Dambach_a313	237	28
Dambach_a313	33	4
Dambach_a313	25	1
Dambach_a313	428	5
Dambach_a313	1106	1
Dambach_a313	147	6
Dambach_a313	658	1
Dambach_a314	1	1
Dambach_a314	2	28
Dambach_a314	34	12
Dambach_a314	3	28
Dambach_a314	303	61
Dambach_a314	349	4
Dambach_a314	5	3
Dambach_a314	6	96
Dambach_a314	82	75
Dambach_a314	364	1
Dambach_a314	410	1
Dambach_a314	10	23
Dambach_a314	11	105
Dambach_a314	12	49
Dambach_a314	44	2
Dambach_a314	36	13
Dambach_a314	229	1
Dambach_a314	16	2
Dambach_a314	17	4
Dambach_a314	151	1
Dambach_a314	18	6
Dambach_a314	19	7
Dambach_a314	21	9
Dambach_a314	31	1
Dambach_a314	274	1
Dambach_a314	237	44
Dambach_a314	33	4
Dambach_a314	25	2
Dambach_a314	428	4
Dambach_a314	1106	2
Dambach_a314	81	6
Dambach_a314	147	5
Dambach_a314	281	3
Dambach_a315	2	17
Dambach_a315	34	12
Dambach_a315	3	23
Dambach_a315	303	44
Dambach_a315	349	6
Dambach_a315	5	18
Dambach_a315	6	112
Dambach_a315	82	34
Dambach_a315	364	3
Dambach_a315	10	17
Dambach_a315	11	70
Dambach_a315	12	169
Dambach_a315	53	1
Dambach_a315	44	2
Dambach_a315	36	7
Dambach_a315	13	3
Dambach_a315	16	2
Dambach_a315	17	3
Dambach_a315	18	11
Dambach_a315	19	4
Dambach_a315	21	6
Dambach_a315	260	1
Dambach_a315	219	1
Dambach_a315	31	1
Dambach_a315	274	1
Dambach_a315	237	41
Dambach_a315	33	4
Dambach_a315	24	2
Dambach_a315	25	1
Dambach_a315	428	1
Dambach_a315	81	4
Dambach_a315	147	10
Dambach_a315	281	3
Dambach_a316	2	29
Dambach_a316	34	22
Dambach_a316	3	23
Dambach_a316	303	45
Dambach_a316	349	9
Dambach_a316	5	6
Dambach_a316	6	211
Dambach_a316	82	21
Dambach_a316	8	1
Dambach_a316	364	3
Dambach_a316	10	8
Dambach_a316	11	71
Dambach_a316	12	76
Dambach_a316	53	1
Dambach_a316	44	3
Dambach_a316	36	23
Dambach_a316	13	2
Dambach_a316	61	1
Dambach_a316	17	2
Dambach_a316	18	6
Dambach_a316	19	3
Dambach_a316	237	34
Dambach_a316	33	1
Dambach_a316	24	3
Dambach_a316	25	1
Dambach_a316	1106	2
Dambach_a316	81	3
Dambach_a316	147	1
Dambach_a316	281	3
Dambach_a316	658	8
Dambach_a317	2	3
Dambach_a317	34	21
Dambach_a317	3	28
Dambach_a317	303	25
Dambach_a317	349	8
Dambach_a317	5	14
Dambach_a317	6	241
Dambach_a317	82	12
Dambach_a317	364	1
Dambach_a317	10	24
Dambach_a317	11	80
Dambach_a317	12	79
Dambach_a317	53	1
Dambach_a317	44	5
Dambach_a317	36	8
Dambach_a317	13	4
Dambach_a317	229	1
Dambach_a317	16	1
Dambach_a317	17	2
Dambach_a317	63	2
Dambach_a317	18	9
Dambach_a317	19	4
Dambach_a317	21	4
Dambach_a317	260	1
Dambach_a317	31	2
Dambach_a317	237	59
Dambach_a317	33	3
Dambach_a317	24	3
Dambach_a317	25	1
Dambach_a317	1106	9
Dambach_a317	81	1
Dambach_a317	147	3
Dambach_a318	2	2
Dambach_a318	34	12
Dambach_a318	3	39
Dambach_a318	303	15
Dambach_a318	349	3
Dambach_a318	5	11
Dambach_a318	6	345
Dambach_a318	82	8
Dambach_a318	8	2
Dambach_a318	364	3
Dambach_a318	10	27
Dambach_a318	11	117
Dambach_a318	12	70
Dambach_a318	44	2
Dambach_a318	36	6
Dambach_a318	693	1
Dambach_a318	229	1
Dambach_a318	16	4
Dambach_a318	61	2
Dambach_a318	62	2
Dambach_a318	17	2
Dambach_a318	63	1
Dambach_a318	18	10
Dambach_a318	19	1
Dambach_a318	21	6
Dambach_a318	1105	1
Dambach_a318	31	4
Dambach_a318	274	1
Dambach_a318	237	47
Dambach_a318	444	1
Dambach_a318	33	4
Dambach_a318	24	4
Dambach_a318	1111	1
Dambach_a318	1106	1
Dambach_a318	147	5
Dambach_a318	281	2
Dambach_a318	658	2
Dambach_a319	2	2
Dambach_a319	34	19
Dambach_a319	3	40
Dambach_a319	303	15
Dambach_a319	349	10
Dambach_a319	5	16
Dambach_a319	6	199
Dambach_a319	82	11
Dambach_a319	8	1
Dambach_a319	364	2
Dambach_a319	10	29
Dambach_a319	11	94
Dambach_a319	12	73
Dambach_a319	53	1
Dambach_a319	44	5
Dambach_a319	36	4
Dambach_a319	13	3
Dambach_a319	229	1
Dambach_a319	16	1
Dambach_a319	61	6
Dambach_a319	62	1
Dambach_a319	17	2
Dambach_a319	18	13
Dambach_a319	21	5
Dambach_a319	1105	2
Dambach_a319	31	3
Dambach_a319	237	67
Dambach_a319	444	1
Dambach_a319	33	4
Dambach_a319	24	4
Dambach_a319	25	2
Dambach_a319	428	4
Dambach_a319	1106	3
Dambach_a319	81	3
Dambach_a319	147	4
Dambach_a319	281	1
Dambach_a319	658	1
Dambach_a32	34	21
Dambach_a32	3	25
Dambach_a32	349	1
Dambach_a32	5	2
Dambach_a32	6	7
Dambach_a32	82	81
Dambach_a32	8	34
Dambach_a32	364	3
Dambach_a32	10	87
Dambach_a32	11	200
Dambach_a32	12	15
Dambach_a32	53	3
Dambach_a32	44	19
Dambach_a32	36	1
Dambach_a32	13	3
Dambach_a32	229	20
Dambach_a32	16	2
Dambach_a32	61	3
Dambach_a32	17	6
Dambach_a32	63	5
Dambach_a32	18	13
Dambach_a32	19	2
Dambach_a32	21	23
Dambach_a32	31	2
Dambach_a32	237	43
Dambach_a32	33	7
Dambach_a32	24	4
Dambach_a32	428	1
Dambach_a32	1106	9
Dambach_a32	147	11
Dambach_a32	281	3
Dambach_a32	658	6
Dambach_a320	1	1
Dambach_a320	2	1
Dambach_a320	34	23
Dambach_a320	3	28
Dambach_a320	303	14
Dambach_a320	349	6
Dambach_a320	5	8
Dambach_a320	6	260
Dambach_a320	82	11
Dambach_a320	364	2
Dambach_a320	10	25
Dambach_a320	11	125
Dambach_a320	12	60
Dambach_a320	44	3
Dambach_a320	36	3
Dambach_a320	13	1
Dambach_a320	229	1
Dambach_a320	16	4
Dambach_a320	61	2
Dambach_a320	62	1
Dambach_a320	17	6
Dambach_a320	18	7
Dambach_a320	19	2
Dambach_a320	21	4
Dambach_a320	1105	1
Dambach_a320	31	1
Dambach_a320	274	1
Dambach_a320	237	40
Dambach_a320	444	1
Dambach_a320	33	2
Dambach_a320	24	4
Dambach_a320	428	1
Dambach_a320	1106	1
Dambach_a320	81	1
Dambach_a320	147	2
Dambach_a320	281	1
Dambach_a320	658	2
Dambach_a321	1	1
Dambach_a321	2	26
Dambach_a321	34	17
Dambach_a321	3	20
Dambach_a321	303	15
Dambach_a321	349	14
Dambach_a321	5	9
Dambach_a321	6	61
Dambach_a321	82	124
Dambach_a321	364	1
Dambach_a321	10	25
Dambach_a321	11	56
Dambach_a321	12	140
Dambach_a321	53	3
Dambach_a321	44	6
Dambach_a321	36	11
Dambach_a321	13	2
Dambach_a321	16	2
Dambach_a321	61	1
Dambach_a321	17	1
Dambach_a321	63	1
Dambach_a321	18	4
Dambach_a321	19	1
Dambach_a321	21	4
Dambach_a321	31	1
Dambach_a321	274	1
Dambach_a321	237	55
