samplename	var_	count
Barboni_a1251	280	3
Barboni_a1251	275	5
Barboni_a1252	248	1
Barboni_a1252	249	3
Barboni_a1252	250	2
Barboni_a1252	58	50
Barboni_a1252	11	197
Barboni_a1252	104	1
Barboni_a1252	253	1
Barboni_a1252	254	4
Barboni_a1252	229	2
Barboni_a1252	16	3
Barboni_a1252	231	37
Barboni_a1252	151	1
Barboni_a1252	257	8
Barboni_a1252	232	29
Barboni_a1252	20	14
Barboni_a1252	21	1
Barboni_a1252	301	7
Barboni_a1252	236	2
Barboni_a1252	259	2
Barboni_a1252	260	1
Barboni_a1252	273	1
Barboni_a1252	261	2
Barboni_a1252	264	1
Barboni_a1252	265	5
Barboni_a1252	274	27
Barboni_a1252	237	19
Barboni_a1252	68	1
Barboni_a1252	328	1
Barboni_a1252	26	9
Barboni_a1252	28	3
Barboni_a1252	299	1
Barboni_a1252	266	2
Barboni_a1252	281	2
Barboni_a1253	248	4
Barboni_a1253	290	198
Barboni_a1253	249	66
Barboni_a1253	267	2
Barboni_a1253	58	24
Barboni_a1253	73	3
Barboni_a1253	104	7
Barboni_a1253	12	1
Barboni_a1253	254	5
Barboni_a1253	229	1
Barboni_a1253	16	1
Barboni_a1253	231	28
Barboni_a1253	257	9
Barboni_a1253	232	7
Barboni_a1253	20	13
Barboni_a1253	236	48
Barboni_a1253	259	2
Barboni_a1253	260	4
Barboni_a1253	261	1
Barboni_a1253	264	13
Barboni_a1253	237	47
Barboni_a1253	90	2
Barboni_a1253	25	1
Barboni_a1253	26	29
Barboni_a1253	28	1
Barboni_a1253	288	4
Barboni_a1253	299	32
Barboni_a1253	281	11
Barboni_a1254	290	6
Barboni_a1254	249	40
Barboni_a1254	252	2
Barboni_a1254	58	24
Barboni_a1254	11	13
Barboni_a1254	104	95
Barboni_a1254	254	136
Barboni_a1254	255	1
Barboni_a1254	229	5
Barboni_a1254	16	3
Barboni_a1254	231	21
Barboni_a1254	269	3
Barboni_a1254	257	3
Barboni_a1254	41	2
Barboni_a1254	232	9
Barboni_a1254	20	54
Barboni_a1254	236	1
Barboni_a1254	259	3
Barboni_a1254	286	1
Barboni_a1254	122	1
Barboni_a1254	261	1
Barboni_a1254	265	6
Barboni_a1254	237	28
Barboni_a1254	278	1
Barboni_a1254	90	1
Barboni_a1254	26	6
Barboni_a1254	28	2
Barboni_a1254	266	1
Barboni_a1254	281	2
Barboni_a1255	249	73
Barboni_a1255	58	36
Barboni_a1255	73	90
Barboni_a1255	11	36
Barboni_a1255	104	240
Barboni_a1255	254	16
Barboni_a1255	229	7
Barboni_a1255	16	2
Barboni_a1255	291	1
Barboni_a1255	231	20
Barboni_a1255	257	5
Barboni_a1255	20	24
Barboni_a1255	271	5
Barboni_a1255	259	1
Barboni_a1255	260	1
Barboni_a1255	261	3
Barboni_a1255	237	5
Barboni_a1255	278	2
Barboni_a1255	26	6
Barboni_a1255	45	2
Barboni_a1255	28	2
Barboni_a1255	323	1
Barboni_a1255	281	2
Barboni_a1256	1	1
Barboni_a1256	34	8
Barboni_a1256	303	1
Barboni_a1256	349	1
Barboni_a1256	5	3
Barboni_a1256	135	1
Barboni_a1256	223	15
Barboni_a1256	6	17
Barboni_a1256	7	6
Barboni_a1256	8	1
Barboni_a1256	240	28
Barboni_a1256	102	23
Barboni_a1256	11	13
Barboni_a1256	254	21
Barboni_a1256	87	15
Barboni_a1256	13	2
Barboni_a1256	229	1
Barboni_a1256	16	1
Barboni_a1256	109	2
Barboni_a1256	19	4
Barboni_a1256	21	40
Barboni_a1256	237	48
Barboni_a1256	90	27
Barboni_a1256	238	2
Barboni_a1256	81	6
Barboni_a1256	169	15
Barboni_a1256	289	2
Barboni_a1257	34	7
Barboni_a1257	303	2
Barboni_a1257	349	2
Barboni_a1257	5	1
Barboni_a1257	223	17
Barboni_a1257	6	7
Barboni_a1257	365	1
Barboni_a1257	7	7
Barboni_a1257	366	11
Barboni_a1257	240	30
Barboni_a1257	102	6
Barboni_a1257	73	6
Barboni_a1257	11	19
Barboni_a1257	104	2
Barboni_a1257	92	3
Barboni_a1257	254	48
Barboni_a1257	367	11
Barboni_a1257	87	17
Barboni_a1257	44	1
Barboni_a1257	13	1
Barboni_a1257	229	1
Barboni_a1257	16	1
Barboni_a1257	63	8
Barboni_a1257	19	14
Barboni_a1257	99	4
Barboni_a1257	21	15
Barboni_a1257	369	2
Barboni_a1257	123	1
Barboni_a1257	31	1
Barboni_a1257	237	56
Barboni_a1257	90	1
Barboni_a1257	371	1
Barboni_a1257	372	2
Barboni_a1257	69	8
Barboni_a1257	373	4
Barboni_a1257	374	3
Barboni_a1257	329	1
Barboni_a1258	1	2
Barboni_a1258	34	115
Barboni_a1258	303	3
Barboni_a1258	5	1
Barboni_a1258	223	6
Barboni_a1258	7	15
Barboni_a1258	366	1
Barboni_a1258	240	20
Barboni_a1258	102	8
Barboni_a1258	73	2
Barboni_a1258	11	22
Barboni_a1258	254	9
Barboni_a1258	44	1
Barboni_a1258	368	4
Barboni_a1258	19	5
Barboni_a1258	20	1
Barboni_a1258	21	142
Barboni_a1258	49	2
Barboni_a1258	369	1
Barboni_a1258	123	2
Barboni_a1258	370	1
Barboni_a1258	237	9
Barboni_a1258	372	1
Barboni_a1258	289	4
Barboni_a1259	34	28
Barboni_a1259	303	3
Barboni_a1259	349	1
Barboni_a1259	5	1
Barboni_a1259	223	3
Barboni_a1259	6	59
Barboni_a1259	365	1
Barboni_a1259	7	2
Barboni_a1259	8	1
Barboni_a1259	366	4
Barboni_a1259	240	12
Barboni_a1259	102	3
Barboni_a1259	11	10
Barboni_a1259	254	3
Barboni_a1259	367	2
Barboni_a1259	87	2
Barboni_a1259	13	19
Barboni_a1259	229	15
Barboni_a1259	368	9
Barboni_a1259	63	1
Barboni_a1259	232	1
Barboni_a1259	21	51
Barboni_a1259	369	4
Barboni_a1259	123	10
Barboni_a1259	370	19
Barboni_a1259	237	76
Barboni_a1259	90	15
Barboni_a1259	81	1
Barboni_a1259	329	9
Barboni_a1259	313	7
Barboni_a126	34	2
Barboni_a126	3	5
Barboni_a126	239	1
Barboni_a126	303	1
Barboni_a126	5	3
Barboni_a126	6	1
Barboni_a126	82	2
Barboni_a126	228	14
Barboni_a126	12	4
Barboni_a126	241	1
Barboni_a126	243	6
Barboni_a126	245	1
Barboni_a126	21	1
Barboni_a126	339	1
Barboni_a126	31	4
Barboni_a126	237	45
Barboni_a126	33	2
Barboni_a126	26	2
Barboni_a126	299	1
Barboni_a1260	1	4
Barboni_a1260	34	68
Barboni_a1260	5	8
Barboni_a1260	135	3
Barboni_a1260	223	1
Barboni_a1260	6	101
Barboni_a1260	7	2
Barboni_a1260	8	2
Barboni_a1260	366	2
Barboni_a1260	240	6
Barboni_a1260	102	13
Barboni_a1260	11	8
Barboni_a1260	254	18
Barboni_a1260	367	3
Barboni_a1260	87	21
Barboni_a1260	44	7
Barboni_a1260	54	1
Barboni_a1260	13	2
Barboni_a1260	16	1
Barboni_a1260	379	6
Barboni_a1260	368	1
Barboni_a1260	63	2
Barboni_a1260	376	1
Barboni_a1260	19	2
Barboni_a1260	20	1
Barboni_a1260	21	51
Barboni_a1260	49	1
Barboni_a1260	369	5
Barboni_a1260	370	7
Barboni_a1260	237	47
Barboni_a1260	372	9
Barboni_a1260	238	1
Barboni_a1260	81	3
Barboni_a1260	373	13
Barboni_a1260	169	11
Barboni_a1260	166	1
Barboni_a1260	329	13
Barboni_a1260	289	2
Barboni_a1260	313	4
Barboni_a1261	1	1
Barboni_a1261	34	13
Barboni_a1261	135	1
Barboni_a1261	223	1
Barboni_a1261	6	28
Barboni_a1261	365	3
Barboni_a1261	7	6
Barboni_a1261	8	3
Barboni_a1261	240	15
Barboni_a1261	102	6
Barboni_a1261	11	6
Barboni_a1261	254	6
Barboni_a1261	367	4
Barboni_a1261	87	8
Barboni_a1261	13	2
Barboni_a1261	229	18
Barboni_a1261	368	9
Barboni_a1261	63	19
Barboni_a1261	20	1
Barboni_a1261	21	41
Barboni_a1261	119	6
Barboni_a1261	369	3
Barboni_a1261	123	7
Barboni_a1261	262	3
Barboni_a1261	370	11
Barboni_a1261	237	111
Barboni_a1261	90	11
Barboni_a1261	372	1
Barboni_a1261	385	1
Barboni_a1261	329	1
Barboni_a1261	289	1
Barboni_a1261	313	1
Barboni_a1262	1	5
Barboni_a1262	34	2
Barboni_a1262	303	1
Barboni_a1262	349	1
Barboni_a1262	5	1
Barboni_a1262	223	1
Barboni_a1262	7	2
Barboni_a1262	366	5
Barboni_a1262	240	4
Barboni_a1262	102	2
Barboni_a1262	73	1
Barboni_a1262	11	29
Barboni_a1262	254	2
Barboni_a1262	87	2
Barboni_a1262	44	2
Barboni_a1262	13	2
Barboni_a1262	229	4
Barboni_a1262	379	8
Barboni_a1262	368	4
Barboni_a1262	63	1
Barboni_a1262	376	1
Barboni_a1262	19	4
Barboni_a1262	41	1
Barboni_a1262	20	23
Barboni_a1262	21	132
Barboni_a1262	119	1
Barboni_a1262	369	12
Barboni_a1262	123	1
Barboni_a1262	31	1
Barboni_a1262	237	185
Barboni_a1262	68	2
Barboni_a1262	90	2
Barboni_a1262	238	4
Barboni_a1262	169	1
Barboni_a1262	166	1
Barboni_a1262	289	3
Barboni_a1262	313	2
Barboni_a1263	34	36
Barboni_a1263	303	10
Barboni_a1263	223	13
Barboni_a1263	6	32
Barboni_a1263	7	7
Barboni_a1263	8	1
Barboni_a1263	366	1
Barboni_a1263	240	25
Barboni_a1263	102	30
Barboni_a1263	73	2
Barboni_a1263	11	3
Barboni_a1263	254	8
Barboni_a1263	367	7
Barboni_a1263	87	16
Barboni_a1263	44	1
Barboni_a1263	13	5
Barboni_a1263	229	9
Barboni_a1263	16	1
Barboni_a1263	368	4
Barboni_a1263	63	11
Barboni_a1263	19	1
Barboni_a1263	21	22
Barboni_a1263	369	10
Barboni_a1263	123	1
Barboni_a1263	370	13
Barboni_a1263	237	62
Barboni_a1263	90	12
Barboni_a1263	372	1
Barboni_a1263	238	6
Barboni_a1263	169	1
Barboni_a1263	289	1
Barboni_a1264	1	17
Barboni_a1264	34	34
Barboni_a1264	3	1
Barboni_a1264	303	4
Barboni_a1264	5	36
Barboni_a1264	223	9
Barboni_a1264	6	1
Barboni_a1264	365	2
Barboni_a1264	7	7
Barboni_a1264	366	1
Barboni_a1264	11	104
Barboni_a1264	44	4
Barboni_a1264	13	1
Barboni_a1264	229	3
Barboni_a1264	368	10
Barboni_a1264	63	3
Barboni_a1264	19	1
Barboni_a1264	20	43
Barboni_a1264	21	8
Barboni_a1264	119	1
Barboni_a1264	123	10
Barboni_a1264	370	9
Barboni_a1264	237	8
Barboni_a1264	90	2
Barboni_a1264	81	1
Barboni_a1264	289	1
Barboni_a1265	1	1
Barboni_a1265	34	7
Barboni_a1265	5	11
Barboni_a1265	223	2
Barboni_a1265	6	10
Barboni_a1265	7	12
Barboni_a1265	366	6
Barboni_a1265	240	4
Barboni_a1265	102	14
Barboni_a1265	11	19
Barboni_a1265	254	5
Barboni_a1265	87	3
Barboni_a1265	13	1
Barboni_a1265	229	10
Barboni_a1265	368	1
Barboni_a1265	63	16
Barboni_a1265	376	3
Barboni_a1265	19	6
Barboni_a1265	20	18
Barboni_a1265	21	56
Barboni_a1265	369	11
Barboni_a1265	123	6
Barboni_a1265	370	7
Barboni_a1265	237	69
Barboni_a1265	238	2
Barboni_a1265	81	1
Barboni_a1265	329	8
Barboni_a1265	289	4
Barboni_a1265	200	6
Barboni_a1266	1	2
Barboni_a1266	34	173
Barboni_a1266	303	12
Barboni_a1266	5	2
Barboni_a1266	223	1
Barboni_a1266	6	26
Barboni_a1266	7	5
Barboni_a1266	8	6
Barboni_a1266	240	2
Barboni_a1266	73	3
Barboni_a1266	11	4
Barboni_a1266	367	3
Barboni_a1266	87	20
Barboni_a1266	36	1
Barboni_a1266	13	3
Barboni_a1266	229	5
Barboni_a1266	63	1
Barboni_a1266	21	1
Barboni_a1266	369	1
Barboni_a1266	237	6
Barboni_a1266	90	8
Barboni_a1266	372	1
Barboni_a1266	329	4
Barboni_a1267	1	5
Barboni_a1267	34	2
Barboni_a1267	3	1
Barboni_a1267	303	8
Barboni_a1267	5	3
Barboni_a1267	6	6
Barboni_a1267	365	1
Barboni_a1267	7	4
Barboni_a1267	8	4
Barboni_a1267	366	31
Barboni_a1267	240	19
Barboni_a1267	102	19
Barboni_a1267	73	2
Barboni_a1267	11	27
Barboni_a1267	254	7
Barboni_a1267	87	8
Barboni_a1267	36	2
Barboni_a1267	13	6
Barboni_a1267	229	4
Barboni_a1267	379	185
Barboni_a1267	63	5
Barboni_a1267	376	2
Barboni_a1267	19	5
Barboni_a1267	20	1
Barboni_a1267	21	33
Barboni_a1267	369	20
Barboni_a1267	370	3
Barboni_a1267	237	91
Barboni_a1267	90	8
Barboni_a1267	238	7
Barboni_a1267	373	2
Barboni_a1267	389	5
Barboni_a1267	313	13
Barboni_a1268	34	12
Barboni_a1268	303	1
Barboni_a1268	5	4
Barboni_a1268	223	7
Barboni_a1268	6	7
Barboni_a1268	7	5
Barboni_a1268	8	2
Barboni_a1268	366	11
Barboni_a1268	240	19
Barboni_a1268	102	25
Barboni_a1268	73	8
Barboni_a1268	11	21
Barboni_a1268	254	17
Barboni_a1268	367	6
Barboni_a1268	87	11
Barboni_a1268	44	3
Barboni_a1268	13	8
Barboni_a1268	229	1
Barboni_a1268	16	2
Barboni_a1268	379	2
Barboni_a1268	368	3
Barboni_a1268	19	8
Barboni_a1268	20	1
Barboni_a1268	21	10
Barboni_a1268	49	1
Barboni_a1268	369	9
Barboni_a1268	123	1
Barboni_a1268	370	4
Barboni_a1268	237	90
Barboni_a1268	90	2
Barboni_a1268	372	7
Barboni_a1268	238	6
Barboni_a1268	373	6
Barboni_a1268	169	9
Barboni_a1268	388	2
Barboni_a1268	289	4
Barboni_a1269	1	3
Barboni_a1269	34	10
Barboni_a1269	303	1
Barboni_a1269	349	1
Barboni_a1269	5	5
Barboni_a1269	223	13
Barboni_a1269	6	57
Barboni_a1269	8	1
Barboni_a1269	366	6
Barboni_a1269	240	15
Barboni_a1269	102	37
Barboni_a1269	73	4
Barboni_a1269	11	34
Barboni_a1269	254	39
Barboni_a1269	367	4
Barboni_a1269	87	17
Barboni_a1269	44	4
Barboni_a1269	36	1
Barboni_a1269	13	4
Barboni_a1269	16	1
Barboni_a1269	63	2
Barboni_a1269	20	1
Barboni_a1269	21	18
Barboni_a1269	369	5
Barboni_a1269	123	1
Barboni_a1269	370	2
Barboni_a1269	237	59
Barboni_a1269	90	8
Barboni_a1269	394	5
Barboni_a1269	372	1
Barboni_a1269	69	1
Barboni_a1269	238	1
Barboni_a1269	373	2
Barboni_a1269	313	1
Barboni_a127	1	1
Barboni_a127	34	1
Barboni_a127	3	12
Barboni_a127	239	7
Barboni_a127	5	3
Barboni_a127	6	2
Barboni_a127	82	1
Barboni_a127	35	1
Barboni_a127	240	1
Barboni_a127	10	1
Barboni_a127	228	41
Barboni_a127	92	2
Barboni_a127	12	10
Barboni_a127	241	1
Barboni_a127	21	1
Barboni_a127	31	1
Barboni_a127	237	7
Barboni_a127	33	2
Barboni_a1270	34	6
Barboni_a1270	303	1
Barboni_a1270	349	3
Barboni_a1270	226	3
Barboni_a1270	135	1
Barboni_a1270	223	7
Barboni_a1270	6	21
Barboni_a1270	7	9
Barboni_a1270	8	1
Barboni_a1270	366	4
Barboni_a1270	240	18
Barboni_a1270	102	12
Barboni_a1270	73	2
Barboni_a1270	11	15
Barboni_a1270	254	9
Barboni_a1270	367	2
Barboni_a1270	87	6
Barboni_a1270	44	5
Barboni_a1270	36	1
Barboni_a1270	13	1
Barboni_a1270	229	10
Barboni_a1270	16	2
Barboni_a1270	368	1
Barboni_a1270	63	10
Barboni_a1270	376	1
Barboni_a1270	19	1
Barboni_a1270	20	4
Barboni_a1270	21	43
Barboni_a1270	369	25
Barboni_a1270	123	1
Barboni_a1270	370	3
Barboni_a1270	237	114
Barboni_a1270	90	8
Barboni_a1270	238	3
Barboni_a1270	391	1
Barboni_a1270	316	1
Barboni_a1271	8	1
Barboni_a1271	35	1
Barboni_a1271	240	15
Barboni_a1271	11	34
Barboni_a1271	16	21
Barboni_a1271	231	1
Barboni_a1271	21	39
Barboni_a1271	49	3
Barboni_a1271	264	6
Barboni_a1272	34	9
Barboni_a1272	56	18
Barboni_a1272	240	17
Barboni_a1272	11	14
Barboni_a1272	104	4
Barboni_a1272	253	8
Barboni_a1272	396	3
Barboni_a1272	13	1
Barboni_a1272	397	23
Barboni_a1272	229	3
Barboni_a1272	16	2
Barboni_a1272	398	3
Barboni_a1272	19	3
Barboni_a1272	399	1
Barboni_a1272	21	34
Barboni_a1272	400	50
Barboni_a1272	264	5
Barboni_a1272	373	1
Barboni_a1273	240	4
Barboni_a1273	11	4
Barboni_a1273	104	1
Barboni_a1273	253	4
Barboni_a1273	397	2
Barboni_a1273	398	1
Barboni_a1273	231	1
Barboni_a1273	19	2
Barboni_a1273	399	1
Barboni_a1273	21	1
Barboni_a1273	400	23
Barboni_a1273	200	34
Barboni_a1273	318	3
Barboni_a1274	34	7
Barboni_a1274	3	3
Barboni_a1274	239	14
Barboni_a1274	5	10
Barboni_a1274	16	1
Barboni_a1274	398	2
Barboni_a1274	296	2
Barboni_a1274	21	1
Barboni_a1274	235	1
Barboni_a1274	236	1
Barboni_a1274	305	5
Barboni_a1274	23	25
Barboni_a1274	43	5
Barboni_a1274	281	5
Barboni_a1274	275	9
Barboni_a1274	319	18
Barboni_a1275	34	4
Barboni_a1275	3	4
Barboni_a1275	303	1
Barboni_a1275	349	3
Barboni_a1275	5	4
Barboni_a1275	56	1
Barboni_a1275	6	2
Barboni_a1275	82	3
Barboni_a1275	201	1
Barboni_a1275	8	1
Barboni_a1275	35	1
Barboni_a1275	11	10
Barboni_a1275	242	10
Barboni_a1275	53	1
Barboni_a1275	44	1
Barboni_a1275	36	1
Barboni_a1275	13	1
Barboni_a1275	15	16
Barboni_a1275	61	10
Barboni_a1275	17	3
Barboni_a1275	63	1
Barboni_a1275	64	1
Barboni_a1275	21	1
Barboni_a1275	49	1
Barboni_a1275	75	3
Barboni_a1275	260	1
Barboni_a1275	305	1
Barboni_a1275	31	1
Barboni_a1275	23	12
Barboni_a1275	328	1
Barboni_a1275	33	1
Barboni_a1275	25	1
Barboni_a1275	26	1
Barboni_a1275	299	1
Barboni_a1276	34	12
Barboni_a1276	3	97
Barboni_a1276	239	10
Barboni_a1276	5	1
Barboni_a1276	35	6
Barboni_a1276	11	134
Barboni_a1276	92	2
Barboni_a1276	12	3
Barboni_a1276	13	1
Barboni_a1276	63	1
Barboni_a1276	21	29
Barboni_a1276	237	21
Barboni_a1276	198	1
Barboni_a1276	289	2
Barboni_a1276	317	1
Barboni_a1276	318	36
Barboni_a1277	3	19
Barboni_a1277	239	2
Barboni_a1277	135	1
Barboni_a1277	404	3
Barboni_a1277	56	1
Barboni_a1277	35	2
Barboni_a1277	240	5
Barboni_a1277	73	4
Barboni_a1277	11	1644
Barboni_a1277	92	3
Barboni_a1277	396	14
Barboni_a1277	44	1
Barboni_a1277	397	1
Barboni_a1277	229	2
Barboni_a1277	16	10
Barboni_a1277	398	59
Barboni_a1277	231	4
Barboni_a1277	19	4
Barboni_a1277	399	1
Barboni_a1277	21	102
Barboni_a1277	49	1
Barboni_a1277	383	6
Barboni_a1277	406	2
Barboni_a1277	400	276
Barboni_a1277	274	17
Barboni_a1277	94	2
Barboni_a1277	200	2
Barboni_a1277	318	1
Barboni_a1278	1	4
Barboni_a1278	34	8
Barboni_a1278	344	1
Barboni_a1278	349	7
Barboni_a1278	5	8
Barboni_a1278	56	1
Barboni_a1278	6	43
Barboni_a1278	82	3
Barboni_a1278	240	3
Barboni_a1278	11	59
Barboni_a1278	12	24
Barboni_a1278	396	1
Barboni_a1278	53	2
Barboni_a1278	44	1
Barboni_a1278	40	1
Barboni_a1278	231	1
Barboni_a1278	18	1
Barboni_a1278	19	1
Barboni_a1278	232	1
Barboni_a1278	21	3
Barboni_a1278	167	1
Barboni_a1278	305	6
Barboni_a1278	31	1
Barboni_a1278	237	251
Barboni_a1278	33	1
Barboni_a1278	25	5
Barboni_a1278	69	1
Barboni_a1279	1	1
Barboni_a1279	34	6
Barboni_a1279	3	5
Barboni_a1279	426	4
Barboni_a1279	349	9
Barboni_a1279	5	6
Barboni_a1279	56	1
Barboni_a1279	6	48
Barboni_a1279	8	1
Barboni_a1279	240	7
Barboni_a1279	11	40
Barboni_a1279	12	33
Barboni_a1279	53	1
Barboni_a1279	40	1
Barboni_a1279	427	20
Barboni_a1279	229	1
Barboni_a1279	16	1
Barboni_a1279	18	1
Barboni_a1279	19	3
Barboni_a1279	232	1
Barboni_a1279	20	1
Barboni_a1279	21	2
Barboni_a1279	341	1
Barboni_a1279	167	1
Barboni_a1279	305	2
Barboni_a1279	31	1
Barboni_a1279	237	268
Barboni_a1279	424	2
Barboni_a1279	33	1
Barboni_a1279	25	1
Barboni_a1279	200	1
Barboni_a128	3	6
Barboni_a128	239	1
Barboni_a128	5	4
Barboni_a128	6	2
Barboni_a128	82	2
Barboni_a128	228	15
Barboni_a128	12	4
Barboni_a128	241	1
Barboni_a128	53	1
Barboni_a128	13	1
Barboni_a128	15	1
Barboni_a128	243	5
Barboni_a128	245	1
Barboni_a128	21	2
Barboni_a128	339	1
Barboni_a128	383	1
Barboni_a128	83	2
Barboni_a128	305	1
Barboni_a128	31	7
Barboni_a128	237	34
Barboni_a128	33	1
Barboni_a128	26	1
Barboni_a1280	1	1
Barboni_a1280	34	4
Barboni_a1280	3	5
Barboni_a1280	426	3
Barboni_a1280	303	1
Barboni_a1280	349	9
Barboni_a1280	5	7
Barboni_a1280	56	3
Barboni_a1280	6	115
Barboni_a1280	82	2
Barboni_a1280	8	1
Barboni_a1280	240	7
Barboni_a1280	11	56
Barboni_a1280	12	33
Barboni_a1280	53	3
Barboni_a1280	44	2
Barboni_a1280	40	1
Barboni_a1280	229	1
Barboni_a1280	16	1
Barboni_a1280	19	1
Barboni_a1280	232	1
Barboni_a1280	20	1
Barboni_a1280	21	1
Barboni_a1280	236	1
Barboni_a1280	305	5
Barboni_a1280	31	1
Barboni_a1280	237	58
Barboni_a1280	33	3
Barboni_a1280	428	1
Barboni_a1280	26	1
Barboni_a1280	45	3
Barboni_a1280	81	1
Barboni_a1280	200	1
Barboni_a1281	1	1
Barboni_a1281	34	4
Barboni_a1281	3	2
Barboni_a1281	344	1
Barboni_a1281	349	1
Barboni_a1281	5	7
Barboni_a1281	56	2
Barboni_a1281	6	31
Barboni_a1281	82	2
Barboni_a1281	35	1
Barboni_a1281	240	5
Barboni_a1281	11	62
Barboni_a1281	12	34
Barboni_a1281	396	1
Barboni_a1281	53	1
Barboni_a1281	36	1
Barboni_a1281	427	13
Barboni_a1281	16	2
Barboni_a1281	231	1
Barboni_a1281	18	2
Barboni_a1281	19	1
Barboni_a1281	232	1
Barboni_a1281	20	1
Barboni_a1281	21	6
Barboni_a1281	305	4
Barboni_a1281	31	1
Barboni_a1281	237	291
Barboni_a1281	246	1
Barboni_a1281	434	1
Barboni_a1281	200	3
Barboni_a1281	319	27
Barboni_a1282	1	1
Barboni_a1282	34	11
Barboni_a1282	3	6
Barboni_a1282	426	1
Barboni_a1282	303	1
Barboni_a1282	349	11
Barboni_a1282	5	5
Barboni_a1282	56	2
Barboni_a1282	6	37
Barboni_a1282	82	2
Barboni_a1282	8	1
Barboni_a1282	240	4
Barboni_a1282	11	63
Barboni_a1282	12	40
Barboni_a1282	53	2
Barboni_a1282	427	1
Barboni_a1282	229	1
Barboni_a1282	16	1
Barboni_a1282	231	8
Barboni_a1282	63	2
Barboni_a1282	18	1
Barboni_a1282	19	2
Barboni_a1282	232	1
Barboni_a1282	20	1
Barboni_a1282	21	3
Barboni_a1282	305	2
Barboni_a1282	31	1
Barboni_a1282	237	297
Barboni_a1282	424	2
Barboni_a1282	428	1
Barboni_a1282	26	1
Barboni_a1282	81	2
Barboni_a1283	1	1
Barboni_a1283	34	2
Barboni_a1283	3	1
Barboni_a1283	426	1
Barboni_a1283	349	8
Barboni_a1283	5	3
Barboni_a1283	56	1
Barboni_a1283	6	37
Barboni_a1283	82	2
Barboni_a1283	201	1
Barboni_a1283	240	2
Barboni_a1283	11	33
Barboni_a1283	12	19
Barboni_a1283	396	1
Barboni_a1283	53	3
Barboni_a1283	13	1
Barboni_a1283	427	7
Barboni_a1283	16	1
Barboni_a1283	231	5
Barboni_a1283	63	1
Barboni_a1283	18	1
Barboni_a1283	19	3
Barboni_a1283	20	1
Barboni_a1283	305	1
Barboni_a1283	31	1
Barboni_a1283	237	156
Barboni_a1283	424	1
Barboni_a1283	81	1
Barboni_a1283	318	1
Barboni_a1284	34	6
Barboni_a1284	349	1
Barboni_a1284	5	6
Barboni_a1284	160	1
Barboni_a1284	56	2
Barboni_a1284	6	37
Barboni_a1284	82	1
Barboni_a1284	8	2
Barboni_a1284	240	1
Barboni_a1284	11	39
Barboni_a1284	12	22
Barboni_a1284	431	1
Barboni_a1284	53	6
Barboni_a1284	417	1
Barboni_a1284	36	1
Barboni_a1284	427	1
Barboni_a1284	16	1
Barboni_a1284	231	3
Barboni_a1284	18	1
Barboni_a1284	19	3
Barboni_a1284	232	1
Barboni_a1284	21	8
Barboni_a1284	236	1
Barboni_a1284	31	1
Barboni_a1284	237	146
Barboni_a1284	33	1
Barboni_a1284	428	1
Barboni_a1284	45	1
Barboni_a1284	81	1
Barboni_a1284	434	1
Barboni_a1284	275	1
Barboni_a1285	1	1
Barboni_a1285	2	1
Barboni_a1285	34	9
Barboni_a1285	3	2
Barboni_a1285	344	2
Barboni_a1285	426	9
Barboni_a1285	303	1
Barboni_a1285	349	2
Barboni_a1285	5	18
Barboni_a1285	56	2
Barboni_a1285	6	20
Barboni_a1285	82	3
Barboni_a1285	8	1
Barboni_a1285	240	3
Barboni_a1285	11	51
Barboni_a1285	12	65
Barboni_a1285	396	1
Barboni_a1285	53	2
Barboni_a1285	36	1
Barboni_a1285	427	16
Barboni_a1285	231	4
Barboni_a1285	63	6
Barboni_a1285	18	1
Barboni_a1285	19	1
Barboni_a1285	232	1
Barboni_a1285	20	1
Barboni_a1285	21	2
Barboni_a1285	236	1
Barboni_a1285	436	1
Barboni_a1285	167	1
Barboni_a1285	305	11
Barboni_a1285	31	1
Barboni_a1285	237	373
Barboni_a1285	81	1
Barboni_a1285	361	9
Barboni_a1285	200	1
Barboni_a1286	2	1
Barboni_a1286	34	6
Barboni_a1286	3	1
Barboni_a1286	344	1
Barboni_a1286	426	8
Barboni_a1286	303	1
Barboni_a1286	349	1
Barboni_a1286	5	14
Barboni_a1286	56	1
Barboni_a1286	6	51
Barboni_a1286	82	4
Barboni_a1286	240	11
Barboni_a1286	11	74
Barboni_a1286	12	38
Barboni_a1286	53	3
Barboni_a1286	44	1
Barboni_a1286	13	1
Barboni_a1286	40	1
Barboni_a1286	427	14
Barboni_a1286	229	1
Barboni_a1286	16	1
Barboni_a1286	231	3
Barboni_a1286	63	1
Barboni_a1286	18	1
Barboni_a1286	19	4
Barboni_a1286	232	1
Barboni_a1286	20	1
Barboni_a1286	21	5
Barboni_a1286	167	2
Barboni_a1286	305	3
Barboni_a1286	31	1
Barboni_a1286	237	213
Barboni_a1286	25	1
Barboni_a1286	428	1
Barboni_a1286	429	1
Barboni_a1286	69	1
Barboni_a1286	361	45
Barboni_a1286	313	1
Barboni_a1286	200	1
Barboni_a1287	1	1
Barboni_a1287	34	9
Barboni_a1287	3	4
Barboni_a1287	344	1
Barboni_a1287	426	3
Barboni_a1287	303	1
Barboni_a1287	349	2
Barboni_a1287	5	6
Barboni_a1287	56	1
