samplename	workerid	workerrole
EPDcoretop_E1369	22	R/A
EPDcoretop_E1371	22	R/A
EPDcoretop_E1390	48	R
EPDcoretop_E156	49	R/A
EPDcoretop_E158	50	A/U
EPDcoretop_E159	51	R/A
EPDcoretop_E17	52	A/I
EPDcoretop_E18	53	R/A
EPDcoretop_E195	33	R/A
EPDcoretop_E196	54	R/A
EPDcoretop_E2	55	R/A
EPDcoretop_E200	56	R/A
EPDcoretop_E203	57	R/A
EPDcoretop_E207	58	R/A
EPDcoretop_E208	45	R/A
EPDcoretop_E221	59	R/A
EPDcoretop_E224	60	A/D
EPDcoretop_E226	61	R/A
EPDcoretop_E227	10	R/A
EPDcoretop_E229	58	R/A
EPDcoretop_E23	62	R/A
EPDcoretop_E230	58	R/A
EPDcoretop_E232	22	R/A
EPDcoretop_E234	63	R/A
EPDcoretop_E237	22	R/A
EPDcoretop_E24	64	R/A
EPDcoretop_E240	65	A/U
EPDcoretop_E242	45	R/A
EPDcoretop_E243	12	R/A
EPDcoretop_E25	36	R/A
EPDcoretop_E26	66	R/A
EPDcoretop_E262	67	A/U
EPDcoretop_E273	68	R/A
EPDcoretop_E28	53	R/A
EPDcoretop_E284	69	R/A
EPDcoretop_E289	70	A/U
EPDcoretop_E290	64	R/A
EPDcoretop_E295	31	A/D
EPDcoretop_E297	71	A/I
EPDcoretop_E3	58	R/A
EPDcoretop_E302	51	R/A
EPDcoretop_E305	72	R/A
EPDcoretop_E310	72	R/A
EPDcoretop_E311	72	R/A
EPDcoretop_E315	71	A/I
EPDcoretop_E316	71	A/I
EPDcoretop_E318	15	R/A
EPDcoretop_E319	31	A/D
EPDcoretop_E320	73	R/A
EPDcoretop_E323	74	R/A
EPDcoretop_E326	9	R/A
EPDcoretop_E327	67	A/U
EPDcoretop_E33	75	R/A
EPDcoretop_E330	31	A/D
EPDcoretop_E333	71	A/I
EPDcoretop_E334	15	R/A
EPDcoretop_E338	76	R/A
EPDcoretop_E344	55	R/A
EPDcoretop_E35	53	R/A
EPDcoretop_E350	71	A/I
EPDcoretop_E351	29	R/A
EPDcoretop_E352	77	R/A
EPDcoretop_E353	78	R/A
EPDcoretop_E359	9	R/A
EPDcoretop_E36	53	R/A
EPDcoretop_E363	71	A/I
EPDcoretop_E366	79	R/A
EPDcoretop_E37	80	R/A
EPDcoretop_E372	81	R/A
EPDcoretop_E375	82	R/A
EPDcoretop_E379	24	R/A
EPDcoretop_E38	80	R/A
EPDcoretop_E382	83	R/A
EPDcoretop_E39	80	R/A
EPDcoretop_E391	84	R/A
EPDcoretop_E397	65	A/U
EPDcoretop_E4	52	A/I
EPDcoretop_E400	68	R/A
EPDcoretop_E403	36	R/A
EPDcoretop_E404	9	R/A
EPDcoretop_E406	63	R/A
EPDcoretop_E407	14	R/A
EPDcoretop_E427	20	R/A
EPDcoretop_E434	85	A/I
EPDcoretop_E436	86	A/U
EPDcoretop_E44	75	R/A
EPDcoretop_E443	67	A/U
EPDcoretop_E447	87	R/A
EPDcoretop_E453	75	R/A
EPDcoretop_E456	88	R/A
EPDcoretop_E457	89	R/A
EPDcoretop_E459	71	A/I
EPDcoretop_E462	52	A/I
EPDcoretop_E465	78	R/A
EPDcoretop_E47	1	R/A
EPDcoretop_E479	91	R/A
EPDcoretop_E482	64	R/A
EPDcoretop_E495	92	A/U
EPDcoretop_E496	92	A/U
EPDcoretop_E499	57	R/A
EPDcoretop_E5	9	R/A
EPDcoretop_E503	93	R/A
EPDcoretop_E504	94	A/I
EPDcoretop_E506	95	R/A
EPDcoretop_E510	72	R/A
EPDcoretop_E513	27	R/A
EPDcoretop_E515	57	R/A
EPDcoretop_E517	57	R/A
EPDcoretop_E52	81	R/A
EPDcoretop_E535	71	A/I
EPDcoretop_E536	96	R/A
EPDcoretop_E537	9	R/A
EPDcoretop_E540	97	R/A
EPDcoretop_E541	61	R/A
EPDcoretop_E542	36	R/A
EPDcoretop_E549	36	R/A
EPDcoretop_E551	9	R/A
EPDcoretop_E553	25	R/A
EPDcoretop_E554	25	R/A
EPDcoretop_E555	98	R/A
EPDcoretop_E560	99	A/U
EPDcoretop_E562	15	R/A
EPDcoretop_E567	82	R/A
EPDcoretop_E568	82	R/A
EPDcoretop_E574	100	R/A
EPDcoretop_E575	15	R/A
EPDcoretop_E578	9	R/A
EPDcoretop_E579	63	R/A
EPDcoretop_E580	63	R/A
EPDcoretop_E584	67	A/U
EPDcoretop_E586	9	R/A
EPDcoretop_E589	71	A/I
EPDcoretop_E59	24	R/A
EPDcoretop_E590	49	R/A
EPDcoretop_E591	15	R/A
EPDcoretop_E593	24	R/A
EPDcoretop_E6	101	R/A
EPDcoretop_E605	102	A/I
EPDcoretop_E606	103	A/U
EPDcoretop_E609	104	R/A
EPDcoretop_E611	31	A/D
EPDcoretop_E612	67	A/U
EPDcoretop_E614	105	R/A
EPDcoretop_E619	106	A/I
EPDcoretop_E622	107	R/A
EPDcoretop_E625	10	R/A
EPDcoretop_E631	93	R/A
EPDcoretop_E635	78	R/A
EPDcoretop_E637	87	R/A
EPDcoretop_E639	108	R/A
EPDcoretop_E64	9	R/A
EPDcoretop_E640	71	A/I
EPDcoretop_E641	51	R/A
EPDcoretop_E643	109	R/A
EPDcoretop_E646	49	R/A
EPDcoretop_E647	110	R/A
EPDcoretop_E65	9	R/A
EPDcoretop_E650	111	A/U
EPDcoretop_E651	100	R/A
EPDcoretop_E654	112	R/A
EPDcoretop_E655	112	R/A
EPDcoretop_E656	112	R/A
EPDcoretop_E66	9	R/A
EPDcoretop_E660	113	R/A
EPDcoretop_E663	45	R/A
EPDcoretop_E665	114	R/A
EPDcoretop_E666	71	A/I
EPDcoretop_E668	115	R/A
EPDcoretop_E669	45	R/A
EPDcoretop_E67	81	R/A
EPDcoretop_E670	116	R/A
EPDcoretop_E673	73	R/A
EPDcoretop_E677	31	A/D
EPDcoretop_E684	36	R/A
EPDcoretop_E686	70	A/U
EPDcoretop_E697	64	R/A
EPDcoretop_E698	117	R/A
EPDcoretop_E699	117	R/A
EPDcoretop_E70	78	R/A
EPDcoretop_E701	1	R/A
EPDcoretop_E702	1	R/A
EPDcoretop_E705	77	R/A
EPDcoretop_E71	78	R/A
EPDcoretop_E711	36	R/A
EPDcoretop_E712	36	R/A
EPDcoretop_E713	45	R/A
EPDcoretop_E715	36	R/A
EPDcoretop_E718	73	R/A
EPDcoretop_E725	98	R/A
EPDcoretop_E726	118	R/A
EPDcoretop_E727	119	R/A
EPDcoretop_E728	119	R/A
EPDcoretop_E730	120	R/A
EPDcoretop_E733	98	R/A
EPDcoretop_E737	121	R/A
EPDcoretop_E738	122	R/A
EPDcoretop_E739	122	R/A
EPDcoretop_E740	120	R/A
EPDcoretop_E742	123	A/U
EPDcoretop_E743	123	A/U
EPDcoretop_E745	119	R/A
EPDcoretop_E746	118	R/A
EPDcoretop_E747	119	R/A
EPDcoretop_E749	124	R/A
EPDcoretop_E750	120	R/A
EPDcoretop_E76	78	R/A
EPDcoretop_E764	27	R/A
EPDcoretop_E785	36	R/A
EPDcoretop_E787	125	A/U
EPDcoretop_E80	113	R/A
EPDcoretop_E810	126	R/A
EPDcoretop_E813	27	R/A
EPDcoretop_E814	126	R/A
EPDcoretop_E820	11	R/A
EPDcoretop_E835	36	R/A
EPDcoretop_E84	49	R/A
EPDcoretop_E878	126	R/A
EPDcoretop_E887	128	A/I
EPDcoretop_E888	65	A/U
EPDcoretop_E890	51	R/A
EPDcoretop_E891	129	R/A
EPDcoretop_E893	130	R/A
EPDcoretop_E898	131	R/A
EPDcoretop_E9	52	A/I
EPDcoretop_E900	132	R/A
EPDcoretop_E903	133	R/A
EPDcoretop_E905	134	R/A
EPDcoretop_E907	42	A/U
EPDcoretop_E912	135	A/U
EPDcoretop_E918	130	R/A
EPDcoretop_E919	130	R/A
EPDcoretop_E921	134	R/A
EPDcoretop_E924	136	R/A
EPDcoretop_E925	136	R/A
EPDcoretop_E930	134	R/A
EPDcoretop_E932	75	R/A
EPDcoretop_E941	49	R/A
EPDcoretop_E948	81	R/A
EPDcoretop_E949	31	A/D
EPDcoretop_E950	72	R/A
EPDcoretop_E957	109	R/A
EPDcoretop_E959	14	R/A
EPDcoretop_E963	93	R/A
EPDcoretop_E968	137	R/A
EPDcoretop_E969	138	R/A
EPDcoretop_E972	65	A/U
EPDcoretop_E973	86	A/U
EPDcoretop_E978	123	A/U
EPDcoretop_E980	25	R/A
EPDcoretop_E981	31	A/D
EPDcoretop_E982	134	R/A
EPDcoretop_E986	80	R/A
EPDcoretop_E987	80	R/A
EPDcoretop_E991	11	R/A
EPDcoretop_E992	11	R/A
EPDcoretop_E994	139	R/A
EPDcoretop_E995	13	R/A
EPDcoretop_E996	140	R/A
Edwards_a1	141	R
Edwards_a1	201	A/I
Edwards_a10	141	R
Edwards_a10	201	A/I
Edwards_a11	141	R
Edwards_a11	201	A/I
Edwards_a12	141	R
Edwards_a12	201	A/I
Edwards_a13	141	R
Edwards_a13	201	A/I
Edwards_a14	141	R
Edwards_a14	201	A/I
Edwards_a15	141	R
Edwards_a15	201	A/I
Edwards_a16	141	R
Edwards_a16	201	A/I
Edwards_a17	141	R
Edwards_a17	201	A/I
Edwards_a18	141	R
Edwards_a18	201	A/I
Edwards_a19	141	R
Edwards_a19	201	A/I
Edwards_a2	141	R
Edwards_a2	201	A/I
Edwards_a20	141	R
Edwards_a20	201	A/I
Edwards_a21	141	R
Edwards_a21	201	A/I
Edwards_a22	141	R
Edwards_a22	201	A/I
Edwards_a23	141	R
Edwards_a23	201	A/I
Edwards_a24	141	R
Edwards_a24	201	A/I
Edwards_a25	141	R
Edwards_a25	201	A/I
Edwards_a26	141	R
Edwards_a26	201	A/I
Edwards_a27	141	R
Edwards_a27	201	A/I
Edwards_a28	141	R
Edwards_a28	201	A/I
Edwards_a29	141	R
Edwards_a29	201	A/I
Edwards_a3	141	R
Edwards_a3	201	A/I
Edwards_a4	141	R
Edwards_a4	201	A/I
Edwards_a5	141	R
Edwards_a5	201	A/I
Edwards_a6	141	R
Edwards_a6	201	A/I
Edwards_a7	141	R
Edwards_a7	201	A/I
Edwards_a8	141	R
Edwards_a8	201	A/I
Edwards_a9	141	R
Edwards_a9	201	A/I
Ejarque_a1	142	R/A
Ejarque_a10	142	R/A
Ejarque_a11	142	R/A
Ejarque_a12	142	R/A
Ejarque_a13	142	R/A
Ejarque_a14	142	R/A
Ejarque_a15	142	R/A
Ejarque_a16	142	R/A
Ejarque_a17	142	R/A
Ejarque_a18	142	R/A
Ejarque_a19	142	R/A
Ejarque_a2	142	R/A
Ejarque_a20	142	R/A
Ejarque_a21	142	R/A
Ejarque_a22	142	R/A
Ejarque_a23	142	R/A
Ejarque_a24	142	R/A
Ejarque_a25	142	R/A
Ejarque_a26	142	R/A
Ejarque_a27	142	R/A
Ejarque_a3	142	R/A
Ejarque_a4	142	R/A
Ejarque_a5	142	R/A
Ejarque_a6	142	R/A
Ejarque_a7	142	R/A
Ejarque_a8	142	R/A
Ejarque_a9	142	R/A
Fall_a1	143	R/A
Fall_a10	143	R/A
Fall_a11	143	R/A
Fall_a12	143	R/A
Fall_a13	143	R/A
Fall_a14	143	R/A
Fall_a15	143	R/A
Fall_a16	143	R/A
Fall_a17	143	R/A
Fall_a18	143	R/A
Fall_a19	143	R/A
Fall_a2	143	R/A
Fall_a20	143	R/A
Fall_a21	143	R/A
Fall_a3	143	R/A
Fall_a4	143	R/A
Fall_a5	143	R/A
Fall_a6	143	R/A
Fall_a7	143	R/A
Fall_a8	143	R/A
Fall_a9	143	R/A
Grant_a1	144	R
Grant_a1	117	A
Grant_a1	229	A
Grant_a10	144	R/A
Grant_a11	144	R/A
Grant_a12	144	R/A
Grant_a13	144	R/A
Grant_a14	144	R/A
Grant_a15	144	R/A
Grant_a2	144	R
Grant_a2	117	A
Grant_a2	229	A
Grant_a3	144	R
Grant_a3	117	A
Grant_a3	229	A
Grant_a4	144	R
Grant_a4	117	A
Grant_a4	229	A
Grant_a5	144	R/A
Grant_a6	144	R/A
Grant_a7	144	R/A
Grant_a8	144	R/A
Grant_a9	144	R/A
Jahns_a1	146	R/A
Jahns_a2	146	R/A
Jahns_b1	146	R/A
Jahns_b2	146	R/A
Jahns_b3	146	R/A
Jahns_b4	146	R/A
Jahns_b5	146	R/A
Jahns_b6	146	R/A
Jahns_c1	146	R/A
Jahns_d1	146	R/A
Jahns_d2	146	R/A
Jahns_d3	146	R/A
Jahns_d4	146	R/A
Jahns_e1	146	R/A
Jahns_f1	146	R/A
Jahns_f2	146	R/A
Jahns_f3	146	R/A
Jahns_f4	146	R/A
Jahns_f5	146	R/A
Jahns_f6	146	R/A
Jahns_f7	146	R/A
Jahns_g1	146	R/A
Jahns_g2	146	R/A
Jahns_g3	146	R/A
Jahns_g4	146	R/A
Jahns_h1	146	R/A
Jahns_h10	146	R/A
Jahns_h2	146	R/A
Jahns_h3	146	R/A
Jahns_h4	146	R/A
Jahns_h5	146	R/A
Jahns_h6	146	R/A
Jahns_h7	146	R/A
Jahns_h8	146	R/A
Jahns_h9	146	R/A
Karpinska_a1	147	R/A
Karpinska_a10	147	R/A
Karpinska_a11	147	R/A
Karpinska_a12	147	R/A
Karpinska_a13	147	R/A
Karpinska_a14	147	R/A
Karpinska_a15	147	R/A
Karpinska_a16	147	R/A
Karpinska_a2	147	R/A
Karpinska_a3	147	R/A
Karpinska_a4	147	R/A
Karpinska_a5	147	R/A
Karpinska_a6	147	R/A
Karpinska_a7	147	R/A
Karpinska_a8	147	R/A
Karpinska_a9	147	R/A
Karpinska_b1	147	R/A
Karpinska_c1	147	R/A
Karpinska_c1	149	A
Karpinska_c10	147	R/A
Karpinska_c10	149	A
Karpinska_c11	147	R/A
Karpinska_c11	149	A
Karpinska_c12	147	R/A
Karpinska_c12	149	A
Karpinska_c13	147	R/A
Karpinska_c13	149	A
Karpinska_c14	147	R/A
Karpinska_c14	149	A
Karpinska_c15	147	R/A
Karpinska_c15	149	A
Karpinska_c16	147	R/A
Karpinska_c16	149	A
Karpinska_c17	147	R/A
Karpinska_c17	149	A
Karpinska_c18	147	R/A
Karpinska_c18	149	A
Karpinska_c19	147	R/A
Karpinska_c19	149	A
Karpinska_c2	147	R/A
Karpinska_c2	149	A
Karpinska_c20	147	R/A
Karpinska_c20	149	A
Karpinska_c21	147	R/A
Karpinska_c21	149	A
Karpinska_c22	147	R/A
Karpinska_c22	149	A
Karpinska_c23	147	R/A
Karpinska_c23	149	A
Karpinska_c24	147	R/A
Karpinska_c24	149	A
Karpinska_c25	147	R/A
Karpinska_c25	149	A
Karpinska_c26	147	R/A
Karpinska_c26	149	A
Karpinska_c27	147	R/A
Karpinska_c27	149	A
Karpinska_c28	147	R/A
Karpinska_c28	149	A
Karpinska_c29	147	R/A
Karpinska_c29	149	A
Karpinska_c3	147	R/A
Karpinska_c3	149	A
Karpinska_c30	147	R/A
Karpinska_c30	149	A
Karpinska_c31	147	R/A
Karpinska_c31	149	A
Karpinska_c32	147	R/A
Karpinska_c32	149	A
Karpinska_c33	147	R/A
Karpinska_c33	149	A
Karpinska_c34	147	R/A
Karpinska_c34	149	A
Karpinska_c35	147	R/A
Karpinska_c35	149	A
Karpinska_c36	147	R/A
Karpinska_c36	149	A
Karpinska_c37	147	R/A
Karpinska_c37	149	A
Karpinska_c38	147	R/A
Karpinska_c38	149	A
Karpinska_c39	147	R/A
Karpinska_c39	149	A
Karpinska_c4	147	R/A
Karpinska_c4	149	A
Karpinska_c5	147	R/A
Karpinska_c5	149	A
Karpinska_c6	147	R/A
Karpinska_c6	149	A
Karpinska_c7	147	R/A
Karpinska_c7	149	A
Karpinska_c8	147	R/A
Karpinska_c8	149	A
Karpinska_c9	147	R/A
Karpinska_c9	149	A
Knaap_a1	148	R
Knaap_a1	200	A
Knaap_a10	148	R
Knaap_a10	200	A
Knaap_a11	148	R
Knaap_a11	200	A
Knaap_a12	148	R
Knaap_a12	200	A
Knaap_a13	148	R
Knaap_a13	200	A
Knaap_a14	148	R
Knaap_a14	200	A
Knaap_a15	148	R
Knaap_a15	200	A
Knaap_a16	148	R
Knaap_a16	200	A
Knaap_a17	148	R
Knaap_a17	200	A
Knaap_a18	148	R
Knaap_a18	200	A
Knaap_a19	148	R
Knaap_a19	200	A
Knaap_a2	148	R
Knaap_a2	200	A
Knaap_a20	148	R
Knaap_a20	200	A
Knaap_a21	148	R
Knaap_a21	200	A
Knaap_a22	148	R
Knaap_a22	200	A
Knaap_a23	148	R
Knaap_a23	200	A
Knaap_a24	148	R
Knaap_a24	200	A
Knaap_a25	148	R
Knaap_a25	200	A
Knaap_a26	148	R
Knaap_a26	200	A
Knaap_a27	148	R
Knaap_a27	200	A
Knaap_a28	148	R
Knaap_a28	200	A
Knaap_a29	148	R
Knaap_a29	200	A
Knaap_a3	148	R
Knaap_a3	200	A
Knaap_a30	148	R
Knaap_a30	200	A
Knaap_a31	148	R
Knaap_a31	200	A
Knaap_a32	148	R
Knaap_a32	200	A
Knaap_a33	148	R
Knaap_a33	200	A
Knaap_a34	148	R
Knaap_a34	200	A
Knaap_a35	148	R
Knaap_a35	200	A
Knaap_a36	148	R
Knaap_a36	200	A
Knaap_a37	148	R
Knaap_a37	200	A
Knaap_a38	148	R
Knaap_a38	200	A
Knaap_a39	148	R
Knaap_a39	200	A
Knaap_a4	148	R
Knaap_a4	200	A
Knaap_a40	148	R
Knaap_a40	200	A
Knaap_a41	148	R
Knaap_a41	200	A
Knaap_a42	148	R
Knaap_a42	200	A
Knaap_a43	148	R
Knaap_a43	200	A
Knaap_a44	148	R
Knaap_a44	200	A
Knaap_a45	148	R
Knaap_a45	200	A
Knaap_a46	148	R
Knaap_a46	200	A
Knaap_a47	148	R
Knaap_a47	200	A
Knaap_a48	148	R
Knaap_a48	200	A
Knaap_a49	148	R
Knaap_a49	200	A
Knaap_a5	148	R
Knaap_a5	200	A
Knaap_a50	148	R
Knaap_a50	200	A
Knaap_a51	148	R
Knaap_a51	200	A
Knaap_a52	148	R
Knaap_a52	200	A
Knaap_a53	148	R
Knaap_a53	200	A
Knaap_a54	148	R
Knaap_a54	200	A
Knaap_a55	148	R
Knaap_a55	200	A
Knaap_a56	148	R
Knaap_a56	200	A
Knaap_a57	148	R
Knaap_a57	200	A
Knaap_a58	148	R
Knaap_a58	200	A
Knaap_a59	148	R
Knaap_a59	200	A
Knaap_a6	148	R
Knaap_a6	200	A
Knaap_a60	148	R
Knaap_a60	200	A
Knaap_a61	148	R
Knaap_a61	200	A
Knaap_a62	148	R
Knaap_a62	200	A
Knaap_a63	148	R
Knaap_a63	200	A
Knaap_a64	148	R
Knaap_a64	200	A
Knaap_a65	148	R
Knaap_a65	200	A
Knaap_a66	148	R
Knaap_a66	200	A
Knaap_a67	148	R
Knaap_a67	200	A
Knaap_a68	148	R
Knaap_a68	200	A
Knaap_a69	148	R
Knaap_a69	200	A
Knaap_a7	148	R
Knaap_a7	200	A
Knaap_a70	148	R
Knaap_a70	200	A
Knaap_a71	148	R
Knaap_a71	200	A
Knaap_a72	148	R
Knaap_a72	200	A
Knaap_a73	148	R
Knaap_a73	200	A
Knaap_a74	148	R
Knaap_a74	200	A
Knaap_a75	148	R
Knaap_a75	200	A
Knaap_a76	148	R
Knaap_a76	200	A
Knaap_a77	148	R
Knaap_a77	200	A
Knaap_a78	148	R
Knaap_a78	200	A
Knaap_a79	148	R
Knaap_a79	200	A
Knaap_a8	148	R
Knaap_a8	200	A
Knaap_a80	148	R
Knaap_a80	200	A
Knaap_a81	148	R
Knaap_a81	200	A
Knaap_a82	148	R
Knaap_a82	200	A
Knaap_a83	148	R
Knaap_a83	200	A
Knaap_a84	148	R
Knaap_a84	200	A
Knaap_a85	148	R
Knaap_a85	200	A
Knaap_a86	148	R
Knaap_a86	200	A
Knaap_a87	148	R
Knaap_a87	200	A
Knaap_a88	148	R
Knaap_a88	200	A
Knaap_a89	148	R
Knaap_a89	200	A
Knaap_a9	148	R
Knaap_a9	200	A
Knaap_a90	148	R
Knaap_a90	200	A
Knaap_a91	148	R
Knaap_a91	200	A
Kolaczek_a1	149	R/A
Kolaczek_b1	149	R/A
Kolaczek_c1	149	R/A
Kolaczek_c2	149	R/A
Kolaczek_d1	149	R/A
Kolaczek_e1	149	R/A
Kolaczek_f1	149	R/A
Kolaczek_f10	149	R/A
Kolaczek_f11	149	R/A
Kolaczek_f12	149	R/A
Kolaczek_f13	149	R/A
Kolaczek_f14	149	R/A
Kolaczek_f15	149	R/A
Kolaczek_f16	149	R/A
Kolaczek_f17	149	R/A
Kolaczek_f18	149	R/A
Kolaczek_f19	149	R/A
Kolaczek_f2	149	R/A
Kolaczek_f20	149	R/A
Kolaczek_f21	149	R/A
Kolaczek_f22	149	R/A
Kolaczek_f23	149	R/A
Kolaczek_f24	149	R/A
Kolaczek_f25	149	R/A
Kolaczek_f26	149	R/A
Kolaczek_f27	149	R/A
Kolaczek_f28	149	R/A
Kolaczek_f29	149	R/A
Kolaczek_f3	149	R/A
Kolaczek_f30	149	R/A
Kolaczek_f31	149	R/A
Kolaczek_f32	149	R/A
Kolaczek_f4	149	R/A
Kolaczek_f5	149	R/A
Kolaczek_f6	149	R/A
Kolaczek_f7	149	R/A
Kolaczek_f8	149	R/A
Kolaczek_f9	149	R/A
Kuehl_a1	150	R/A
Kuehl_a1	204	A
Kuehl_a2	150	R/A
Kunes_a1	151	R
Kunes_a1	205	A
Kunes_a10	151	R
Kunes_a10	205	A
Kunes_a100	151	R
Kunes_a100	205	A
Kunes_a101	151	R
Kunes_a101	205	A
Kunes_a102	151	R
Kunes_a102	205	A
Kunes_a103	151	R/A
Kunes_a104	151	R
Kunes_a104	205	A
Kunes_a105	151	R
Kunes_a105	153	A
Kunes_a106	151	R
Kunes_a106	205	A
Kunes_a107	151	R
Kunes_a107	205	A
Kunes_a108	151	R
Kunes_a108	153	A
Kunes_a109	151	R
Kunes_a109	205	A
Kunes_a11	151	R
Kunes_a11	153	A
Kunes_a110	151	R
Kunes_a110	153	A
Kunes_a111	151	R
Kunes_a111	205	A
Kunes_a112	151	R
Kunes_a112	205	A
Kunes_a113	151	R
Kunes_a113	205	A
Kunes_a114	151	R
Kunes_a114	205	A
Kunes_a115	151	R
Kunes_a115	205	A
Kunes_a116	151	R
Kunes_a116	153	A
Kunes_a117	151	R
Kunes_a117	153	A
Kunes_a118	151	R
Kunes_a118	153	A
Kunes_a119	151	R
Kunes_a119	205	A
Kunes_a12	151	R
Kunes_a12	205	A
Kunes_a120	151	R
Kunes_a120	153	A
Kunes_a121	151	R
Kunes_a121	153	A
Kunes_a122	151	R
Kunes_a122	153	A
Kunes_a123	151	R
Kunes_a123	153	A
Kunes_a124	151	R/A
Kunes_a125	151	R
Kunes_a125	153	A
Kunes_a126	151	R/A
Kunes_a127	151	R/A
Kunes_a128	151	R
Kunes_a128	153	A
Kunes_a129	151	R
Kunes_a129	153	A
Kunes_a13	151	R
Kunes_a13	205	A
Kunes_a130	151	R
Kunes_a130	153	A
Kunes_a131	151	R
Kunes_a131	153	A
Kunes_a132	151	R
Kunes_a132	153	A
Kunes_a133	151	R
Kunes_a133	205	A
Kunes_a134	151	R
Kunes_a134	153	A
Kunes_a135	151	R
Kunes_a135	205	A
Kunes_a136	151	R/A
Kunes_a137	151	R
Kunes_a137	153	A
Kunes_a138	151	R
Kunes_a138	153	A
Kunes_a139	151	R
Kunes_a139	153	A
Kunes_a14	151	R
Kunes_a14	205	A
Kunes_a140	151	R
Kunes_a140	205	A
Kunes_a142	151	R/A
Kunes_a143	151	R/A
Kunes_a144	151	R/A
Kunes_a145	151	R/A
Kunes_a146	151	R/A
Kunes_a147	151	R/A
Kunes_a148	151	R/A
Kunes_a149	151	R/A
Kunes_a15	151	R
Kunes_a15	205	A
Kunes_a150	151	R/A
Kunes_a151	151	R
Kunes_a151	205	A
Kunes_a16	151	R
Kunes_a16	205	A
Kunes_a17	151	R
Kunes_a17	205	A
Kunes_a18	151	R
Kunes_a18	205	A
Kunes_a19	151	R
Kunes_a19	205	A
Kunes_a2	151	R
Kunes_a2	205	A
Kunes_a20	151	R
Kunes_a20	205	A
Kunes_a21	151	R
Kunes_a21	205	A
Kunes_a22	151	R
Kunes_a22	205	A
Kunes_a23	151	R
Kunes_a23	205	A
Kunes_a24	151	R
Kunes_a24	205	A
Kunes_a25	151	R
Kunes_a25	153	A
Kunes_a26	151	R
Kunes_a26	205	A
Kunes_a27	151	R
Kunes_a27	205	A
Kunes_a28	151	R
Kunes_a28	205	A
Kunes_a29	151	R
Kunes_a29	205	A
Kunes_a3	151	R
Kunes_a3	205	A
Kunes_a30	151	R
Kunes_a30	205	A
Kunes_a31	151	R
Kunes_a31	205	A
Kunes_a32	151	R
Kunes_a32	205	A
Kunes_a33	151	R
Kunes_a33	205	A
Kunes_a34	151	R
Kunes_a34	153	A
Kunes_a35	151	R
Kunes_a35	153	A
Kunes_a36	151	R
Kunes_a36	205	A
Kunes_a37	151	R
Kunes_a37	205	A
Kunes_a38	151	R
Kunes_a38	205	A
Kunes_a39	151	R
Kunes_a39	205	A
Kunes_a4	151	R
Kunes_a4	205	A
Kunes_a40	151	R
Kunes_a40	205	A
Kunes_a41	151	R
Kunes_a41	205	A
Kunes_a42	151	R
Kunes_a42	205	A
Kunes_a43	151	R
Kunes_a43	205	A
Kunes_a44	151	R
Kunes_a44	205	A
Kunes_a45	151	R
Kunes_a45	205	A
Kunes_a46	151	R
Kunes_a46	205	A
Kunes_a47	151	R
Kunes_a47	205	A
Kunes_a48	151	R
Kunes_a48	205	A
Kunes_a49	151	R
Kunes_a49	205	A
Kunes_a5	151	R
Kunes_a5	205	A
Kunes_a50	151	R
Kunes_a50	205	A
Kunes_a51	151	R
Kunes_a51	205	A
Kunes_a52	151	R
Kunes_a52	205	A
Kunes_a53	151	R
Kunes_a53	205	A
Kunes_a54	151	R
Kunes_a54	205	A
Kunes_a55	151	R
Kunes_a55	205	A
Kunes_a56	151	R
Kunes_a56	153	A
Kunes_a57	151	R
Kunes_a57	205	A
Kunes_a58	151	R
Kunes_a58	205	A
Kunes_a59	151	R
Kunes_a59	205	A
Kunes_a6	151	R
Kunes_a6	205	A
Kunes_a60	151	R
Kunes_a60	205	A
Kunes_a61	151	R
Kunes_a61	205	A
Kunes_a62	151	R
Kunes_a62	205	A
Kunes_a63	151	R
Kunes_a63	205	A
Kunes_a64	151	R
Kunes_a64	205	A
Kunes_a65	151	R
Kunes_a65	205	A
Kunes_a66	151	R
Kunes_a66	153	A
Kunes_a67	151	R
Kunes_a67	205	A
Kunes_a68	151	R
Kunes_a68	205	A
Kunes_a69	151	R
Kunes_a69	153	A
Kunes_a7	151	R
Kunes_a7	205	A
Kunes_a70	151	R
Kunes_a70	205	A
Kunes_a71	151	R
Kunes_a71	205	A
Kunes_a72	151	R
Kunes_a72	205	A
Kunes_a73	151	R
Kunes_a73	205	A
Kunes_a74	151	R
Kunes_a74	205	A
Kunes_a75	151	R
Kunes_a75	205	A
Kunes_a76	151	R/A
Kunes_a77	151	R
Kunes_a77	153	A
Kunes_a78	151	R
Kunes_a78	205	A
Kunes_a79	151	R
Kunes_a79	153	A
Kunes_a8	151	R
Kunes_a8	205	A
Kunes_a80	151	R
Kunes_a80	205	A
Kunes_a81	151	R
Kunes_a81	205	A
Kunes_a82	151	R
Kunes_a82	205	A
Kunes_a83	151	R
Kunes_a83	205	A
Kunes_a84	151	R
Kunes_a84	205	A
Kunes_a85	151	R/A
Kunes_a86	151	R/A
Kunes_a87	151	R
Kunes_a87	205	A
Kunes_a88	151	R
Kunes_a88	205	A
Kunes_a89	151	R
Kunes_a89	205	A
Kunes_a9	151	R
Kunes_a9	205	A
Kunes_a90	151	R
Kunes_a90	205	A
